task_type,rho,method,episodes,loss_mean,loss_ci_low,loss_ci_high
classification,0.25,M5 learned gate,420,0.6495522817753394,0.6435032678968916,0.6557181108257671
classification,0.25,Oracle gate,420,0.6448594266595671,0.6387801620109592,0.6509767483748183
classification,0.5,M0 raw,420,0.6712614064182892,0.6639076895711671,0.679046381343097
classification,0.5,M1 robust,420,0.6729815580377931,0.6659601539092461,0.6806895009937131
classification,0.5,M2 rank,420,0.6601684885621181,0.6531966937217181,0.6672253625308107
classification,0.5,M3 augmentation,420,0.6613279439998855,0.6546865628133707,0.6683376581553638
classification,0.5,M4 50/50,420,0.6523848028916505,0.646090561376596,0.6586158157539169
classification,0.5,M4 tuned fixed,420,0.6514606064353188,0.6451654210239285,0.6577563150005633
classification,0.5,M5 learned gate,420,0.6514396738654487,0.6451618787258478,0.6577778086335714
classification,0.5,Oracle gate,420,0.6471784980672042,0.6408096829244108,0.6532731357447276
classification,0.75,M0 raw,420,0.6669986322248763,0.6597334310889225,0.6745357135297496
classification,0.75,M1 robust,420,0.6693016681869576,0.6620562979918185,0.6768224830951837
classification,0.75,M2 rank,420,0.660370716394064,0.6531823784394245,0.667809459700238
classification,0.75,M3 augmentation,420,0.6588082840728086,0.6525632742757093,0.6650190514394637
classification,0.75,M4 50/50,420,0.6518924902201334,0.6453990957334603,0.6584964145024024
classification,0.75,M4 tuned fixed,420,0.651215568972014,0.6447100486904934,0.6578377082361284
classification,0.75,M5 learned gate,420,0.6511436709355987,0.6448255319130417,0.6577574799450822
classification,0.75,Oracle gate,420,0.6463334175596734,0.6398875118721606,0.6530327983629235
classification,0.9,M0 raw,420,0.6672008095964134,0.6600622345063476,0.674734753665572
classification,0.9,M1 robust,420,0.6696455322964319,0.6623745584436106,0.6771200107877366
classification,0.9,M2 rank,420,0.6610020214869045,0.6538888611137247,0.6681802053388807
classification,0.9,M3 augmentation,420,0.6584926810697563,0.6521574560208219,0.6648717662905881
classification,0.9,M4 50/50,420,0.6517989964533402,0.64534052474363,0.6581719499256959
classification,0.9,M4 tuned fixed,420,0.6511068352753135,0.644583985024224,0.657524896263046
classification,0.9,M5 learned gate,420,0.651079264638636,0.6447717247733222,0.6574803831302903
classification,0.9,Oracle gate,420,0.6462434954896141,0.6398240358205705,0.6528325002479718
classification,1.0,M0 raw,420,0.6665955215149043,0.6596655043093452,0.6736270700627113
classification,1.0,M1 robust,420,0.6696446801966022,0.6627030488294399,0.6766927500265989
classification,1.0,M2 rank,420,0.6582772129441161,0.6515998284293132,0.6651109608142607
classification,1.0,M3 augmentation,420,0.6565576285522046,0.6505588116058258,0.6626443013139944
classification,1.0,M4 50/50,420,0.6502682580563799,0.6443167419759884,0.6563773343154374
classification,1.0,M4 tuned fixed,420,0.6495346071930049,0.6435363157483752,0.6555711125718277
classification,1.0,M5 learned gate,420,0.6495041296194554,0.6434687116613917,0.6556106691875374
classification,1.0,Oracle gate,420,0.6449933446874364,0.6390799596632801,0.6510444563869475
regression,0.0,M0 raw,420,0.7269060540408289,0.6978434250204787,0.7574151144166351
regression,0.0,M1 robust,420,0.7376570513638702,0.7086168588200642,0.7678662862017023
regression,0.0,M2 rank,420,0.6843105619504721,0.6556467392817865,0.7140076022796898
regression,0.0,M3 augmentation,420,0.7239356045252551,0.6955619754795345,0.7532478502955888
regression,0.0,M4 50/50,420,0.6948991942616735,0.6658780817767592,0.7244999268472586
regression,0.0,M4 tuned fixed,420,0.6844056049455345,0.6549113395348808,0.714099584489715
regression,0.0,M5 learned gate,420,0.6845245534955473,0.655455799083373,0.7142862046697069
regression,0.0,Oracle gate,420,0.6771964432008054,0.6482546329926817,0.7067033552358901
regression,0.1,M0 raw,420,0.7207463449276285,0.6895538461789255,0.7531448452879137
regression,0.1,M1 robust,420,0.7335952721270543,0.7022342401766227,0.7646783860601886
regression,0.1,M2 rank,420,0.6807003550683882,0.6495547948358488,0.7125653198345197
regression,0.1,M3 augmentation,420,0.7205095118566611,0.6895786422475758,0.7523066955876927
regression,0.1,M4 50/50,420,0.6899672374047751,0.6593435082785314,0.7220452122327675
regression,0.1,M4 tuned fixed,420,0.6806589931686358,0.6486531035164803,0.7127025992550533
regression,0.1,M5 learned gate,420,0.6805650777090961,0.6498539736887601,0.7128630459189629
regression,0.1,Oracle gate,420,0.6730237037318023,0.6428400452030774,0.7054194690311576
regression,0.25,M0 raw,420,0.7309172870901529,0.698000664658478,0.76389505288789
regression,0.25,M1 robust,420,0.7421963750658541,0.7103968565694373,0.7754782929961996
regression,0.25,M2 rank,420,0.6956078718356123,0.6627885263250688,0.7297403466483646
regression,0.25,M3 augmentation,420,0.7304944609281459,0.697942468502036,0.7632263235787619
regression,0.25,M4 50/50,420,0.7027111831722599,0.6703281140956228,0.737047718777135
regression,0.25,M4 tuned fixed,420,0.6953685773031213,0.6633768368722783,0.7287115982410798
regression,0.25,M5 learned gate,420,0.6951527956277876,0.6626359488907935,0.7283205173749879
regression,0.25,Oracle gate,420,0.6869243772562866,0.6545845488777773,0.7205173791655349
regression,0.5,M0 raw,420,0.735691840576788,0.7051459322187558,0.7675939808754885
regression,0.5,M1 robust,420,0.7493652954575662,0.7174641809140034,0.7811620121145258
regression,0.5,M2 rank,420,0.6983387699424057,0.6673566958879326,0.7296724143652795
regression,0.5,M3 augmentation,420,0.7361984514079344,0.704864307706839,0.7671368157755707
regression,0.5,M4 50/50,420,0.7063536671546088,0.6747557861159015,0.7379090143762049
regression,0.5,M4 tuned fixed,420,0.6981807122341771,0.667609315336925,0.7295106156848751
regression,0.5,M5 learned gate,420,0.6979878701726737,0.666455250788274,0.7286976303800093
regression,0.5,Oracle gate,420,0.6896531140437275,0.6582261079364143,0.7212248137472655
regression,0.75,M0 raw,420,0.7185248133522978,0.6848324278198951,0.755658627491063
regression,0.75,M1 robust,420,0.7348549150181606,0.7014546393120229,0.7717776558754257
regression,0.75,M2 rank,420,0.6842638473666067,0.6504978828914101,0.7197804407509794
regression,0.75,M3 augmentation,420,0.7204552876168064,0.6871481279884606,0.7566594711730972
regression,0.75,M4 50/50,420,0.6907833285119762,0.6569212508250939,0.7271534186996815
regression,0.75,M4 tuned fixed,420,0.6839608053148707,0.6511578371361685,0.7206855369535432
regression,0.75,M5 learned gate,420,0.683581957814968,0.6505031817918987,0.7195137667042347
regression,0.75,Oracle gate,420,0.6741651164900634,0.6413445172067073,0.7107180386107979
regression,0.9,M0 raw,420,0.7245019159354766,0.6942701804375878,0.756103988219505
regression,0.9,M1 robust,420,0.7339650733904112,0.7030346113015418,0.765755739789292
regression,0.9,M2 rank,420,0.6910156635222845,0.6598061982822108,0.7228309312850812
regression,0.9,M3 augmentation,420,0.7271134614243779,0.6969331726786936,0.7582360749888445
regression,0.9,M4 50/50,420,0.6969258061303736,0.6662629713834642,0.7285585907779706
regression,0.9,M4 tuned fixed,420,0.6906317092592278,0.6602176082460135,0.7228555654221615
regression,0.9,M5 learned gate,420,0.6901462370606691,0.6595557677844794,0.7216217612964785
regression,0.9,Oracle gate,420,0.6808847613824534,0.6501984372600025,0.7122485963024014
regression,1.0,M0 raw,420,0.7235783881140226,0.6909911880914937,0.756845405016501
regression,1.0,M1 robust,420,0.7336730898445675,0.7019187990672884,0.7672294047689474
regression,1.0,M2 rank,420,0.687551030446681,0.6557361157803077,0.720647868875443
regression,1.0,M3 augmentation,420,0.7232444745387124,0.6917032616264188,0.7554309560905339
regression,1.0,M4 50/50,420,0.6948747688995061,0.6632014134572112,0.7270090057706247
regression,1.0,M4 tuned fixed,420,0.6873213096576873,0.655688385846232,0.7203403006799812
regression,1.0,M5 learned gate,420,0.687014525647505,0.6552974087013143,0.719573911856375
regression,1.0,Oracle gate,420,0.6795687575841558,0.6479508681160882,0.7125737783787651
