model,task_type,rho,episodes,clean_loss_mean,clean_loss_ci_low,clean_loss_ci_high,excess_disagreement_mean,excess_disagreement_ci_low,excess_disagreement_ci_high,matched_loss_gap_mean,matched_loss_gap_ci_low,matched_loss_gap_ci_high,identity_disagreement_mean
tabicl_v2_default,regression,0.1,6,0.15030035850869564,0.05414342624727029,0.24899932708440634,0.11769570169063398,0.06290537433263013,0.1678226325094707,-0.0022150527386341433,-0.021511050627725074,0.019541829579332728,0.0
tabicl_v2_default,regression,0.25,6,0.24702130506630757,0.10608711033059105,0.4140236212828961,0.1481448974569106,0.10574165820852298,0.19291473567068507,-0.01976694628623235,-0.0984777987523896,0.03653794459661377,0.0
tabicl_v2_default,regression,0.5,6,0.30551989527943185,0.13492205953495232,0.4740214260408638,0.1722232441450071,0.15084801955603255,0.19282418335940954,0.007804313736325258,-0.05966697373900904,0.0649857695105147,0.0
tabicl_v2_default,regression,0.75,6,0.27276870727036767,0.07149216373015761,0.49185549090641095,0.10687555764302771,0.07680899990400945,0.13454671500829096,0.017600576139866278,-0.0022306101586648057,0.04180275246298067,0.0
tabicl_v2_default,regression,0.9,6,0.29601640969816995,0.11625485919222794,0.48602465654866917,0.10890258185621109,0.0759719503501126,0.14705059641511367,0.011883349743121233,-0.007905499629164073,0.036372664912152075,0.0
tabicl_v2_default,regression,1.0,6,0.2853102556516108,0.14024493875845093,0.4303755725447706,0.17570016303855995,0.11713886389059412,0.24753308974959942,0.019220310026673126,-0.02466146693104591,0.07335010765705076,0.0
tabicl_v2_single,classification,0.0,6,0.6148011404210275,0.5776581744967196,0.655748210339646,0.07989231624980396,0.06983944437142044,0.08839170674300485,0.04866512718920413,0.012373520147249592,0.08111547883733845,0.0
tabicl_v2_single,classification,0.1,6,0.6397439417976991,0.5881959379278547,0.6916544567335451,0.09464001061191597,0.08535245424572363,0.10639344566064389,0.024647119237036535,-0.0021033626991841877,0.0646372617649576,0.0
tabicl_v2_single,classification,0.25,6,0.7449989291842333,0.6768556108444715,0.8170198805485459,0.0954220776871345,0.07838338203260782,0.10998850349620792,0.01662070688050717,-0.030693743783399268,0.06196579417365278,0.0
tabicl_v2_single,classification,0.5,6,0.6850981268945507,0.6075566440001116,0.76263960978899,0.08499567790643675,0.06348840626601189,0.10907116819940178,0.02739836009776762,-0.01077022175959368,0.07726088399060664,0.0
tabicl_v2_single,classification,0.75,6,0.6471726232588692,0.5924163183102925,0.7105437260003328,0.09381332093778039,0.0835623640537672,0.1040647008861076,0.01994232459145114,-0.004599711530962021,0.04884299660001009,0.0
tabicl_v2_single,classification,0.9,6,0.6278725711715819,0.5744945480368256,0.6751965237778861,0.09579982902685873,0.0799061628603109,0.11169349519340656,0.02874644046211831,0.004401547935066752,0.05794063268563743,0.0
tabicl_v2_single,classification,1.0,6,0.6203921391724786,0.545671074859057,0.6855582047296318,0.08234676752411527,0.063714974915498,0.10344116421503514,0.00206927549958974,-0.015308581520209233,0.020929799492690842,0.0
tabicl_v2_single,regression,0.0,6,0.2627437410675013,0.07624235477990556,0.49337044949882364,0.14150927248223444,0.0993212041036256,0.18810741266329245,-0.012352812629067405,-0.0365051266676989,0.005666097570758107,0.0
tabicl_v2_single,regression,0.1,6,0.13981999078113796,0.045046680709602216,0.24133601461676743,0.13673991841185845,0.06919559127790392,0.20330455938002356,-0.0028084238711577635,-0.025301322621551093,0.02630932745399442,0.0
tabicl_v2_single,regression,0.25,6,0.2419683872217018,0.10971166588942549,0.39308194561293536,0.1704644177453413,0.11879304964756708,0.22841133178175976,-0.012003564199817685,-0.08083270387038761,0.03860315100332771,0.0
tabicl_v2_single,regression,0.5,6,0.3119876968350857,0.1402970034432557,0.4744338337590837,0.19344384156415592,0.15298712547869694,0.23970936429745193,0.010299852256295705,-0.042455766614747766,0.048308963856050914,0.0
tabicl_v2_single,regression,0.75,6,0.2783869534773262,0.07612790191279963,0.5004638749164605,0.13690528930975723,0.09223999013655336,0.186550383149188,0.01547614286425151,-0.007899074567394073,0.04045998046665077,0.0
tabicl_v2_single,regression,0.9,6,0.31413877816318975,0.1247770869392812,0.5159516607650111,0.1355830485993136,0.09289827725894573,0.19151375257412329,0.0008060235758753134,-0.04115900039832641,0.03588794995458027,0.0
tabicl_v2_single,regression,1.0,6,0.2882231509297436,0.14222090129673212,0.43472357507406834,0.2090879666438401,0.137847243873549,0.29138524615888084,0.05644233463875661,-0.04003994845091806,0.204423247538992,0.0
