dataset,problem_type,model,model_seed,repair,disagreement,task_error,raw_disagreement,raw_task_error,disagreement_reduction,relative_task_change
adult,classification,tabicl_v2,2,ORACLE INVERSE — NOT A METHOD,0.0,0.3379666001365864,0.04250240828807523,0.3379666001365864,1.0,0.0
adult,classification,tabicl_v2,2,pca_canonical,0.0,0.3339361112282161,0.04250240828807523,0.3379666001365864,1.0,-0.011925701849654472
adult,classification,tabicl_v2,2,raw,0.04250240828807523,0.3379666001365864,0.04250240828807523,0.3379666001365864,0.0,0.0
adult,classification,tabicl_v2,2,standardization,0.04111024936706185,0.3377756856924887,0.04250240828807523,0.3379666001365864,0.032754824422595696,-0.0005648914538316302
adult,classification,tabicl_v2,2,whitening,0.0602166172884195,0.3341659857692857,0.04250240828807523,0.3379666001365864,-0.41678130049196027,-0.011245532445409512
adult,classification,tabm_d,0,ORACLE INVERSE — NOT A METHOD,0.0,0.356501895108503,0.04629793960560416,0.356501895108503,1.0,0.0
adult,classification,tabm_d,0,pca_canonical,0.0,0.3648696573137822,0.04629793960560416,0.356501895108503,1.0,0.02347185897211687
adult,classification,tabm_d,0,raw,0.04629793960560416,0.356501895108503,0.04629793960560416,0.356501895108503,0.0,0.0
adult,classification,tabm_d,0,standardization,0.06802136175817816,0.357942416111749,0.04629793960560416,0.356501895108503,-0.46920926368707083,0.0040407106470150955
adult,classification,tabm_d,0,whitening,0.07717999509143957,0.3610303834069296,0.04629793960560416,0.356501895108503,-0.6670287219886837,0.012702564447934696
adult,classification,tabm_d,1,ORACLE INVERSE — NOT A METHOD,0.0,0.35738147967575,0.0469865718378945,0.35738147967575,1.0,0.0
adult,classification,tabm_d,1,pca_canonical,0.0,0.3595558201408896,0.0469865718378945,0.35738147967575,1.0,0.006084088260847641
adult,classification,tabm_d,1,raw,0.0469865718378945,0.35738147967575,0.0469865718378945,0.35738147967575,0.0,0.0
adult,classification,tabm_d,1,standardization,0.08482161572282854,0.366719449839062,0.0469865718378945,0.35738147967575,-0.805230992707159,0.026128858640868256
adult,classification,tabm_d,1,whitening,0.07545692842711918,0.3468055015660444,0.0469865718378945,0.35738147967575,-0.6059253841171583,-0.029592966371120123
adult,classification,tabm_d,2,ORACLE INVERSE — NOT A METHOD,0.0,0.3514937240802613,0.06407818575517414,0.3514937240802613,1.0,0.0
adult,classification,tabm_d,2,pca_canonical,0.0,0.3597762297991353,0.06407818575517414,0.3514937240802613,1.0,0.023563737135126644
adult,classification,tabm_d,2,raw,0.06407818575517414,0.3514937240802613,0.06407818575517414,0.3514937240802613,0.0,0.0
adult,classification,tabm_d,2,standardization,0.0913765088480196,0.3609836227120181,0.06407818575517414,0.3514937240802613,-0.4260158550235045,0.026998771191686637
adult,classification,tabm_d,2,whitening,0.07603910046501176,0.3439917882943271,0.06407818575517414,0.3514937240802613,-0.18666125716382043,-0.021343014887575073
adult,classification,tabpfn_2_6,0,ORACLE INVERSE — NOT A METHOD,0.009260836876993339,0.3449643298576041,0.03280939494764084,0.3449643298576041,0.7177382608922741,0.0
adult,classification,tabpfn_2_6,0,pca_canonical,0.035818777847601575,0.3443555484697195,0.03280939494764084,0.3449643298576041,-0.09172320625733232,-0.0017647661952060708
adult,classification,tabpfn_2_6,0,raw,0.03280939494764084,0.3449643298576041,0.03280939494764084,0.3449643298576041,0.0,0.0
adult,classification,tabpfn_2_6,0,standardization,0.032295364430064276,0.3462646268827107,0.03280939494764084,0.3449643298576041,0.015667174551584506,0.0037693666056526237
adult,classification,tabpfn_2_6,0,whitening,0.0455380316241284,0.3478299029897767,0.03280939494764084,0.3449643298576041,-0.38795706829707366,0.008306867940101008
adult,classification,tabpfn_2_6,1,ORACLE INVERSE — NOT A METHOD,0.01619688283452489,0.3459987622787964,0.03598069007780645,0.3459987622787964,0.5498451308326789,0.0
adult,classification,tabpfn_2_6,1,pca_canonical,0.04478425622968327,0.3349067124119382,0.03598069007780645,0.3459987622787964,-0.24467474450433113,-0.032058062271102916
adult,classification,tabpfn_2_6,1,raw,0.03598069007780645,0.3459987622787964,0.03598069007780645,0.3459987622787964,0.0,0.0
adult,classification,tabpfn_2_6,1,standardization,0.03754891666684468,0.3470897986443643,0.03598069007780645,0.3459987622787964,-0.043585228233450124,0.0031532955736089355
adult,classification,tabpfn_2_6,1,whitening,0.049602648893246504,0.341355682382815,0.03598069007780645,0.3459987622787964,-0.37859081596220756,-0.013419354061851027
adult,classification,tabpfn_2_6,2,ORACLE INVERSE — NOT A METHOD,0.008348855561497863,0.3548009308702654,0.03979688480766538,0.3548009308702654,0.7902133395152133,0.0
adult,classification,tabpfn_2_6,2,pca_canonical,0.03522297189456,0.3481880646035454,0.03979688480766538,0.3548009308702654,0.11493143081953949,-0.018638243847048982
adult,classification,tabpfn_2_6,2,raw,0.03979688480766538,0.3548009308702654,0.03979688480766538,0.3548009308702654,0.0,0.0
adult,classification,tabpfn_2_6,2,standardization,0.03960624235305929,0.355710947959997,0.03979688480766538,0.3548009308702654,0.0047903863713816275,0.002564866691582621
adult,classification,tabpfn_2_6,2,whitening,0.04682491821525279,0.3456056745247206,0.03979688480766538,0.3548009308702654,-0.1765975764573846,-0.02591666353013907
bank-marketing,classification,catboost,0,ORACLE INVERSE — NOT A METHOD,0.038334065520599175,0.2547679370111997,0.043873363920482376,0.2547679370111997,0.12625652343236826,0.0
bank-marketing,classification,catboost,0,pca_canonical,0.04176707004621311,0.2618364992150348,0.043873363920482376,0.2547679370111997,0.04800848820452397,0.027745101235107063
bank-marketing,classification,catboost,0,raw,0.043873363920482376,0.2547679370111997,0.043873363920482376,0.2547679370111997,0.0,0.0
bank-marketing,classification,catboost,0,standardization,0.05207836180248514,0.2567866612141208,0.043873363920482376,0.2547679370111997,-0.18701547246009653,0.00792377654191372
bank-marketing,classification,catboost,0,whitening,0.05109178466281976,0.274420553442679,0.043873363920482376,0.2547679370111997,-0.164528545279097,0.07713928472331812
bank-marketing,classification,catboost,1,ORACLE INVERSE — NOT A METHOD,0.04428628905536128,0.2529197296268213,0.05183352063504562,0.2529197296268213,0.14560522779889118,0.0
bank-marketing,classification,catboost,1,pca_canonical,0.03326671429907785,0.2727783900797492,0.05183352063504562,0.2529197296268213,0.35820075712577404,0.07851764068476984
bank-marketing,classification,catboost,1,raw,0.05183352063504562,0.2529197296268213,0.05183352063504562,0.2529197296268213,0.0,0.0
bank-marketing,classification,catboost,1,standardization,0.04697414659725006,0.2528964814753617,0.05183352063504562,0.2529197296268213,0.09374964266868735,-9.191909027382166e-05
bank-marketing,classification,catboost,1,whitening,0.04800199552808233,0.2728354411590318,0.05183352063504562,0.2529197296268213,0.07391983141451375,0.07874321058936679
bank-marketing,classification,catboost,2,ORACLE INVERSE — NOT A METHOD,0.040019888242851034,0.2560449215308114,0.04525891202627031,0.2560449215308114,0.11575673273759457,0.0
bank-marketing,classification,catboost,2,pca_canonical,0.0347829062002164,0.2633817693598167,0.04525891202627031,0.2560449215308114,0.23146835301681945,0.028654533685498067
bank-marketing,classification,catboost,2,raw,0.04525891202627031,0.2560449215308114,0.04525891202627031,0.2560449215308114,0.0,0.0
bank-marketing,classification,catboost,2,standardization,0.050811150052286716,0.2581034176553204,0.04525891202627031,0.2560449215308114,-0.12267723145429654,0.008039589741526368
bank-marketing,classification,catboost,2,whitening,0.05242052568900349,0.265153498438569,0.04525891202627031,0.2560449215308114,-0.15823654043155644,0.035574136183995894
bank-marketing,classification,controlled_mlp,0,ORACLE INVERSE — NOT A METHOD,0.0,0.250504579862102,0.024927806275856775,0.250504579862102,1.0,0.0
bank-marketing,classification,controlled_mlp,0,orbit_consistency_lambda_1,0.13842106691624287,0.2470872592320478,0.024927806275856775,0.250504579862102,-4.552877994334674,-0.01364174911267241
bank-marketing,classification,controlled_mlp,0,pca_canonical,0.0,0.2544763107818025,0.024927806275856775,0.250504579862102,1.0,0.01585492337859392
bank-marketing,classification,controlled_mlp,0,raw,0.024927806275856775,0.250504579862102,0.024927806275856775,0.250504579862102,0.0,0.0
bank-marketing,classification,controlled_mlp,0,standardization,0.06523997695902535,0.2624172558528942,0.024927806275856775,0.250504579862102,-1.6171567701170702,0.04755472334018768
bank-marketing,classification,controlled_mlp,0,whitening,0.0418458762988701,0.2695818612228078,0.024927806275856775,0.250504579862102,-0.6786826660875855,0.0761554194785879
bank-marketing,classification,controlled_mlp,1,ORACLE INVERSE — NOT A METHOD,0.0,0.2501320042624296,0.02436255903002525,0.2501320042624296,1.0,0.0
bank-marketing,classification,controlled_mlp,1,orbit_consistency_lambda_1,0.17762002012448047,0.2617850319864763,0.02436255903002525,0.2501320042624296,-6.290696347028877,0.04658751189560194
bank-marketing,classification,controlled_mlp,1,pca_canonical,0.0,0.2537736158320517,0.02436255903002525,0.2501320042624296,1.0,0.014558759005510815
bank-marketing,classification,controlled_mlp,1,raw,0.02436255903002525,0.2501320042624296,0.02436255903002525,0.2501320042624296,0.0,0.0
bank-marketing,classification,controlled_mlp,1,standardization,0.05603768101866505,0.2587200235123246,0.02436255903002525,0.2501320042624296,-1.3001557820589493,0.03433394808960453
bank-marketing,classification,controlled_mlp,1,whitening,0.03495027807077575,0.2698570250556931,0.02436255903002525,0.2501320042624296,-0.43458977473186766,0.07885844456980684
bank-marketing,classification,controlled_mlp,2,ORACLE INVERSE — NOT A METHOD,0.0,0.2595349551982813,0.07043202336946906,0.2595349551982813,1.0,0.0
bank-marketing,classification,controlled_mlp,2,orbit_consistency_lambda_1,0.171127324662811,0.253457503177131,0.07043202336946906,0.2595349551982813,-1.4296806548509782,-0.02341669936717077
bank-marketing,classification,controlled_mlp,2,pca_canonical,0.0,0.250788040321323,0.07043202336946906,0.2595349551982813,1.0,-0.0337022613014719
bank-marketing,classification,controlled_mlp,2,raw,0.07043202336946906,0.2595349551982813,0.07043202336946906,0.2595349551982813,0.0,0.0
bank-marketing,classification,controlled_mlp,2,standardization,0.04839265573482551,0.2684767727987988,0.07043202336946906,0.2595349551982813,0.3129168605455285,0.03445323037001338
bank-marketing,classification,controlled_mlp,2,whitening,0.045942956520967665,0.2782795240629889,0.07043202336946906,0.2595349551982813,0.34769790326820205,0.07222367734776611
bank-marketing,classification,tabicl_v2,0,ORACLE INVERSE — NOT A METHOD,0.0,0.236861218886741,0.04223542373020614,0.236861218886741,1.0,0.0
bank-marketing,classification,tabicl_v2,0,pca_canonical,0.0,0.2485398819489125,0.04223542373020614,0.236861218886741,1.0,0.04930593162131719
bank-marketing,classification,tabicl_v2,0,raw,0.04223542373020614,0.236861218886741,0.04223542373020614,0.236861218886741,0.0,0.0
bank-marketing,classification,tabicl_v2,0,standardization,0.043024079138518447,0.2363120245121332,0.04223542373020614,0.236861218886741,-0.01867284233609512,-0.0023186335745000036
bank-marketing,classification,tabicl_v2,0,whitening,0.060578315147471286,0.2422901142255505,0.04223542373020614,0.236861218886741,-0.4343011102347858,0.022920152840239377
bank-marketing,classification,tabicl_v2,1,ORACLE INVERSE — NOT A METHOD,0.0,0.236861218886741,0.04223542373020614,0.236861218886741,1.0,0.0
bank-marketing,classification,tabicl_v2,1,pca_canonical,0.0,0.2485398819489125,0.04223542373020614,0.236861218886741,1.0,0.04930593162131719
bank-marketing,classification,tabicl_v2,1,raw,0.04223542373020614,0.236861218886741,0.04223542373020614,0.236861218886741,0.0,0.0
bank-marketing,classification,tabicl_v2,1,standardization,0.043024079138518447,0.2363120245121332,0.04223542373020614,0.236861218886741,-0.01867284233609512,-0.0023186335745000036
bank-marketing,classification,tabicl_v2,1,whitening,0.060578315147471286,0.2422901142255505,0.04223542373020614,0.236861218886741,-0.4343011102347858,0.022920152840239377
bank-marketing,classification,tabicl_v2,2,ORACLE INVERSE — NOT A METHOD,0.0,0.236861218886741,0.04223542373020614,0.236861218886741,1.0,0.0
bank-marketing,classification,tabicl_v2,2,pca_canonical,0.0,0.2485398819489125,0.04223542373020614,0.236861218886741,1.0,0.04930593162131719
bank-marketing,classification,tabicl_v2,2,raw,0.04223542373020614,0.236861218886741,0.04223542373020614,0.236861218886741,0.0,0.0
bank-marketing,classification,tabicl_v2,2,standardization,0.043024079138518447,0.2363120245121332,0.04223542373020614,0.236861218886741,-0.01867284233609512,-0.0023186335745000036
bank-marketing,classification,tabicl_v2,2,whitening,0.060578315147471286,0.2422901142255505,0.04223542373020614,0.236861218886741,-0.4343011102347858,0.022920152840239377
bank-marketing,classification,tabm_d,0,ORACLE INVERSE — NOT A METHOD,0.0,0.446654587788226,0.0093382898914344,0.446654587788226,1.0,0.0
bank-marketing,classification,tabm_d,0,pca_canonical,0.0,0.446699525994034,0.0093382898914344,0.446654587788226,1.0,0.00010061064419053582
bank-marketing,classification,tabm_d,0,raw,0.0093382898914344,0.446654587788226,0.0093382898914344,0.446654587788226,0.0,0.0
bank-marketing,classification,tabm_d,0,standardization,0.0113263669841943,0.4463000407720202,0.0093382898914344,0.446654587788226,-0.21289519985703964,-0.0007937834422824736
bank-marketing,classification,tabm_d,0,whitening,0.011743306221456924,0.448307036492805,0.0093382898914344,0.446654587788226,-0.2575435500485521,0.00369961207106758
bank-marketing,classification,tabm_d,1,ORACLE INVERSE — NOT A METHOD,0.0,0.4573571268783961,0.008661612108990038,0.4573571268783961,1.0,0.0
bank-marketing,classification,tabm_d,1,pca_canonical,0.0,0.4538585241857096,0.008661612108990038,0.4573571268783961,1.0,-0.007649607903927347
bank-marketing,classification,tabm_d,1,raw,0.008661612108990038,0.4573571268783961,0.008661612108990038,0.4573571268783961,0.0,0.0
bank-marketing,classification,tabm_d,1,standardization,0.010825330796064762,0.4562157269853203,0.008661612108990038,0.4573571268783961,-0.24980553964416874,-0.00249564252090303
bank-marketing,classification,tabm_d,1,whitening,0.010665428714568138,0.4587517558350399,0.008661612108990038,0.4573571268783961,-0.23134453267634836,0.003049321579752354
bank-marketing,classification,tabm_d,2,ORACLE INVERSE — NOT A METHOD,0.0,0.4518158988767295,0.008082386106317575,0.4518158988767295,1.0,0.0
bank-marketing,classification,tabm_d,2,pca_canonical,0.0,0.4525162781323644,0.008082386106317575,0.4518158988767295,1.0,0.0015501430059812087
bank-marketing,classification,tabm_d,2,raw,0.008082386106317575,0.4518158988767295,0.008082386106317575,0.4518158988767295,0.0,0.0
bank-marketing,classification,tabm_d,2,standardization,0.010253075486957463,0.4507620803427313,0.008082386106317575,0.4518158988767295,-0.26857036425705694,-0.0023324069308276723
bank-marketing,classification,tabm_d,2,whitening,0.010958727682438975,0.4532922716156482,0.008082386106317575,0.4518158988767295,-0.3558777739995762,0.003267642291006478
bank-marketing,classification,tabpfn_2_6,0,ORACLE INVERSE — NOT A METHOD,0.01795673050398486,0.2368915837176128,0.0450955950604107,0.2368915837176128,0.601807438621671,0.0
bank-marketing,classification,tabpfn_2_6,0,pca_canonical,0.013412166893020225,0.2442766918700231,0.0450955950604107,0.2368915837176128,0.7025836586688102,0.031175055004122664
bank-marketing,classification,tabpfn_2_6,0,raw,0.0450955950604107,0.2368915837176128,0.0450955950604107,0.2368915837176128,0.0,0.0
bank-marketing,classification,tabpfn_2_6,0,standardization,0.04874519634507485,0.2360110653919733,0.0450955950604107,0.2368915837176128,-0.08093032766892394,-0.0037169675335072625
bank-marketing,classification,tabpfn_2_6,0,whitening,0.05235537956887256,0.2518581550655008,0.0450955950604107,0.2368915837176128,-0.16098655531070283,0.06317899147370701
bank-marketing,classification,tabpfn_2_6,1,ORACLE INVERSE — NOT A METHOD,0.020512574673131962,0.2219931023965541,0.045074190280842,0.2219931023965541,0.5449152930906787,0.0
bank-marketing,classification,tabpfn_2_6,1,pca_canonical,0.014563713358886137,0.2407757584482903,0.045074190280842,0.2219931023965541,0.6768946204436602,0.08460918762324465
bank-marketing,classification,tabpfn_2_6,1,raw,0.045074190280842,0.2219931023965541,0.045074190280842,0.2219931023965541,0.0,0.0
bank-marketing,classification,tabpfn_2_6,1,standardization,0.046194181732578964,0.2335905287024991,0.045074190280842,0.2219931023965541,-0.024847733143039896,0.05224228221842732
bank-marketing,classification,tabpfn_2_6,1,whitening,0.05071343362414301,0.2493049227319153,0.045074190280842,0.2219931023965541,-0.12511025285567623,0.12303004030536557
bank-marketing,classification,tabpfn_2_6,2,ORACLE INVERSE — NOT A METHOD,0.017090319247800887,0.2356606776867291,0.04174533585974177,0.2356606776867291,0.5906053000694051,0.0
bank-marketing,classification,tabpfn_2_6,2,pca_canonical,0.00931460352302595,0.2451302085726123,0.04174533585974177,0.2356606776867291,0.7768707969119795,0.04018290611245436
bank-marketing,classification,tabpfn_2_6,2,raw,0.04174533585974177,0.2356606776867291,0.04174533585974177,0.2356606776867291,0.0,0.0
bank-marketing,classification,tabpfn_2_6,2,standardization,0.04080444163109297,0.2438498267188812,0.04174533585974177,0.2356606776867291,0.02253890666516767,0.034749747444239205
bank-marketing,classification,tabpfn_2_6,2,whitening,0.0563225282824745,0.259468455399136,0.04174533585974177,0.2356606776867291,-0.34919331998453584,0.10102566939086582
bike-sharing,regression,catboost,0,ORACLE INVERSE — NOT A METHOD,0.03757346872142355,59.054785423077206,0.08735548463934063,59.054785423077206,0.5698785385193512,0.0
bike-sharing,regression,catboost,0,pca_canonical,0.0,61.00056669205974,0.08735548463934063,59.054785423077206,1.0,0.03294874843829626
bike-sharing,regression,catboost,0,raw,0.08735548463934063,59.054785423077206,0.08735548463934063,59.054785423077206,0.0,0.0
bike-sharing,regression,catboost,0,standardization,0.0858323794978623,59.26805733391632,0.08735548463934063,59.054785423077206,0.01743571279773326,0.0036114247018459215
bike-sharing,regression,catboost,0,whitening,0.11123566347078112,64.12240857109929,0.08735548463934063,59.054785423077206,-0.27336782492860245,0.0858122353966216
bike-sharing,regression,catboost,1,ORACLE INVERSE — NOT A METHOD,0.04236527846542128,59.04610073940021,0.08178992559461677,59.04610073940021,0.4820232668336152,0.0
bike-sharing,regression,catboost,1,pca_canonical,0.0,61.93129201029422,0.08178992559461677,59.04610073940021,1.0,0.048863366670524024
bike-sharing,regression,catboost,1,raw,0.08178992559461677,59.04610073940021,0.08178992559461677,59.04610073940021,0.0,0.0
bike-sharing,regression,catboost,1,standardization,0.08766344104786797,59.925249861690304,0.08178992559461677,59.04610073940021,-0.07181221171862484,0.014889198630917502
bike-sharing,regression,catboost,1,whitening,0.1118194212521202,65.7153061944458,0.08178992559461677,59.04610073940021,-0.3671539671810131,0.11294912570908129
bike-sharing,regression,catboost,2,ORACLE INVERSE — NOT A METHOD,0.040067997574373904,59.5739209962333,0.09104035415536706,59.5739209962333,0.5598875032274708,0.0
bike-sharing,regression,catboost,2,pca_canonical,0.0,61.33705783584116,0.09104035415536706,59.5739209962333,1.0,0.029595783022563486
bike-sharing,regression,catboost,2,raw,0.09104035415536706,59.5739209962333,0.09104035415536706,59.5739209962333,0.0,0.0
bike-sharing,regression,catboost,2,standardization,0.08749147003208424,59.31263332133601,0.09104035415536706,59.5739209962333,0.03898144022184258,-0.004385940534513583
bike-sharing,regression,catboost,2,whitening,0.11239759811268478,65.02040548749532,0.09104035415536706,59.5739209962333,-0.23459095865191837,0.09142397210360542
bike-sharing,regression,controlled_mlp,0,ORACLE INVERSE — NOT A METHOD,0.0,76.40112529010118,0.15903471189582002,76.40112529010118,1.0,0.0
bike-sharing,regression,controlled_mlp,0,orbit_consistency_lambda_1,0.6765414195978879,99.40644836806952,0.15903471189582002,76.40112529010118,-3.254048764153292,0.30111235915197965
bike-sharing,regression,controlled_mlp,0,pca_canonical,0.0,76.54897750488654,0.15903471189582002,76.40112529010118,1.0,0.00193520990985346
bike-sharing,regression,controlled_mlp,0,raw,0.15903471189582002,76.40112529010118,0.15903471189582002,76.40112529010118,0.0,0.0
bike-sharing,regression,controlled_mlp,0,standardization,0.18569848955197035,80.16859826092212,0.15903471189582002,76.40112529010118,-0.1676601123006225,0.049311747130890426
bike-sharing,regression,controlled_mlp,0,whitening,0.16570017613824525,71.78477790131609,0.15903471189582002,76.40112529010118,-0.04191200878706036,-0.06042250518243608
bike-sharing,regression,controlled_mlp,1,ORACLE INVERSE — NOT A METHOD,0.0,78.00769345797514,0.14120777793351133,78.00769345797514,1.0,0.0
bike-sharing,regression,controlled_mlp,1,orbit_consistency_lambda_1,0.612102058510621,108.91121521957427,0.14120777793351133,78.00769345797514,-3.3347616361390067,0.3961599220754771
bike-sharing,regression,controlled_mlp,1,pca_canonical,0.0,75.97837523638081,0.14120777793351133,78.00769345797514,1.0,-0.02601433437700055
bike-sharing,regression,controlled_mlp,1,raw,0.14120777793351133,78.00769345797514,0.14120777793351133,78.00769345797514,0.0,0.0
bike-sharing,regression,controlled_mlp,1,standardization,0.19849744378461,83.01284450659098,0.14120777793351133,78.00769345797514,-0.40571182897640323,0.06416227460067454
bike-sharing,regression,controlled_mlp,1,whitening,0.17406018202325285,71.28486347075415,0.14120777793351133,78.00769345797514,-0.23265293576965917,-0.08618162759603655
bike-sharing,regression,controlled_mlp,2,ORACLE INVERSE — NOT A METHOD,0.0,79.1057565708493,0.15704538949911878,79.1057565708493,1.0,0.0
bike-sharing,regression,controlled_mlp,2,orbit_consistency_lambda_1,0.5875520120658727,104.90114612882454,0.15704538949911878,79.1057565708493,-2.741287878235799,0.32608738827840145
bike-sharing,regression,controlled_mlp,2,pca_canonical,0.0,70.79341301674071,0.15704538949911878,79.1057565708493,1.0,-0.10507887054545538
bike-sharing,regression,controlled_mlp,2,raw,0.15704538949911878,79.1057565708493,0.15704538949911878,79.1057565708493,0.0,0.0
