dataset,problem_type,model,model_seed,variant,scope,selected_feature,mean_disagreement,max_disagreement,label_flip_rate,task_original,orbit_mean,orbit_worst,orbit_best,orbit_span,members
adult,classification,tabicl_v2,1,condition_le_3_all,all,fnlwgt,0.04241831405433735,0.048297220582245,0.024169921875,0.3379666001365864,0.3364375375563288,0.3469259675743131,0.329568326203886,0.017357641370427113,8
adult,classification,tabicl_v2,1,orthogonal_all,all,fnlwgt,0.04250240828807523,0.0522249274260937,0.0263671875,0.3379666001365864,0.33668684810124416,0.3394427484655659,0.333565203955703,0.0058775445098628865,8
adult,classification,tabicl_v2,1,orthogonal_one,one,fnlwgt,0.026330774871407014,0.0294316971989273,0.02099609375,0.3379666001365864,0.344121173652542,0.3470472679866056,0.3419023398281339,0.005144928158471729,8
adult,classification,tabicl_v2,2,condition_le_3_all,all,fnlwgt,0.04241831405433735,0.048297220582245,0.024169921875,0.3379666001365864,0.3364375375563288,0.3469259675743131,0.329568326203886,0.017357641370427113,8
adult,classification,tabicl_v2,2,orthogonal_all,all,fnlwgt,0.04250240828807523,0.0522249274260937,0.0263671875,0.3379666001365864,0.33668684810124416,0.3394427484655659,0.333565203955703,0.0058775445098628865,8
adult,classification,tabicl_v2,2,orthogonal_one,one,fnlwgt,0.026330774871407014,0.0294316971989273,0.02099609375,0.3379666001365864,0.344121173652542,0.3470472679866056,0.3419023398281339,0.005144928158471729,8
adult,classification,tabm_d,0,condition_le_3_all,all,fnlwgt,0.04997038120078616,0.0753458918046395,0.026123046875,0.356501895108503,0.35712422809932715,0.3855315421089155,0.3445017253152048,0.041029816793710705,8
adult,classification,tabm_d,0,orthogonal_all,all,fnlwgt,0.04629793960560416,0.0553396335573161,0.022216796875,0.356501895108503,0.3576560646027136,0.3713687754375289,0.3460953406047424,0.02527343483278649,8
adult,classification,tabm_d,0,orthogonal_one,one,fnlwgt,0.05338412460887957,0.0700846033309954,0.0283203125,0.356501895108503,0.3726978202614839,0.3913900418602716,0.3609879227687491,0.030402119091522517,8
adult,classification,tabm_d,1,condition_le_3_all,all,fnlwgt,0.04853918613839429,0.0661637445640104,0.030029296875,0.35738147967575,0.3570225652559414,0.3766316401459737,0.3409101428985944,0.03572149724737933,8
adult,classification,tabm_d,1,orthogonal_all,all,fnlwgt,0.0469865718378945,0.0657650686888396,0.025634765625,0.35738147967575,0.36224727952748687,0.395739576440576,0.3446047214712676,0.05113485496930842,8
adult,classification,tabm_d,1,orthogonal_one,one,fnlwgt,0.03586289069285788,0.0596689380993296,0.01513671875,0.35738147967575,0.37310728448889197,0.3912912280853859,0.3578083257142638,0.033482902371122114,8
adult,classification,tabm_d,2,condition_le_3_all,all,fnlwgt,0.04936706269448375,0.0924699761823675,0.029541015625,0.3514937240802613,0.35383857456720574,0.380611983917238,0.3373706330395915,0.04324135087764647,8
adult,classification,tabm_d,2,orthogonal_all,all,fnlwgt,0.06407818575517414,0.1020501719386482,0.03173828125,0.3514937240802613,0.3672433225401252,0.3948146024956487,0.3537036927758562,0.04111090971979248,8
adult,classification,tabm_d,2,orthogonal_one,one,fnlwgt,0.07040394269587161,0.1167291328068257,0.02880859375,0.3514937240802613,0.38259361324435076,0.4362953317100728,0.3533309316541719,0.08296440005590089,8
adult,classification,tabpfn_2_6,0,condition_le_3_all,all,fnlwgt,0.03188566681782036,0.0416696940077917,0.016357421875,0.3449643298576041,0.34354802529658185,0.350679545997105,0.3310804412659031,0.01959910473120191,8
adult,classification,tabpfn_2_6,0,orthogonal_all,all,fnlwgt,0.03280939494764084,0.042223513825016,0.02001953125,0.3449643298576041,0.34820572375000897,0.3546336363424622,0.3423383933514968,0.012295242990965405,8
adult,classification,tabpfn_2_6,0,orthogonal_one,one,fnlwgt,0.015949183474083986,0.0208384901992344,0.005859375,0.3449643298576041,0.3464051646242349,0.3490087024353621,0.3447921480640765,0.004216554371285597,8
adult,classification,tabpfn_2_6,1,condition_le_3_all,all,fnlwgt,0.035904803699960776,0.0440832068117937,0.02099609375,0.3459987622787964,0.3395891621825292,0.3451375174270855,0.3264128189342569,0.018724698492828595,8
adult,classification,tabpfn_2_6,1,orthogonal_all,all,fnlwgt,0.03598069007780645,0.0418681326138829,0.021484375,0.3459987622787964,0.34346054252446534,0.3489264384977923,0.3370729439448225,0.011853494552969801,8
adult,classification,tabpfn_2_6,1,orthogonal_one,one,fnlwgt,0.016089835322350823,0.0336904494533459,0.009765625,0.3459987622787964,0.34740789349874834,0.352051159872891,0.3451699584279826,0.006881201444908391,8
adult,classification,tabpfn_2_6,2,condition_le_3_all,all,fnlwgt,0.041679408825003886,0.0558541002680782,0.019775390625,0.3548009308702654,0.348386529838855,0.3526667301213083,0.3369957179729504,0.015671012148357866,8
adult,classification,tabpfn_2_6,2,orthogonal_all,all,fnlwgt,0.03979688480766538,0.0464096437454685,0.021240234375,0.3548009308702654,0.35155575613743584,0.3555482364065359,0.3484119517938163,0.00713628461271959,8
adult,classification,tabpfn_2_6,2,orthogonal_one,one,fnlwgt,0.014897316089041712,0.0261112290730426,0.00830078125,0.3548009308702654,0.35636972100813524,0.3573812701680845,0.3550032896743917,0.0023779804936928106,8
bank-marketing,classification,catboost,0,condition_le_3_all,all,V6,0.04325689430339834,0.0495682376205523,0.019287109375,0.2547679370111997,0.25999692092769694,0.2641716377298839,0.2567989817479,0.007372655981983889,8
bank-marketing,classification,catboost,0,orthogonal_all,all,V6,0.043873363920482376,0.0462349767762704,0.017578125,0.2547679370111997,0.25935725573115337,0.2666680086880431,0.2549249933653632,0.011743015322679906,8
bank-marketing,classification,catboost,0,orthogonal_one,one,V6,0.04094678011701148,0.0444568097016626,0.019287109375,0.2547679370111997,0.25894794543039334,0.2645252190394009,0.2530620070479756,0.011463211991425304,8
bank-marketing,classification,catboost,1,condition_le_3_all,all,V6,0.05260456650906871,0.0582287964472709,0.022705078125,0.2529197296268213,0.26108505133840715,0.2661754877948458,0.2486622528950526,0.0175132348997932,8
bank-marketing,classification,catboost,1,orthogonal_all,all,V6,0.05183352063504562,0.0579409270378747,0.023193359375,0.2529197296268213,0.2626298028460609,0.2695749800098939,0.2549612153010125,0.014613764708881372,8
bank-marketing,classification,catboost,1,orthogonal_one,one,V6,0.04176044773597156,0.0478743856308884,0.016845703125,0.2529197296268213,0.2568245047506421,0.2597296356886195,0.2503315869438949,0.009398048744724607,8
bank-marketing,classification,catboost,2,condition_le_3_all,all,V6,0.04729054214897849,0.0582759239692744,0.016845703125,0.2560449215308114,0.26101281964590695,0.2679426654323605,0.2558820767817922,0.012060588650568305,8
bank-marketing,classification,catboost,2,orthogonal_all,all,V6,0.04525891202627031,0.0489374674358228,0.017578125,0.2560449215308114,0.2581432501611503,0.2637996341818233,0.2544116550465713,0.009387979135251967,8
bank-marketing,classification,catboost,2,orthogonal_one,one,V6,0.043918733661971576,0.0491214994309127,0.02294921875,0.2560449215308114,0.25501566423564515,0.2583955242327105,0.251470110242653,0.006925413990057527,8
bank-marketing,classification,controlled_mlp,0,condition_le_3_all,all,V6,0.033081877866803173,0.0424909960499625,0.01416015625,0.250504579862102,0.2479308399959215,0.2525041451708522,0.2431812793534769,0.009322865817375292,8
bank-marketing,classification,controlled_mlp,0,orthogonal_all,all,V6,0.024927806275856775,0.031773592201507,0.01025390625,0.250504579862102,0.25107251134731495,0.2571411278880009,0.247574140206952,0.00956698768104891,8
bank-marketing,classification,controlled_mlp,0,orthogonal_one,one,V6,0.00883941780216565,0.0105705656599023,0.0048828125,0.250504579862102,0.24950196718424883,0.2506602554318421,0.2478850828678719,0.002775172563970224,8
bank-marketing,classification,controlled_mlp,1,condition_le_3_all,all,V6,0.03587434295419165,0.0507354428834569,0.015869140625,0.2501320042624296,0.25197644470439173,0.2572215899938327,0.2436390636305564,0.01358252636327631,8
bank-marketing,classification,controlled_mlp,1,orthogonal_all,all,V6,0.02436255903002525,0.0396886193137231,0.01220703125,0.2501320042624296,0.2540244467736533,0.2583933547773746,0.2506982391749235,0.007695115602451064,8
bank-marketing,classification,controlled_mlp,1,orthogonal_one,one,V6,0.048278567659433204,0.1035486867414464,0.025634765625,0.2501320042624296,0.26044840474573766,0.2795980588514778,0.2496327809497529,0.0299652779017249,8
bank-marketing,classification,controlled_mlp,2,condition_le_3_all,all,V6,0.0668080243043935,0.0957773382574511,0.03515625,0.2595349551982813,0.2509930252821039,0.2573271025035424,0.2466287013397307,0.01069840116381171,8
bank-marketing,classification,controlled_mlp,2,orthogonal_all,all,V6,0.07043202336946906,0.0857106984948534,0.039794921875,0.2595349551982813,0.25084049328505703,0.2591925456637905,0.2464626897940222,0.012729855869768325,8
bank-marketing,classification,controlled_mlp,2,orthogonal_one,one,V6,0.0190662958556176,0.0725500144570158,0.009033203125,0.2595349551982813,0.25985393873145946,0.2627817009408849,0.2507813529029851,0.012000348037899788,8
bank-marketing,classification,tabicl_v2,0,condition_le_3_all,all,V6,0.04649602318325238,0.0570889193688299,0.01708984375,0.236861218886741,0.2454427363129701,0.2524472202231069,0.2381684604158087,0.014278759807298202,8
bank-marketing,classification,tabicl_v2,0,orthogonal_all,all,V6,0.04223542373020614,0.0478243103487103,0.0185546875,0.236861218886741,0.24330687161999381,0.2466082626408132,0.2380063266351046,0.008601936005708605,8
bank-marketing,classification,tabicl_v2,0,orthogonal_one,one,V6,0.02370189863917235,0.0270214320592471,0.0068359375,0.236861218886741,0.23745831348915922,0.2402828926609641,0.2340754119509502,0.006207480710013896,8
bank-marketing,classification,tabicl_v2,1,condition_le_3_all,all,V6,0.04649602318325238,0.0570889193688299,0.01708984375,0.236861218886741,0.2454427363129701,0.2524472202231069,0.2381684604158087,0.014278759807298202,8
bank-marketing,classification,tabicl_v2,1,orthogonal_all,all,V6,0.04223542373020614,0.0478243103487103,0.0185546875,0.236861218886741,0.24330687161999381,0.2466082626408132,0.2380063266351046,0.008601936005708605,8
bank-marketing,classification,tabicl_v2,1,orthogonal_one,one,V6,0.02370189863917235,0.0270214320592471,0.0068359375,0.236861218886741,0.23745831348915922,0.2402828926609641,0.2340754119509502,0.006207480710013896,8
bank-marketing,classification,tabicl_v2,2,condition_le_3_all,all,V6,0.04649602318325238,0.0570889193688299,0.01708984375,0.236861218886741,0.2454427363129701,0.2524472202231069,0.2381684604158087,0.014278759807298202,8
bank-marketing,classification,tabicl_v2,2,orthogonal_all,all,V6,0.04223542373020614,0.0478243103487103,0.0185546875,0.236861218886741,0.24330687161999381,0.2466082626408132,0.2380063266351046,0.008601936005708605,8
bank-marketing,classification,tabicl_v2,2,orthogonal_one,one,V6,0.02370189863917235,0.0270214320592471,0.0068359375,0.236861218886741,0.23745831348915922,0.2402828926609641,0.2340754119509502,0.006207480710013896,8
bank-marketing,classification,tabm_d,0,condition_le_3_all,all,V6,0.009605603824598324,0.0105054628349138,0.0,0.446654587788226,0.44602640944664157,0.4486999614600913,0.4437826297867665,0.004917331673324754,8
bank-marketing,classification,tabm_d,0,orthogonal_all,all,V6,0.0093382898914344,0.0098910445980845,0.0,0.446654587788226,0.4417062329194391,0.4444937207449683,0.4399135287904093,0.004580191954558999,8
bank-marketing,classification,tabm_d,0,orthogonal_one,one,V6,0.004198509683975888,0.0060257867106145,0.0,0.446654587788226,0.44618913170794233,0.4468964460149533,0.4451275630031835,0.0017688830117698062,8
bank-marketing,classification,tabm_d,1,condition_le_3_all,all,V6,0.009108501478673224,0.0101211826328637,0.0,0.4573571268783961,0.4550826658734269,0.4573292712525468,0.4519117496012609,0.005417521651285895,8
bank-marketing,classification,tabm_d,1,orthogonal_all,all,V6,0.008661612108990038,0.0093676464375421,0.0,0.4573571268783961,0.45052776692367114,0.4544116206943667,0.4485481990980732,0.005863421596293494,8
bank-marketing,classification,tabm_d,1,orthogonal_one,one,V6,0.0036527855382899126,0.0052732187197595,0.0,0.4573571268783961,0.4562151715923672,0.4576858700409016,0.4550932195581187,0.002592650482782899,8
bank-marketing,classification,tabm_d,2,condition_le_3_all,all,V6,0.008834456555387737,0.0098763600491271,0.0,0.4518158988767295,0.4480842841834155,0.4526475181569009,0.4430297841803946,0.009617733976506282,8
bank-marketing,classification,tabm_d,2,orthogonal_all,all,V6,0.008082386106317575,0.0093007585300977,0.0,0.4518158988767295,0.4446946123944239,0.4488497913994278,0.441562715086284,0.007287076313143848,8
bank-marketing,classification,tabm_d,2,orthogonal_one,one,V6,0.0036078587597263624,0.005111867071024,0.0,0.4518158988767295,0.4502946952207248,0.4510377649941102,0.4492211844339707,0.0018165805601395024,8
bank-marketing,classification,tabpfn_2_6,0,condition_le_3_all,all,V6,0.0441548978237053,0.0529742426209108,0.021484375,0.2368915837176128,0.24236828858734377,0.24866346794966,0.2310092963276871,0.017654171621972886,8
bank-marketing,classification,tabpfn_2_6,0,orthogonal_all,all,V6,0.0450955950604107,0.0598594047399602,0.027099609375,0.2368915837176128,0.2460312240476698,0.2532887172447011,0.2386505629379539,0.014638154306747198,8
bank-marketing,classification,tabpfn_2_6,0,orthogonal_one,one,V6,0.012650302613021363,0.0138482400457853,0.00537109375,0.2368915837176128,0.23881650025622025,0.2425283902276384,0.2355588034520694,0.006969586775568998,8
bank-marketing,classification,tabpfn_2_6,1,condition_le_3_all,all,V6,0.04173895380616,0.0539183718109448,0.03076171875,0.2219931023965541,0.237183837171207,0.2469319366523005,0.2305213015524986,0.016410635099801923,8
bank-marketing,classification,tabpfn_2_6,1,orthogonal_all,all,V6,0.045074190280842,0.0530230967091468,0.0302734375,0.2219931023965541,0.24215751060598073,0.2520528872467857,0.231419211928529,0.020633675318256717,8
bank-marketing,classification,tabpfn_2_6,1,orthogonal_one,one,V6,0.021121141189497726,0.031321566732928,0.013427734375,0.2219931023965541,0.22704773128081865,0.2313931197910599,0.222370595662612,0.009022524128447895,8
bank-marketing,classification,tabpfn_2_6,2,condition_le_3_all,all,V6,0.04082111247435324,0.0464817524147548,0.019287109375,0.2356606776867291,0.24509581422985238,0.2551287905637281,0.2376463009745527,0.01748248958917542,8
bank-marketing,classification,tabpfn_2_6,2,orthogonal_all,all,V6,0.04174533585974177,0.0481776745755145,0.019775390625,0.2356606776867291,0.2400808593288316,0.2508730934909383,0.2332512537285525,0.017621839762385794,8
bank-marketing,classification,tabpfn_2_6,2,orthogonal_one,one,V6,0.011493531435856887,0.0157377751383328,0.00439453125,0.2356606776867291,0.23889055209001975,0.2406372392131186,0.2346246133846811,0.006012625828437507,8
bike-sharing,regression,catboost,0,condition_le_3_all,all,feel_temp,0.08822725263909445,0.098077794486144,,59.054785423077206,60.460186788122314,61.47741522981431,58.81244692976491,2.664968300049402,8
bike-sharing,regression,catboost,0,orthogonal_all,all,feel_temp,0.08735548463934063,0.0952226858960245,,59.054785423077206,59.84601749317535,61.60725280311154,58.910941498244455,2.6963113048670877,8
bike-sharing,regression,catboost,0,orthogonal_one,one,feel_temp,0.051796650883514726,0.0552359116815834,,59.054785423077206,60.295538753313295,60.85412567808231,59.73594900060065,1.1181766774816637,8
bike-sharing,regression,catboost,1,condition_le_3_all,all,feel_temp,0.08015408268030058,0.0879462236925162,,59.04610073940021,60.256943493842016,61.06088180700449,59.53713748610093,1.5237443209035604,8
bike-sharing,regression,catboost,1,orthogonal_all,all,feel_temp,0.08178992559461677,0.089816726498888,,59.04610073940021,59.684459079038945,61.66781609727364,58.55776417028487,3.110051926988774,8
bike-sharing,regression,catboost,1,orthogonal_one,one,feel_temp,0.05563355864501985,0.060924685429563,,59.04610073940021,59.32764383575738,60.78052405204427,58.51074157731933,2.2697824747249413,8
bike-sharing,regression,catboost,2,condition_le_3_all,all,feel_temp,0.09062823365592577,0.100866341237258,,59.5739209962333,59.70166257347066,60.97934728292957,58.04385390184128,2.9354933810882855,8
bike-sharing,regression,catboost,2,orthogonal_all,all,feel_temp,0.09104035415536706,0.0995719674372547,,59.5739209962333,59.92093224836649,60.6344577176499,58.672440237444576,1.9620174802053256,8
bike-sharing,regression,catboost,2,orthogonal_one,one,feel_temp,0.05131568495689909,0.0544603154963028,,59.5739209962333,59.35381705871419,60.58604724567559,58.436963804099896,2.1490834415756908,8
bike-sharing,regression,controlled_mlp,0,condition_le_3_all,all,feel_temp,0.1744557333675917,0.2471168097721157,,76.40112529010118,75.63022654367931,86.37473153369511,70.13052864128225,16.244202892412858,8
bike-sharing,regression,controlled_mlp,0,orthogonal_all,all,feel_temp,0.15903471189582002,0.1938088897326442,,76.40112529010118,76.55281190431567,80.96999380999816,71.0584161609975,9.911577649000662,8
bike-sharing,regression,controlled_mlp,0,orthogonal_one,one,feel_temp,0.09874946216978023,0.1041366169283372,,76.40112529010118,73.6713970129517,75.03454835111292,72.44527158307392,2.5892767680389994,8
bike-sharing,regression,controlled_mlp,1,condition_le_3_all,all,feel_temp,0.15845306244023594,0.1935636410085902,,78.00769345797514,76.86413858468546,83.6737941450246,72.05296538581881,11.620828759205793,8
bike-sharing,regression,controlled_mlp,1,orthogonal_all,all,feel_temp,0.14120777793351133,0.1999958672325489,,78.00769345797514,75.48612597303718,78.63266746492822,71.67805903590128,6.954608429026933,8
bike-sharing,regression,controlled_mlp,1,orthogonal_one,one,feel_temp,0.10249226200953024,0.144710331214453,,78.00769345797514,77.9611518629504,82.64108547756754,75.18007302352973,7.461012454037814,8
bike-sharing,regression,controlled_mlp,2,condition_le_3_all,all,feel_temp,0.1729842334929201,0.203295286796551,,79.1057565708493,75.32640752783725,84.96687990654362,69.93470845573806,15.032171450805563,8
bike-sharing,regression,controlled_mlp,2,orthogonal_all,all,feel_temp,0.15704538949911878,0.1818313398022987,,79.1057565708493,75.94954651530125,79.65519674283632,73.18281916659667,6.472377576239651,8
bike-sharing,regression,controlled_mlp,2,orthogonal_one,one,feel_temp,0.09485006893643713,0.1122482541858171,,79.1057565708493,78.51974251753299,80.30960901193852,77.31102825962482,2.9985807523137,8
bike-sharing,regression,tabicl_v2,0,condition_le_3_all,all,feel_temp,0.20511260352954955,0.2404172597512659,,70.53192975681488,76.69896275627995,82.35329572122627,69.41298430376031,12.940311417465963,8
bike-sharing,regression,tabicl_v2,0,orthogonal_all,all,feel_temp,0.21117258434090339,0.2522135851366338,,70.53192975681488,78.06984438774346,83.95358555540504,71.8937713294574,12.059814225947648,8
bike-sharing,regression,tabicl_v2,0,orthogonal_one,one,feel_temp,0.11979162335704603,0.1303148481350254,,70.53192975681488,74.41463061491663,75.72306414667514,70.61620315886474,5.106860987810407,8
bike-sharing,regression,tabicl_v2,1,condition_le_3_all,all,feel_temp,0.20511260352954955,0.2404172597512659,,70.53192975681488,76.69896275627995,82.35329572122627,69.41298430376031,12.940311417465963,8
bike-sharing,regression,tabicl_v2,1,orthogonal_all,all,feel_temp,0.21117258434090339,0.2522135851366338,,70.53192975681488,78.06984438774346,83.95358555540504,71.8937713294574,12.059814225947648,8
bike-sharing,regression,tabicl_v2,1,orthogonal_one,one,feel_temp,0.11979162335704603,0.1303148481350254,,70.53192975681488,74.41463061491663,75.72306414667514,70.61620315886474,5.106860987810407,8
bike-sharing,regression,tabicl_v2,2,condition_le_3_all,all,feel_temp,0.20511260352954955,0.2404172597512659,,70.53192975681488,76.69896275627995,82.35329572122627,69.41298430376031,12.940311417465963,8
bike-sharing,regression,tabicl_v2,2,orthogonal_all,all,feel_temp,0.21117258434090339,0.2522135851366338,,70.53192975681488,78.06984438774346,83.95358555540504,71.8937713294574,12.059814225947648,8
bike-sharing,regression,tabicl_v2,2,orthogonal_one,one,feel_temp,0.11979162335704603,0.1303148481350254,,70.53192975681488,74.41463061491663,75.72306414667514,70.61620315886474,5.106860987810407,8
bike-sharing,regression,tabm_d,0,condition_le_3_all,all,feel_temp,0.15686334224161447,0.189945418125308,,62.70433265327878,59.99422618022601,62.13658368627826,56.77991369615057,5.356669990127685,8
bike-sharing,regression,tabm_d,0,orthogonal_all,all,feel_temp,0.14878286573180255,0.1733430725478451,,62.70433265327878,61.13519322443564,64.92149072471712,57.87722244566584,7.044268279051273,8
bike-sharing,regression,tabm_d,0,orthogonal_one,one,feel_temp,0.039312088301796964,0.0459925355737246,,62.70433265327878,63.77297718473345,64.5229666899557,63.119558191678166,1.4034084982775283,8
bike-sharing,regression,tabm_d,1,condition_le_3_all,all,feel_temp,0.1662497664951544,0.2025218006837413,,64.45619208016396,60.61709643296572,64.47256764226019,56.61310051692896,7.8594671253312285,8
bike-sharing,regression,tabm_d,1,orthogonal_all,all,feel_temp,0.15727281964920364,0.1880682890738265,,64.45619208016396,61.648426930622676,64.78307429056743,58.61781966486557,6.165254625701856,8
bike-sharing,regression,tabm_d,1,orthogonal_one,one,feel_temp,0.03681390615495653,0.0446103595301127,,64.45619208016396,64.88518204307228,65.28650945908151,64.26345551835438,1.023053940727138,8
bike-sharing,regression,tabm_d,2,condition_le_3_all,all,feel_temp,0.15548353841284632,0.2003212533710765,,63.282525195760606,60.14510429983383,62.28703223393469,57.625471796110006,4.661560437824683,8
bike-sharing,regression,tabm_d,2,orthogonal_all,all,feel_temp,0.14422330839068628,0.180330876374527,,63.282525195760606,60.53342344545429,63.45405768394322,58.39861081265506,5.0554468712881615,8
bike-sharing,regression,tabm_d,2,orthogonal_one,one,feel_temp,0.040945558488612505,0.0490204081219723,,63.282525195760606,64.1984280308434,64.72321494057752,63.69550225759183,1.0277126829856869,8
bike-sharing,regression,tabpfn_2_6,0,condition_le_3_all,all,feel_temp,0.07371111846221463,0.0785134508869205,,53.904468803662496,56.065966475996646,57.425960420270414,55.03784913452834,2.3881112857420774,8
bike-sharing,regression,tabpfn_2_6,0,orthogonal_all,all,feel_temp,0.07598688926268772,0.0862332214072112,,53.904468803662496,55.974705529063876,58.05789726255736,54.69823242246426,3.359664840093103,8
bike-sharing,regression,tabpfn_2_6,0,orthogonal_one,one,feel_temp,0.025946744245877,0.0316640706548496,,53.904468803662496,54.654549882191,55.41913351580379,54.34201519241082,1.0771183233929733,8
bike-sharing,regression,tabpfn_2_6,1,condition_le_3_all,all,feel_temp,0.07362500018785176,0.0817673346709357,,53.5224126387491,55.788993785782054,56.651940193104856,55.23714554923309,1.4147946438717653,8
bike-sharing,regression,tabpfn_2_6,1,orthogonal_all,all,feel_temp,0.0704687312768062,0.0782117634719694,,53.5224126387491,55.09711177057606,56.58273816054556,54.07854214394538,2.504196016600183,8
bike-sharing,regression,tabpfn_2_6,1,orthogonal_one,one,feel_temp,0.022348897420002324,0.0262974522098157,,53.5224126387491,53.97437802830296,54.465041432041176,53.51620393701911,0.9488374950220688,8
bike-sharing,regression,tabpfn_2_6,2,condition_le_3_all,all,feel_temp,0.07927233954850232,0.0937486147451486,,54.05415724086341,54.86395021840036,56.34937895641407,54.27277917575073,2.0765997806633436,8
bike-sharing,regression,tabpfn_2_6,2,orthogonal_all,all,feel_temp,0.07899087294129312,0.088653446274008,,54.05415724086341,54.89463842807534,56.02047812177073,53.448078667215576,2.5723994545551534,8
bike-sharing,regression,tabpfn_2_6,2,orthogonal_one,one,feel_temp,0.029949122265697563,0.0359292170236427,,54.05415724086341,54.3604049163164,54.764488935997335,53.95139297780353,0.8130959581938058,8
california_housing,regression,catboost,0,condition_le_3_all,all,total_rooms,0.12251428686960655,0.1420811803495529,,61413.13394131962,62435.427800850695,63571.58551692182,61637.91052152766,1933.6749953941617,8
