dataset,panel,problem_type,model,model_seed,split,family,basis_pair,representation_id,reference_id,variant,member,is_reference,reconstruction_error,condition_number,log_loss,accuracy,roc_auc,probability_rmse,probability_mad,js_divergence,label_flip_rate,fit_seconds,predict_seconds,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,best_epoch,best_validation_loss,architecture,checkpoint,checkpoint_sha256,checkpoint_bytes,checkpoint_version
adult,development,classification,catboost,1,validation,C1,onehot_vs_helmert,helmert__native-country,onehot__native-country,helmert,0,False,9.572608508990656e-17,1.0000000000000009,0.2719523703005782,0.86328125,0.9401429171920976,0.0479554786388072,0.0268345791615423,0.0017015875134887,0.046875,0.5494974500034004,0.0055396079551428,,,,,,,,,,,,
adult,development,classification,catboost,1,test,C1,onehot_vs_helmert,helmert__native-country,onehot__native-country,helmert,0,False,9.572608508990656e-17,1.0000000000000009,0.3335917805476861,0.8515625,0.9004326290049532,0.0540714224192115,0.0304049979123691,0.0021297135520247,0.02734375,0.5494974500034004,0.0055396079551428,,,,,,,,,,,,
adult,development,classification,catboost,1,validation,C3,local_hat_vs_local_hat,local_hat__fnlwgt,local_hat__fnlwgt,local_hat,-1,True,0.0,1.0,0.2702687661755437,0.87109375,0.9406473308112652,0.0,0.0,0.0,0.0,0.840249439002946,0.0060835641343146,,,,,,,,,,,,
adult,development,classification,catboost,1,test,C3,local_hat_vs_local_hat,local_hat__fnlwgt,local_hat__fnlwgt,local_hat,-1,True,0.0,1.0,0.3451514896833257,0.8515625,0.8962944385227914,0.0,0.0,0.0,0.0,0.840249439002946,0.0060835641343146,,,,,,,,,,,,
adult,development,classification,catboost,1,validation,C3,local_hat_vs_spectral_hat,spectral_hat__fnlwgt,local_hat__fnlwgt,spectral_hat,0,False,2.1264865636204966e-16,1.0000000000000009,0.2875334147069474,0.8515625,0.92854140395124,0.0500533738242793,0.030579397015666,0.0020822177367274,0.02734375,0.337235874030739,0.0086304550059139,,,,,,,,,,,,
adult,development,classification,catboost,1,test,C3,local_hat_vs_spectral_hat,spectral_hat__fnlwgt,local_hat__fnlwgt,spectral_hat,0,False,2.1264865636204966e-16,1.0000000000000009,0.3438069056752726,0.83984375,0.8901080527514786,0.0601705203900984,0.0350715762292245,0.0026022904896398,0.03515625,0.337235874030739,0.0086304550059139,,,,,,,,,,,,
adult,development,classification,catboost,2,validation,C1,onehot_vs_onehot,onehot__native-country,onehot__native-country,onehot,-1,True,0.0,1.0,0.268713813975002,0.84765625,0.9411517444304328,0.0,0.0,0.0,0.0,0.4509829108137637,0.0055795880034565,,,,,,,,,,,,
adult,development,classification,catboost,2,test,C1,onehot_vs_onehot,onehot__native-country,onehot__native-country,onehot,-1,True,0.0,1.0,0.3440185948175237,0.8515625,0.8932848454448555,0.0,0.0,0.0,0.0,0.4509829108137637,0.0055795880034565,,,,,,,,,,,,
adult,development,classification,catboost,2,validation,C1,onehot_vs_helmert,helmert__native-country,onehot__native-country,helmert,0,False,9.572608508990656e-17,1.0000000000000009,0.2744802868208907,0.8671875,0.93921815889029,0.0441385892670717,0.0246256185352485,0.0013862963170753,0.03515625,0.4881177558563649,0.0069145199377089,,,,,,,,,,,,
adult,development,classification,catboost,2,test,C1,onehot_vs_helmert,helmert__native-country,onehot__native-country,helmert,0,False,9.572608508990656e-17,1.0000000000000009,0.3334204703888865,0.84765625,0.8985098334273831,0.051169219761725,0.0283382991216065,0.001835144360607,0.01953125,0.4881177558563649,0.0069145199377089,,,,,,,,,,,,
adult,development,classification,catboost,2,validation,C3,local_hat_vs_local_hat,local_hat__fnlwgt,local_hat__fnlwgt,local_hat,-1,True,0.0,1.0,0.269006671873489,0.8671875,0.9418242959226566,0.0,0.0,0.0,0.0,0.7001934780273587,0.0031935791485011,,,,,,,,,,,,
adult,development,classification,catboost,2,test,C3,local_hat_vs_local_hat,local_hat__fnlwgt,local_hat__fnlwgt,local_hat,-1,True,0.0,1.0,0.3344656465244542,0.84765625,0.8980918343887809,0.0,0.0,0.0,0.0,0.7001934780273587,0.0031935791485011,,,,,,,,,,,,
adult,development,classification,catboost,2,validation,C3,local_hat_vs_spectral_hat,spectral_hat__fnlwgt,local_hat__fnlwgt,spectral_hat,0,False,2.1264865636204966e-16,1.0000000000000009,0.2779229522565205,0.86328125,0.9368642286675076,0.0550310575381302,0.0309769959377682,0.0020649328764057,0.02734375,0.4867860360536724,0.0208175519946962,,,,,,,,,,,,
adult,development,classification,catboost,2,test,C3,local_hat_vs_spectral_hat,spectral_hat__fnlwgt,local_hat__fnlwgt,spectral_hat,0,False,2.1264865636204966e-16,1.0000000000000009,0.3457733843913669,0.841796875,0.8913411499153552,0.0531301986188597,0.0320168944659587,0.002119697888717,0.041015625,0.4867860360536724,0.0208175519946962,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,validation,C1,onehot_vs_onehot,onehot__V11,onehot__V11,onehot,-1,True,0.0,1.0,0.2460326958974767,0.890625,0.8955752212389381,0.0,0.0,0.0,0.0,0.4548500708770007,0.0059907441027462,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,test,C1,onehot_vs_onehot,onehot__V11,onehot__V11,onehot,-1,True,0.0,1.0,0.2547679370111997,0.880859375,0.889933628318584,0.0,0.0,0.0,0.0,0.4548500708770007,0.0059907441027462,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,validation,C1,onehot_vs_helmert,helmert__V11,onehot__V11,helmert,0,False,1.7701829789861223e-16,1.0000000000000004,0.2384842797464,0.90234375,0.8995575221238938,0.0620506691332124,0.0267215797345896,0.0025970060608318,0.02734375,0.5104410899803042,0.0083127680700272,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,test,C1,onehot_vs_helmert,helmert__V11,onehot__V11,helmert,0,False,1.7701829789861223e-16,1.0000000000000004,0.2496553087321467,0.884765625,0.8959070796460177,0.0441730773581905,0.0217191248808497,0.001500768125647,0.0234375,0.5104410899803042,0.0083127680700272,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,validation,C3,local_hat_vs_local_hat,local_hat__V6,local_hat__V6,local_hat,-1,True,0.0,1.0,0.2468833071914866,0.88671875,0.9061946902654868,0.0,0.0,0.0,0.0,0.4063293640501797,0.00447792513296,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,test,C3,local_hat_vs_local_hat,local_hat__V6,local_hat__V6,local_hat,-1,True,0.0,1.0,0.2508638387680023,0.8828125,0.8962020648967551,0.0,0.0,0.0,0.0,0.4063293640501797,0.00447792513296,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,validation,C3,local_hat_vs_spectral_hat,spectral_hat__V6,local_hat__V6,spectral_hat,0,False,2.1496541088739016e-16,1.0000000000000009,0.2430232975853103,0.88671875,0.9030973451327432,0.0477660889957647,0.0257773425385,0.0018611033823262,0.0234375,0.3716081019956618,0.0060798279009759,,,,,,,,,,,,
bank-marketing,development,classification,catboost,0,test,C3,local_hat_vs_spectral_hat,spectral_hat__V6,local_hat__V6,spectral_hat,0,False,2.1496541088739016e-16,1.0000000000000009,0.2481215803269195,0.89453125,0.893952802359882,0.0472805890885575,0.0275612198375614,0.0020281117879545,0.0234375,0.3716081019956618,0.0060798279009759,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,validation,C1,onehot_vs_onehot,onehot__V11,onehot__V11,onehot,-1,True,0.0,1.0,0.2444117435041758,0.89453125,0.8936578171091446,0.0,0.0,0.0,0.0,0.5166837801225483,0.0078104650601744,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,test,C1,onehot_vs_onehot,onehot__V11,onehot__V11,onehot,-1,True,0.0,1.0,0.2529197296268213,0.88671875,0.8894542772861357,0.0,0.0,0.0,0.0,0.5166837801225483,0.0078104650601744,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,validation,C1,onehot_vs_helmert,helmert__V11,onehot__V11,helmert,0,False,1.7701829789861223e-16,1.0000000000000004,0.2512377081204953,0.88671875,0.8918879056047198,0.0534554100887599,0.030902692658976,0.0025824332851928,0.0234375,0.3265587880741805,0.0049419421702623,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,test,C1,onehot_vs_helmert,helmert__V11,onehot__V11,helmert,0,False,1.7701829789861223e-16,1.0000000000000004,0.2522189362506134,0.884765625,0.8964970501474926,0.0476431147756785,0.0273739781985038,0.0022211267503205,0.013671875,0.3265587880741805,0.0049419421702623,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,validation,C3,local_hat_vs_local_hat,local_hat__V6,local_hat__V6,local_hat,-1,True,0.0,1.0,0.2559851846953671,0.87890625,0.899410029498525,0.0,0.0,0.0,0.0,0.6090129250660539,0.0132350199855864,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,test,C3,local_hat_vs_local_hat,local_hat__V6,local_hat__V6,local_hat,-1,True,0.0,1.0,0.2493091122760614,0.890625,0.8950589970501475,0.0,0.0,0.0,0.0,0.6090129250660539,0.0132350199855864,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,validation,C3,local_hat_vs_spectral_hat,spectral_hat__V6,local_hat__V6,spectral_hat,0,False,2.1496541088739016e-16,1.0000000000000009,0.2409597715606262,0.890625,0.9128318584070796,0.0480333053893976,0.0230880565369204,0.0016659301410138,0.01953125,0.363395141903311,0.0069949410390108,,,,,,,,,,,,
bank-marketing,development,classification,catboost,1,test,C3,local_hat_vs_spectral_hat,spectral_hat__V6,local_hat__V6,spectral_hat,0,False,2.1496541088739016e-16,1.0000000000000009,0.2530891324594931,0.890625,0.8928466076696165,0.0452689067204277,0.0228145945362825,0.001528831158384,0.02734375,0.363395141903311,0.0069949410390108,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,validation,C1,onehot_vs_onehot,onehot__V11,onehot__V11,onehot,-1,True,0.0,1.0,0.2456986355702031,0.88671875,0.9023598820058998,0.0,0.0,0.0,0.0,0.4392910050228238,0.0103821610100567,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,test,C1,onehot_vs_onehot,onehot__V11,onehot__V11,onehot,-1,True,0.0,1.0,0.2560449215308114,0.880859375,0.8842920353982301,0.0,0.0,0.0,0.0,0.4392910050228238,0.0103821610100567,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,validation,C1,onehot_vs_helmert,helmert__V11,onehot__V11,helmert,0,False,1.7701829789861223e-16,1.0000000000000004,0.2471987429056956,0.890625,0.9025073746312684,0.0473752098796233,0.022638132073684,0.0018019432424466,0.01953125,0.3659950660075992,0.0050885421223938,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,test,C1,onehot_vs_helmert,helmert__V11,onehot__V11,helmert,0,False,1.7701829789861223e-16,1.0000000000000004,0.2503641416546653,0.884765625,0.8952064896755162,0.0448961447436283,0.0231339727073288,0.0015625141892586,0.0234375,0.3659950660075992,0.0050885421223938,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,validation,C3,local_hat_vs_local_hat,local_hat__V6,local_hat__V6,local_hat,-1,True,0.0,1.0,0.2424519554741253,0.88671875,0.9022123893805308,0.0,0.0,0.0,0.0,0.5823104160372168,0.0040368060581386,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,test,C3,local_hat_vs_local_hat,local_hat__V6,local_hat__V6,local_hat,-1,True,0.0,1.0,0.2497412453703488,0.892578125,0.8980088495575221,0.0,0.0,0.0,0.0,0.5823104160372168,0.0040368060581386,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,validation,C3,local_hat_vs_spectral_hat,spectral_hat__V6,local_hat__V6,spectral_hat,0,False,2.1496541088739016e-16,1.0000000000000009,0.2537624570350782,0.89453125,0.8927728613569321,0.0455513991665786,0.0261404854417598,0.0019761307760813,0.0234375,0.394647364038974,0.0064400699920952,,,,,,,,,,,,
bank-marketing,development,classification,catboost,2,test,C3,local_hat_vs_spectral_hat,spectral_hat__V6,local_hat__V6,spectral_hat,0,False,2.1496541088739016e-16,1.0000000000000009,0.2569536211630551,0.892578125,0.8882743362831858,0.0380754274708927,0.0227308787350291,0.0015513248459999,0.015625,0.394647364038974,0.0064400699920952,,,,,,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C1,onehot_vs_onehot,onehot__season,onehot__season,onehot,-1,True,0.0,1.0,,,,,,,,0.3512702460866421,0.0090669600758701,58.2026050403966,38.315614267208446,0.0,1.0,0.9999999999999998,,,,,,,
bike-sharing,development,regression,catboost,0,test,C1,onehot_vs_onehot,onehot__season,onehot__season,onehot,-1,True,0.0,1.0,,,,,,,,0.3512702460866421,0.0090669600758701,59.054785423077206,38.11617845365066,0.0,1.0,1.0,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C1,onehot_vs_helmert,helmert__season,onehot__season,helmert,0,False,1.7916185122862606e-16,1.0000000000000004,,,,,,,,0.363415083149448,0.0085694938898086,58.04901703610749,37.884479802764346,0.0662464518407954,0.9973839797802146,0.9956762130922406,,,,,,,
bike-sharing,development,regression,catboost,0,test,C1,onehot_vs_helmert,helmert__season,onehot__season,helmert,0,False,1.7916185122862606e-16,1.0000000000000004,,,,,,,,0.363415083149448,0.0085694938898086,58.30127115645874,37.66772612247636,0.0591736922473394,0.9980084934529516,0.9965058729872628,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C3,local_hat_vs_local_hat,local_hat__feel_temp,local_hat__feel_temp,local_hat,-1,True,0.0,1.0,,,,,,,,0.3696049079298973,0.007721620844677,56.33836046357368,36.59322231929239,0.0,1.0,0.9999999999999998,,,,,,,
bike-sharing,development,regression,catboost,0,test,C3,local_hat_vs_local_hat,local_hat__feel_temp,local_hat__feel_temp,local_hat,-1,True,0.0,1.0,,,,,,,,0.3696049079298973,0.007721620844677,59.73538029882946,38.209667264191694,0.0,1.0,1.0,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C3,local_hat_vs_spectral_hat,spectral_hat__feel_temp,local_hat__feel_temp,spectral_hat,0,False,2.1424358174305508e-16,1.0000000000000009,,,,,,,,0.3555013660807162,0.0069616821128875,59.84310401848106,38.97622449060401,0.0629629382900092,0.997640382594043,0.9959258411535818,,,,,,,
bike-sharing,development,regression,catboost,0,test,C3,local_hat_vs_spectral_hat,spectral_hat__feel_temp,local_hat__feel_temp,spectral_hat,0,False,2.1424358174305508e-16,1.0000000000000009,,,,,,,,0.3555013660807162,0.0069616821128875,60.81243620392068,38.95938927113079,0.058300052392107,0.998085555657711,0.9971241245236376,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_origin,fourier_origin__hour,fourier_origin__hour,fourier_origin,-1,True,0.0,1.0,,,,,,,,0.3439770929981023,0.0093355728313326,58.00430730070865,37.889089300076506,0.0,1.0,0.9999999999999998,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_origin,fourier_origin__hour,fourier_origin__hour,fourier_origin,-1,True,0.0,1.0,,,,,,,,0.3439770929981023,0.0093355728313326,58.606420270599074,37.298714026430616,0.0,0.9999999999999998,1.0,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m0,fourier_origin__hour,fourier_shift,0,False,7.917937327343782e-16,1.0000000000000002,,,,,,,,0.3833463930059224,0.008425717940554,58.19905551812147,38.12992410650087,0.0756195495909728,0.9965383819346688,0.9931541828793772,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m0,fourier_origin__hour,fourier_shift,0,False,7.917937327343782e-16,1.0000000000000002,,,,,,,,0.3833463930059224,0.008425717940554,57.83740492702385,37.10066536437641,0.0745109890699848,0.996807147921205,0.9953351736933658,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m1,fourier_origin__hour,fourier_shift,1,False,8.613791554819679e-16,1.0000000000000002,,,,,,,,0.3473678510636091,0.0075092429760843,56.205128195780574,37.83285053044419,0.0935640230115581,0.9947087767494864,0.9919983119707028,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m1,fourier_origin__hour,fourier_shift,1,False,8.613791554819679e-16,1.0000000000000002,,,,,,,,0.3473678510636091,0.0075092429760843,58.97981947767879,37.2749885942325,0.0826289273176176,0.9961403712981216,0.9946560357800894,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m2,fourier_origin__hour,fourier_shift,2,False,8.788627445654423e-16,1.0000000000000004,,,,,,,,0.2429074451792985,0.0098291931208223,57.63691866970494,37.94011392706059,0.0751635035459729,0.99658335332466,0.9936913481345844,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m2,fourier_origin__hour,fourier_shift,2,False,8.788627445654423e-16,1.0000000000000004,,,,,,,,0.2429074451792985,0.0098291931208223,60.28982009438633,38.20664979066215,0.077511689811643,0.9965617274259864,0.9948705239125212,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m3,fourier_origin__hour,fourier_shift,3,False,1.6905791605907297e-15,1.0,,,,,,,,0.3445649091154337,0.0103429339360445,57.59551035213299,38.02192189315117,0.0911966228394037,0.994956424245922,0.9914654383154038,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m3,fourier_origin__hour,fourier_shift,3,False,1.6905791605907297e-15,1.0,,,,,,,,0.3445649091154337,0.0103429339360445,59.3291551208217,37.86369544999738,0.0843000754489896,0.9958825815306592,0.9946647082889872,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m4,fourier_origin__hour,fourier_shift,4,False,1.4033754756120093e-15,1.0000000000000002,,,,,,,,0.2934209709055722,0.005368131911382,57.7246905595549,37.9587849368536,0.0851876201814265,0.9955924404277467,0.9917200732433048,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m4,fourier_origin__hour,fourier_shift,4,False,1.4033754756120093e-15,1.0000000000000002,,,,,,,,0.2934209709055722,0.005368131911382,59.43502287009212,37.48093351298556,0.0783946635010296,0.9964703540595452,0.9943984533250936,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m5,fourier_origin__hour,fourier_shift,5,False,1.2469918398392604e-15,1.0000000000000004,,,,,,,,0.2828839579597115,0.0057999088894575,56.19396240721258,37.05297249182929,0.0880688080088381,0.9953344399760252,0.9932321469443808,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m5,fourier_origin__hour,fourier_shift,5,False,1.2469918398392604e-15,1.0000000000000004,,,,,,,,0.2828839579597115,0.0057999088894575,58.83454390624818,37.46024581291428,0.0814407033433446,0.9962392453480412,0.9950141120495302,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m6,fourier_origin__hour,fourier_shift,6,False,1.815160594339747e-15,1.0000000000000002,,,,,,,,0.2676331319380551,0.0101741999387741,58.38192798996042,38.17032586206248,0.0841923576947063,0.9956928353552328,0.9925962748912792,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m6,fourier_origin__hour,fourier_shift,6,False,1.815160594339747e-15,1.0000000000000002,,,,,,,,0.2676331319380551,0.0101741999387741,58.29937178750185,37.24028982199636,0.0760956737649787,0.9966366365678816,0.9943735086860988,,,,,,,
bike-sharing,development,regression,catboost,0,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m7,fourier_origin__hour,fourier_shift,7,False,2.076802456844716e-15,1.0000000000000002,,,,,,,,0.2566679681185633,0.0051583871245384,57.67856737320307,37.20787222395194,0.0831565901644249,0.9957948506501412,0.993232862211032,,,,,,,
bike-sharing,development,regression,catboost,0,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m7,fourier_origin__hour,fourier_shift,7,False,2.076802456844716e-15,1.0000000000000002,,,,,,,,0.2566679681185633,0.0051583871245384,58.24187307697298,36.42528610009565,0.08127903623642,0.9961742310106126,0.9951956088852268,,,,,,,
bike-sharing,development,regression,catboost,1,validation,C1,onehot_vs_onehot,onehot__season,onehot__season,onehot,-1,True,0.0,1.0,,,,,,,,0.3604285889305174,0.0067506260238587,58.34912706600021,37.77884115246309,0.0,1.0,0.9999999999999998,,,,,,,
bike-sharing,development,regression,catboost,1,test,C1,onehot_vs_onehot,onehot__season,onehot__season,onehot,-1,True,0.0,1.0,,,,,,,,0.3604285889305174,0.0067506260238587,59.04610073940021,37.71226382020364,0.0,1.0,1.0,,,,,,,
bike-sharing,development,regression,catboost,1,validation,C1,onehot_vs_helmert,helmert__season,onehot__season,helmert,0,False,1.7916185122862606e-16,1.0000000000000004,,,,,,,,0.4150033011101186,0.0196470289956778,57.852824114946536,37.83581676003361,0.0653575274602591,0.9975036830740438,0.9949616617074843,,,,,,,
bike-sharing,development,regression,catboost,1,test,C1,onehot_vs_helmert,helmert__season,onehot__season,helmert,0,False,1.7916185122862606e-16,1.0000000000000004,,,,,,,,0.4150033011101186,0.0196470289956778,57.554749928204295,37.73839971939258,0.0593431495709364,0.9980230362816992,0.9969403030979276,,,,,,,
bike-sharing,development,regression,catboost,1,validation,C3,local_hat_vs_local_hat,local_hat__feel_temp,local_hat__feel_temp,local_hat,-1,True,0.0,1.0,,,,,,,,0.2905688500031829,0.005181651096791,57.55367924390807,37.469790469848895,0.0,1.0,0.9999999999999998,,,,,,,
bike-sharing,development,regression,catboost,1,test,C3,local_hat_vs_local_hat,local_hat__feel_temp,local_hat__feel_temp,local_hat,-1,True,0.0,1.0,,,,,,,,0.2905688500031829,0.005181651096791,59.50995338817798,37.7053566634189,0.0,1.0,1.0,,,,,,,
bike-sharing,development,regression,catboost,1,validation,C3,local_hat_vs_spectral_hat,spectral_hat__feel_temp,local_hat__feel_temp,spectral_hat,0,False,2.1424358174305508e-16,1.0000000000000009,,,,,,,,0.2838037540204823,0.0109478910453617,56.94984159062835,37.02611539990376,0.0706828131263648,0.9969634282822916,0.995150492103456,,,,,,,
bike-sharing,development,regression,catboost,1,test,C3,local_hat_vs_spectral_hat,spectral_hat__feel_temp,local_hat__feel_temp,spectral_hat,0,False,2.1424358174305508e-16,1.0000000000000009,,,,,,,,0.2838037540204823,0.0109478910453617,59.98831571933496,38.100169090359536,0.0600985445953342,0.9979288342577122,0.9967617567034024,,,,,,,
bike-sharing,development,regression,catboost,1,validation,C2,fourier_origin_vs_fourier_origin,fourier_origin__hour,fourier_origin__hour,fourier_origin,-1,True,0.0,1.0,,,,,,,,0.3443283969536423,0.0078024729155004,57.51600381531211,38.08764668088442,0.0,1.0,0.9999999999999998,,,,,,,
bike-sharing,development,regression,catboost,1,test,C2,fourier_origin_vs_fourier_origin,fourier_origin__hour,fourier_origin__hour,fourier_origin,-1,True,0.0,1.0,,,,,,,,0.3443283969536423,0.0078024729155004,58.30480782774113,37.47540599254491,0.0,1.0,1.0,,,,,,,
bike-sharing,development,regression,catboost,1,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m0,fourier_origin__hour,fourier_shift,0,False,7.917937327343782e-16,1.0000000000000002,,,,,,,,0.2888639559969306,0.0061664499808102,57.98587210141849,38.69798432023212,0.0789881034578937,0.9961915914223506,0.9942192149233232,,,,,,,
bike-sharing,development,regression,catboost,1,test,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m0,fourier_origin__hour,fourier_shift,0,False,7.917937327343782e-16,1.0000000000000002,,,,,,,,0.2888639559969306,0.0061664499808102,58.52962570303709,37.22285675792343,0.0754220799613055,0.996696387869759,0.9955743382428672,,,,,,,
bike-sharing,development,regression,catboost,1,validation,C2,fourier_origin_vs_fourier_shift,fourier_shift__hour__m1,fourier_origin__hour,fourier_shift,1,False,8.613791554819679e-16,1.0000000000000002,,,,,,,,0.3105313060805201,0.0073156531434506,55.695330297561554,37.04121798704735,0.0843327786547933,0.9957374086466708,0.993443150606546,,,,,,,
