dataset,openml_id,openml_version,panel,problem_type,model,model_seed,split,representation_id,variant,scope,member,is_reference,selected_feature,n_train,n_validation,n_test,n_raw_features,n_encoded_features,log_loss,accuracy,roc_auc,probability_rmse,probability_mad,js_divergence,label_flip_rate,fit_seconds,predict_seconds,max_reconstruction_error,max_orthogonality_error,max_condition_number,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,best_epoch,best_validation_loss,architecture,checkpoint,checkpoint_sha256,checkpoint_bytes,checkpoint_version,prediction_disagreement,task_error
adult,1590,2,development,classification,catboost,0,validation,orthogonal_one__m4,orthogonal_one,one,4,False,fnlwgt,1024,256,512,14,134,0.2731525481003499,0.859375,0.9405632618747372,0.0474049487942982,0.0287320731988827,0.0017111132878051,0.04296875,0.4583065609913319,0.0247567989863455,2.134727148204445e-16,1.392742029394138e-15,1.0000000000000002,,,,,,,,,,,,,0.0474049487942982,0.2731525481003499
adult,1590,2,development,classification,catboost,0,test,orthogonal_one__m4,orthogonal_one,one,4,False,fnlwgt,1024,256,512,14,134,0.3406116735819097,0.8515625,0.8928877463581834,0.051068981889733,0.030436161174467,0.0019065828339893,0.037109375,0.4583065609913319,0.0247567989863455,2.134727148204445e-16,1.392742029394138e-15,1.0000000000000002,,,,,,,,,,,,,0.051068981889733,0.3406116735819097
adult,1590,2,development,classification,catboost,0,validation,orthogonal_one__m5,orthogonal_one,one,5,False,fnlwgt,1024,256,512,14,134,0.2768743616417442,0.85546875,0.93921815889029,0.049162828923202,0.0301979706509988,0.0018710166283523,0.0390625,0.3348782721441239,0.0210116959642618,2.431912285600337e-16,1.4456190028794874e-15,1.0000000000000009,,,,,,,,,,,,,0.049162828923202,0.2768743616417442
adult,1590,2,development,classification,catboost,0,test,orthogonal_one__m5,orthogonal_one,one,5,False,fnlwgt,1024,256,512,14,134,0.3368116577750514,0.845703125,0.8942044433297803,0.0524835233554885,0.0320919974595727,0.0021192753657917,0.03515625,0.3348782721441239,0.0210116959642618,2.431912285600337e-16,1.4456190028794874e-15,1.0000000000000009,,,,,,,,,,,,,0.0524835233554885,0.3368116577750514
adult,1590,2,development,classification,catboost,0,validation,orthogonal_one__m6,orthogonal_one,one,6,False,fnlwgt,1024,256,512,14,134,0.2701387705760608,0.859375,0.9447667087011348,0.053223779001158,0.0293406199908596,0.0019321906422879,0.04296875,0.4524561571888625,0.005512504838407,1.7405557292319658e-16,8.732999237279891e-16,1.0000000000000009,,,,,,,,,,,,,0.053223779001158,0.2701387705760608
adult,1590,2,development,classification,catboost,0,test,orthogonal_one__m6,orthogonal_one,one,6,False,fnlwgt,1024,256,512,14,134,0.3402349935765223,0.84765625,0.8948523418396138,0.0508461895742432,0.0301566827670392,0.0019028832831128,0.033203125,0.4524561571888625,0.005512504838407,1.7405557292319658e-16,8.732999237279891e-16,1.0000000000000009,,,,,,,,,,,,,0.0508461895742432,0.3402349935765223
adult,1590,2,development,classification,catboost,0,validation,orthogonal_one__m7,orthogonal_one,one,7,False,fnlwgt,1024,256,512,14,134,0.2680460448506312,0.875,0.9430853299705758,0.0468362767269001,0.0269359617955673,0.001519483875396,0.03515625,0.4158213420305401,0.0052792141214013,2.535718824444818e-16,7.581987103744593e-16,1.0000000000000004,,,,,,,,,,,,,0.0468362767269001,0.2680460448506312
adult,1590,2,development,classification,catboost,0,test,orthogonal_one__m7,orthogonal_one,one,7,False,fnlwgt,1024,256,512,14,134,0.3378160786295581,0.845703125,0.8949150416954041,0.0509033153038377,0.0299416911770121,0.0018925807084178,0.03515625,0.4158213420305401,0.0052792141214013,2.535718824444818e-16,7.581987103744593e-16,1.0000000000000004,,,,,,,,,,,,,0.0509033153038377,0.3378160786295581
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m0,orthogonal_all,all,0,False,fnlwgt,1024,256,512,14,134,0.2913364885488192,0.8515625,0.9280369903320724,0.059977878215273,0.0342123446840153,0.0024742853977103,0.06640625,0.553227239055559,0.0066916518844664,3.0398214307262113e-16,1.713571168747035e-15,1.000000000000001,,,,,,,,,,,,,0.059977878215273,0.2913364885488192
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m0,orthogonal_all,all,0,False,fnlwgt,1024,256,512,14,134,0.3444018071197022,0.837890625,0.8931385457813447,0.0599033162317059,0.0356904638180692,0.0024863695492451,0.0390625,0.553227239055559,0.0066916518844664,3.0398214307262113e-16,1.713571168747035e-15,1.000000000000001,,,,,,,,,,,,,0.0599033162317059,0.3444018071197022
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m1,orthogonal_all,all,1,False,fnlwgt,1024,256,512,14,134,0.2840299534188719,0.84375,0.93551912568306,0.0548555421511405,0.0313842871602687,0.0021259900570502,0.05078125,0.5105696509126574,0.0131525059696286,3.911508340427204e-16,2.0059674886518124e-15,1.0000000000000009,,,,,,,,,,,,,0.0548555421511405,0.2840299534188719
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m1,orthogonal_all,all,1,False,fnlwgt,1024,256,512,14,134,0.3507792111918396,0.833984375,0.8893556544819946,0.0588844956083364,0.0345413631833415,0.0025139529940922,0.046875,0.5105696509126574,0.0131525059696286,3.911508340427204e-16,2.0059674886518124e-15,1.0000000000000009,,,,,,,,,,,,,0.0588844956083364,0.3507792111918396
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m2,orthogonal_all,all,2,False,fnlwgt,1024,256,512,14,134,0.2834514457294205,0.86328125,0.9345102984447248,0.0576286165714427,0.0320139260786989,0.0023418857069386,0.0546875,0.4649501400999725,0.0148589459713548,2.7946077304695904e-16,1.3624032823140042e-15,1.0000000000000009,,,,,,,,,,,,,0.0576286165714427,0.2834514457294205
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m2,orthogonal_all,all,2,False,fnlwgt,1024,256,512,14,134,0.3476358449417946,0.84765625,0.8928041465504629,0.063590169559645,0.0362862949759042,0.0028297995022629,0.037109375,0.4649501400999725,0.0148589459713548,2.7946077304695904e-16,1.3624032823140042e-15,1.0000000000000009,,,,,,,,,,,,,0.063590169559645,0.3476358449417946
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m3,orthogonal_all,all,3,False,fnlwgt,1024,256,512,14,134,0.2825008392403665,0.86328125,0.9348465741908364,0.0483504242619954,0.0279623150765591,0.0018132721695621,0.046875,0.4498528752010315,0.0114924840163439,2.776208835858813e-16,1.521289592314758e-15,1.0000000000000009,,,,,,,,,,,,,0.0483504242619954,0.2825008392403665
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m3,orthogonal_all,all,3,False,fnlwgt,1024,256,512,14,134,0.3454027792418748,0.84765625,0.8903379522227098,0.0565227217506644,0.0329383179050735,0.0023810722779249,0.033203125,0.4498528752010315,0.0114924840163439,2.776208835858813e-16,1.521289592314758e-15,1.0000000000000009,,,,,,,,,,,,,0.0565227217506644,0.3454027792418748
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m4,orthogonal_all,all,4,False,fnlwgt,1024,256,512,14,134,0.2822150674396548,0.8515625,0.9361076082387556,0.0568037517096453,0.0337126136278248,0.0024027648106615,0.05078125,0.5048279410693794,0.0085183640476316,2.374017636894145e-16,1.3531742466498141e-15,1.0000000000000009,,,,,,,,,,,,,0.0568037517096453,0.2822150674396548
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m4,orthogonal_all,all,4,False,fnlwgt,1024,256,512,14,134,0.3415334546175317,0.84375,0.8929922461178339,0.0609560616845645,0.0370379990954672,0.0027864758928566,0.037109375,0.5048279410693794,0.0085183640476316,2.374017636894145e-16,1.3531742466498141e-15,1.0000000000000009,,,,,,,,,,,,,0.0609560616845645,0.3415334546175317
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m5,orthogonal_all,all,5,False,fnlwgt,1024,256,512,14,134,0.2788685303756294,0.859375,0.9408995376208492,0.0511607029684655,0.0304398421415301,0.0019705088655193,0.04296875,0.3598364039789885,0.0070828408934175,3.0882863797379354e-16,1.4721794707117721e-15,1.0000000000000009,,,,,,,,,,,,,0.0511607029684655,0.2788685303756294
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m5,orthogonal_all,all,5,False,fnlwgt,1024,256,512,14,134,0.3505846580688279,0.841796875,0.8873283591447739,0.0598469092297287,0.036449776832638,0.0027971478884465,0.04296875,0.3598364039789885,0.0070828408934175,3.0882863797379354e-16,1.4721794707117721e-15,1.0000000000000009,,,,,,,,,,,,,0.0598469092297287,0.3505846580688279
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m6,orthogonal_all,all,6,False,fnlwgt,1024,256,512,14,134,0.2855176071658692,0.84765625,0.9332492643968052,0.0556839056684007,0.0309179258137253,0.0021453160636063,0.0625,0.5012756080832332,0.0072647449560463,2.922576071598853e-16,1.4762621532086328e-15,1.0000000000000009,,,,,,,,,,,,,0.0556839056684007,0.2855176071658692
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m6,orthogonal_all,all,6,False,fnlwgt,1024,256,512,14,134,0.3530440059816738,0.841796875,0.8887495558760214,0.0591291832412654,0.0347519067660798,0.0024382269007655,0.03515625,0.5012756080832332,0.0072647449560463,2.922576071598853e-16,1.4762621532086328e-15,1.0000000000000009,,,,,,,,,,,,,0.0591291832412654,0.3530440059816738
adult,1590,2,development,classification,catboost,0,validation,orthogonal_all__m7,orthogonal_all,all,7,False,fnlwgt,1024,256,512,14,134,0.2793963095379903,0.859375,0.9366120218579236,0.0516089750452198,0.0294935465512428,0.0018912474974873,0.04296875,0.541513271164149,0.0065274639055132,3.5080783333317307e-16,1.463634065682681e-15,1.0000000000000009,,,,,,,,,,,,,0.0516089750452198,0.2793963095379903
adult,1590,2,development,classification,catboost,0,test,orthogonal_all__m7,orthogonal_all,all,7,False,fnlwgt,1024,256,512,14,134,0.3481503771779205,0.837890625,0.8907559512613121,0.0631553628607807,0.0377056667229698,0.0027967114436544,0.04296875,0.541513271164149,0.0065274639055132,3.5080783333317307e-16,1.463634065682681e-15,1.0000000000000009,,,,,,,,,,,,,0.0631553628607807,0.3481503771779205
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m0,condition_le_3_all,all,0,False,fnlwgt,1024,256,512,14,134,0.2813732375806738,0.87109375,0.9352669188734762,0.0565697547847544,0.0339466105642586,0.0024465606652631,0.0546875,0.50358767202124,0.0059462788049131,3.5783756503887004e-16,2.590961997896876,3.0,,,,,,,,,,,,,0.0565697547847544,0.2813732375806738
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m0,condition_le_3_all,all,0,False,fnlwgt,1024,256,512,14,134,0.3428639609708611,0.833984375,0.894685142224173,0.0592962013252104,0.0347190446455747,0.00258765939586,0.0390625,0.50358767202124,0.0059462788049131,3.5783756503887004e-16,2.590961997896876,3.0,,,,,,,,,,,,,0.0592962013252104,0.3428639609708611
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m1,condition_le_3_all,all,1,False,fnlwgt,1024,256,512,14,134,0.2835174759204527,0.84375,0.9355191256830602,0.0517531995515607,0.0298649644862943,0.0019320600216287,0.03515625,0.4541237279772758,0.0102479599881917,3.4564318878166823e-16,2.5909619978968768,3.0000000000000013,,,,,,,,,,,,,0.0517531995515607,0.2835174759204527
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m1,condition_le_3_all,all,1,False,fnlwgt,1024,256,512,14,134,0.3402882699061262,0.84375,0.8954166405417268,0.0627188503623809,0.0369745302712033,0.0027811582545562,0.037109375,0.4541237279772758,0.0102479599881917,3.4564318878166823e-16,2.5909619978968768,3.0000000000000013,,,,,,,,,,,,,0.0627188503623809,0.3402882699061262
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m2,condition_le_3_all,all,2,False,fnlwgt,1024,256,512,14,134,0.2772434457066003,0.86328125,0.9349306431273644,0.0594516196766658,0.0335734141789934,0.0025120251230456,0.0390625,0.4724736949428916,0.0298990460578352,3.26613298899422e-16,2.5909619978968768,3.0000000000000004,,,,,,,,,,,,,0.0594516196766658,0.2772434457066003
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m2,condition_le_3_all,all,2,False,fnlwgt,1024,256,512,14,134,0.3462861626140818,0.841796875,0.8918427487616778,0.0601981137948824,0.0354698902279197,0.0026376020643918,0.0390625,0.4724736949428916,0.0298990460578352,3.26613298899422e-16,2.5909619978968768,3.0000000000000004,,,,,,,,,,,,,0.0601981137948824,0.3462861626140818
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m3,condition_le_3_all,all,3,False,fnlwgt,1024,256,512,14,134,0.2894368322707653,0.8515625,0.928709541824296,0.0584555439360322,0.0332900544809777,0.0024284479525317,0.05078125,0.3207662699278444,0.0100064668804407,3.215512439034994e-16,2.5909619978968776,3.000000000000002,,,,,,,,,,,,,0.0584555439360322,0.2894368322707653
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m3,condition_le_3_all,all,3,False,fnlwgt,1024,256,512,14,134,0.3354315339526459,0.845703125,0.8971931364557861,0.0608800288998063,0.0363750254723064,0.002779544218151,0.03125,0.3207662699278444,0.0100064668804407,3.215512439034994e-16,2.5909619978968776,3.000000000000002,,,,,,,,,,,,,0.0608800288998063,0.3354315339526459
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m4,condition_le_3_all,all,4,False,fnlwgt,1024,256,512,14,134,0.2756263932983519,0.8671875,0.9377889869693148,0.065806549349957,0.0365390928497871,0.0029546574769624,0.05859375,0.5369283929467201,0.0042340990621596,4.460357834290702e-16,2.590961997896877,3.0000000000000013,,,,,,,,,,,,,0.065806549349957,0.2756263932983519
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m4,condition_le_3_all,all,4,False,fnlwgt,1024,256,512,14,134,0.3508010291001746,0.833984375,0.8883315568374193,0.0677041516552915,0.0398588829404523,0.0032296454971198,0.0546875,0.5369283929467201,0.0042340990621596,4.460357834290702e-16,2.590961997896877,3.0000000000000013,,,,,,,,,,,,,0.0677041516552915,0.3508010291001746
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m5,condition_le_3_all,all,5,False,fnlwgt,1024,256,512,14,134,0.284712947900999,0.85546875,0.9324926439680538,0.0663061499253938,0.0373954171061832,0.003021081425049,0.0703125,0.5067008510231972,0.016285354970023,3.138474002888056e-16,2.5909619978968768,3.0000000000000027,,,,,,,,,,,,,0.0663061499253938,0.284712947900999
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m5,condition_le_3_all,all,5,False,fnlwgt,1024,256,512,14,134,0.3326625727552064,0.849609375,0.9000982297740715,0.0660631881256314,0.0377069629076623,0.0031024238770792,0.0390625,0.5067008510231972,0.016285354970023,3.138474002888056e-16,2.5909619978968768,3.0000000000000027,,,,,,,,,,,,,0.0660631881256314,0.3326625727552064
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m6,condition_le_3_all,all,6,False,fnlwgt,1024,256,512,14,134,0.2788987360595214,0.85546875,0.9369482976040352,0.054699157167353,0.0318817897757225,0.0021865967281028,0.046875,0.4283281140960753,0.0075278719887137,3.87276740529974e-16,2.590961997896876,3.0000000000000013,,,,,,,,,,,,,0.054699157167353,0.2788987360595214
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m6,condition_le_3_all,all,6,False,fnlwgt,1024,256,512,14,134,0.3484541895859877,0.837890625,0.8887913557798817,0.0627464958045481,0.0377564960082208,0.002925689749522,0.0390625,0.4283281140960753,0.0075278719887137,3.87276740529974e-16,2.590961997896876,3.0000000000000013,,,,,,,,,,,,,0.0627464958045481,0.3484541895859877
adult,1590,2,development,classification,catboost,0,validation,condition_le_3_all__m7,condition_le_3_all,all,7,False,fnlwgt,1024,256,512,14,134,0.2836486717174888,0.85546875,0.9358554014291718,0.0614499047495738,0.0381020081502012,0.0028641960887274,0.046875,0.4046362100634724,0.0211834250949323,3.068055872576324e-16,2.5909619978968768,3.0000000000000013,,,,,,,,,,,,,0.0614499047495738,0.2836486717174888
adult,1590,2,development,classification,catboost,0,test,condition_le_3_all__m7,condition_le_3_all,all,7,False,fnlwgt,1024,256,512,14,134,0.3382333722319864,0.85546875,0.8938073442431083,0.0638316425977058,0.038401900209393,0.0030563899618097,0.041015625,0.4046362100634724,0.0211834250949323,3.068055872576324e-16,2.5909619978968768,3.0000000000000013,,,,,,,,,,,,,0.0638316425977058,0.3382333722319864
adult,1590,2,development,classification,catboost,1,validation,rbf_reference,reference,reference,-1,True,fnlwgt,1024,256,512,14,134,0.2698466492402579,0.87109375,0.9403110550651534,0.0,0.0,0.0,0.0,0.4830801540520042,0.0063454599585384,0.0,0.0,1.0,,,,,,,,,,,,,0.0,0.2698466492402579
adult,1590,2,development,classification,catboost,1,test,rbf_reference,reference,reference,-1,True,fnlwgt,1024,256,512,14,134,0.3443807720011886,0.84375,0.8936401446276674,0.0,0.0,0.0,0.0,0.4830801540520042,0.0063454599585384,0.0,0.0,1.0,,,,,,,,,,,,,0.0,0.3443807720011886
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m0,orthogonal_one,one,0,False,fnlwgt,1024,256,512,14,134,0.2740774063030097,0.8671875,0.937620849096259,0.0388635772401,0.0239769205424297,0.0011983426534559,0.02734375,0.4567990680225193,0.0343556010629981,2.557101502027146e-16,1.5558636408471462e-15,1.0000000000000009,,,,,,,,,,,,,0.0388635772401,0.2740774063030097
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m0,orthogonal_one,one,0,False,fnlwgt,1024,256,512,14,134,0.3439027108904759,0.84375,0.8933475453006458,0.0472124925211124,0.0272196266750867,0.0016105097663875,0.02734375,0.4567990680225193,0.0343556010629981,2.557101502027146e-16,1.5558636408471462e-15,1.0000000000000009,,,,,,,,,,,,,0.0472124925211124,0.3439027108904759
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m1,orthogonal_one,one,1,False,fnlwgt,1024,256,512,14,134,0.271588451258529,0.8515625,0.9396385035729298,0.0438733228677317,0.0249244862463248,0.0013685712074122,0.05859375,0.4582220630254596,0.0269529081415385,2.7119444925864643e-16,1.7136090580164686e-15,1.0000000000000009,,,,,,,,,,,,,0.0438733228677317,0.271588451258529
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m1,orthogonal_one,one,1,False,fnlwgt,1024,256,512,14,134,0.3461828299219498,0.83984375,0.8929922461178339,0.0446806935825157,0.0264753459494885,0.0014646480995208,0.02734375,0.4582220630254596,0.0269529081415385,2.7119444925864643e-16,1.7136090580164686e-15,1.0000000000000009,,,,,,,,,,,,,0.0446806935825157,0.3461828299219498
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m2,orthogonal_one,one,2,False,fnlwgt,1024,256,512,14,134,0.281516872610945,0.8515625,0.9341740226986128,0.0454489591032176,0.0257735261897833,0.0015224368061248,0.04296875,0.4258620790205896,0.0486068211030215,1.899461386667453e-16,1.1842145550740694e-15,1.0000000000000009,,,,,,,,,,,,,0.0454489591032176,0.281516872610945
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m2,orthogonal_one,one,2,False,fnlwgt,1024,256,512,14,134,0.3374362405261789,0.841796875,0.8961481388592806,0.0467482716157756,0.0276553790699881,0.0015611509580445,0.029296875,0.4258620790205896,0.0486068211030215,1.899461386667453e-16,1.1842145550740694e-15,1.0000000000000009,,,,,,,,,,,,,0.0467482716157756,0.3374362405261789
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m3,orthogonal_one,one,3,False,fnlwgt,1024,256,512,14,134,0.279379870333412,0.84375,0.935771332492644,0.0469243152314639,0.0257790573546904,0.0016677597028822,0.04296875,0.4234550420660525,0.0382365579716861,2.1399139560768894e-16,8.701220795013269e-16,1.0000000000000004,,,,,,,,,,,,,0.0469243152314639,0.279379870333412
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m3,orthogonal_one,one,3,False,fnlwgt,1024,256,512,14,134,0.344038768988361,0.84375,0.8942253432817104,0.0521036049964225,0.0306997667765133,0.001955246214327,0.01953125,0.4234550420660525,0.0382365579716861,2.1399139560768894e-16,8.701220795013269e-16,1.0000000000000004,,,,,,,,,,,,,0.0521036049964225,0.344038768988361
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m4,orthogonal_one,one,4,False,fnlwgt,1024,256,512,14,134,0.2800922177071736,0.84765625,0.937452711223203,0.0465089695364032,0.0267706073579538,0.0015362865430316,0.0390625,0.4211539051029831,0.0059788879007101,2.134727148204445e-16,1.392742029394138e-15,1.0000000000000002,,,,,,,,,,,,,0.0465089695364032,0.2800922177071736
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m4,orthogonal_one,one,4,False,fnlwgt,1024,256,512,14,134,0.3386931055538198,0.84765625,0.8957092398687484,0.0470681965618247,0.028216369422724,0.0016034029196831,0.0234375,0.4211539051029831,0.0059788879007101,2.134727148204445e-16,1.392742029394138e-15,1.0000000000000002,,,,,,,,,,,,,0.0470681965618247,0.3386931055538198
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m5,orthogonal_one,one,5,False,fnlwgt,1024,256,512,14,134,0.2794852806778097,0.859375,0.9360235393022278,0.0429649452392069,0.0252709831216537,0.0013769968560257,0.03515625,0.5248642868828028,0.0056374138221144,2.431912285600337e-16,1.4456190028794874e-15,1.0000000000000009,,,,,,,,,,,,,0.0429649452392069,0.2794852806778097
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m5,orthogonal_one,one,5,False,fnlwgt,1024,256,512,14,134,0.3441172442037675,0.845703125,0.8923861475118607,0.0492993420221313,0.02876329396845,0.0017849029777341,0.021484375,0.5248642868828028,0.0056374138221144,2.431912285600337e-16,1.4456190028794874e-15,1.0000000000000009,,,,,,,,,,,,,0.0492993420221313,0.3441172442037675
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m6,orthogonal_one,one,6,False,fnlwgt,1024,256,512,14,134,0.2719661514743861,0.87109375,0.9408154686843212,0.0469559080621566,0.0277413151017005,0.0016196426508498,0.0234375,0.4125192258507013,0.0057213399559259,1.7405557292319658e-16,8.732999237279891e-16,1.0000000000000009,,,,,,,,,,,,,0.0469559080621566,0.2719661514743861
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m6,orthogonal_one,one,6,False,fnlwgt,1024,256,512,14,134,0.3394144623661138,0.841796875,0.8944970426568019,0.0483121442388163,0.0288475189712605,0.0016656494196759,0.033203125,0.4125192258507013,0.0057213399559259,1.7405557292319658e-16,8.732999237279891e-16,1.0000000000000009,,,,,,,,,,,,,0.0483121442388163,0.3394144623661138
adult,1590,2,development,classification,catboost,1,validation,orthogonal_one__m7,orthogonal_one,one,7,False,fnlwgt,1024,256,512,14,134,0.2704519158437026,0.8671875,0.9398907103825136,0.0425616756110989,0.0241649806174938,0.0014056743809968,0.02734375,0.4539164658635854,0.0477772918529808,2.535718824444818e-16,7.581987103744593e-16,1.0000000000000004,,,,,,,,,,,,,0.0425616756110989,0.2704519158437026
adult,1590,2,development,classification,catboost,1,test,orthogonal_one__m7,orthogonal_one,one,7,False,fnlwgt,1024,256,512,14,134,0.3401612638863199,0.84765625,0.8955420402533073,0.048703993498681,0.0276568429046987,0.0017120674329586,0.015625,0.4539164658635854,0.0477772918529808,2.535718824444818e-16,7.581987103744593e-16,1.0000000000000004,,,,,,,,,,,,,0.048703993498681,0.3401612638863199
