dataset,problem_type,model,model_seed,variant,scope,task_original,oracle_best_basis_task,validation_selected_basis_task,oracle_best_relative_gain,validation_selected_relative_gain,validation_selected_representation_id
house_16H,regression,controlled_mlp,2,condition_le_3_all,all,34582.52622109668,34444.28516994027,35758.53380640232,0.0039974248923458746,-0.03400583224565677,condition_le_3_all__m4
house_16H,regression,controlled_mlp,2,orthogonal_all,all,34582.52622109668,34060.13668121366,35520.35472051975,0.015105592244569543,-0.027118565411538724,orthogonal_all__m4
house_16H,regression,controlled_mlp,2,orthogonal_one,one,34582.52622109668,34224.87765819884,34224.87765819884,0.01034188655308996,0.01034188655308996,orthogonal_one__m0
house_16H,regression,tabicl_v2,0,condition_le_3_all,all,31199.82903640756,30840.01924347144,32858.43491582944,0.011532428351330063,-0.05316073615295878,condition_le_3_all__m5
house_16H,regression,tabicl_v2,0,orthogonal_all,all,31199.82903640756,29974.234463539957,30362.279298871872,0.03928209258574579,0.026844689967959013,orthogonal_all__m5
house_16H,regression,tabicl_v2,0,orthogonal_one,one,31199.82903640756,30950.199500100185,31613.85475546893,0.008000990518764595,-0.013270127813144015,orthogonal_one__m7
house_16H,regression,tabicl_v2,1,condition_le_3_all,all,31199.82903640756,30840.01924347144,32858.43491582944,0.011532428351330063,-0.05316073615295878,condition_le_3_all__m5
house_16H,regression,tabicl_v2,1,orthogonal_all,all,31199.82903640756,29974.234463539957,30362.279298871872,0.03928209258574579,0.026844689967959013,orthogonal_all__m5
house_16H,regression,tabicl_v2,1,orthogonal_one,one,31199.82903640756,30950.199500100185,31613.85475546893,0.008000990518764595,-0.013270127813144015,orthogonal_one__m7
house_16H,regression,tabicl_v2,2,condition_le_3_all,all,31199.82903640756,30840.01924347144,32858.43491582944,0.011532428351330063,-0.05316073615295878,condition_le_3_all__m5
house_16H,regression,tabicl_v2,2,orthogonal_all,all,31199.82903640756,29974.234463539957,30362.279298871872,0.03928209258574579,0.026844689967959013,orthogonal_all__m5
house_16H,regression,tabicl_v2,2,orthogonal_one,one,31199.82903640756,30950.199500100185,31613.85475546893,0.008000990518764595,-0.013270127813144015,orthogonal_one__m7
house_16H,regression,tabm_d,0,condition_le_3_all,all,32600.462808318527,32889.88929404305,34412.80601249609,-0.008877987022033119,-0.05559256059748682,condition_le_3_all__m5
house_16H,regression,tabm_d,0,orthogonal_all,all,32600.462808318527,32665.14013078298,32665.14013078298,-0.001983938781628265,-0.001983938781628265,orthogonal_all__m7
house_16H,regression,tabm_d,0,orthogonal_one,one,32600.462808318527,31874.48571735798,32392.54504555689,0.02226891977666348,0.006377754941214631,orthogonal_one__m5
house_16H,regression,tabm_d,1,condition_le_3_all,all,33142.88866885011,32230.141531810557,34469.77804504375,0.027539758110988407,-0.040035417233885845,condition_le_3_all__m5
house_16H,regression,tabm_d,1,orthogonal_all,all,33142.88866885011,31985.969128171386,33608.66341131367,0.034907021902592095,-0.014053534896049241,orthogonal_all__m2
house_16H,regression,tabm_d,1,orthogonal_one,one,33142.88866885011,32795.97488273329,33271.85895914013,0.010467216348672492,-0.003891341264143921,orthogonal_one__m2
house_16H,regression,tabm_d,2,condition_le_3_all,all,32825.21844046265,32101.83373159693,33563.62584140984,0.022037468240394997,-0.02249512527346887,condition_le_3_all__m4
house_16H,regression,tabm_d,2,orthogonal_all,all,32825.21844046265,32308.52659814752,32308.52659814752,0.01574069775810608,0.01574069775810608,orthogonal_all__m7
house_16H,regression,tabm_d,2,orthogonal_one,one,32825.21844046265,31906.280164743057,33009.40127920797,0.027994886839407866,-0.005611016392149176,orthogonal_one__m5
house_16H,regression,tabpfn_2_6,0,condition_le_3_all,all,31369.48447927035,31810.837435284346,32347.214036330348,-0.014069499812967914,-0.03116817420783888,condition_le_3_all__m1
house_16H,regression,tabpfn_2_6,0,orthogonal_all,all,31369.48447927035,31396.01809736072,31704.664422584174,-0.0008458417003283141,-0.01068490441834696,orthogonal_all__m7
house_16H,regression,tabpfn_2_6,0,orthogonal_one,one,31369.48447927035,30959.06958113277,31215.701119492976,0.013083252879364064,0.004902323462758803,orthogonal_one__m2
house_16H,regression,tabpfn_2_6,1,condition_le_3_all,all,31882.828313849022,31483.29686601806,31961.346999438338,0.012531242332017871,-0.0024627264813645447,condition_le_3_all__m3
house_16H,regression,tabpfn_2_6,1,orthogonal_all,all,31882.828313849022,31904.051534145867,34372.5881556999,-0.0006656630361624973,-0.0780909340081788,orthogonal_all__m5
house_16H,regression,tabpfn_2_6,1,orthogonal_one,one,31882.828313849022,31199.504527859805,31262.169060732165,0.021432345313367348,0.019466881890376705,orthogonal_one__m2
house_16H,regression,tabpfn_2_6,2,condition_le_3_all,all,30246.287282577952,31197.884601112448,33047.49054881982,-0.031461624021624016,-0.09261312768973726,condition_le_3_all__m5
house_16H,regression,tabpfn_2_6,2,orthogonal_all,all,30246.287282577952,31819.8526972815,31819.8526972815,-0.0520250766648617,-0.0520250766648617,orthogonal_all__m2
house_16H,regression,tabpfn_2_6,2,orthogonal_one,one,30246.287282577952,30416.016760566232,30623.962605634257,-0.005611580568635436,-0.012486667190847182,orthogonal_one__m7
pendigits,classification,catboost,0,condition_le_3_all,all,0.2021546650299054,0.225778483603099,0.225778483603099,-0.116860120787709,-0.116860120787709,condition_le_3_all__m3
pendigits,classification,catboost,0,orthogonal_all,all,0.2021546650299054,0.2150741613606048,0.2180430041356357,-0.06390896954462165,-0.07859496640050281,orthogonal_all__m5
pendigits,classification,catboost,0,orthogonal_one,one,0.2021546650299054,0.1989718454662939,0.1999289417484125,0.015744477443251925,0.01101000207521127,orthogonal_one__m3
pendigits,classification,catboost,1,condition_le_3_all,all,0.2053397364866351,0.2202512259729685,0.2303091832646893,-0.0726186258026291,-0.12160065657666505,condition_le_3_all__m3
pendigits,classification,catboost,1,orthogonal_all,all,0.2053397364866351,0.2173193827289416,0.2271794854642684,-0.058340613693571367,-0.10635909713001301,orthogonal_all__m2
pendigits,classification,catboost,1,orthogonal_one,one,0.2053397364866351,0.1978600283265464,0.1978600283265464,0.036426014214620966,0.036426014214620966,orthogonal_one__m2
pendigits,classification,catboost,2,condition_le_3_all,all,0.1994194346830453,0.2147445435070933,0.2272658130734496,-0.07684862234418392,-0.1396372346289266,condition_le_3_all__m4
pendigits,classification,catboost,2,orthogonal_all,all,0.1994194346830453,0.2187344095539285,0.2187344095539285,-0.09685603061498087,-0.09685603061498087,orthogonal_all__m0
pendigits,classification,catboost,2,orthogonal_one,one,0.1994194346830453,0.1940742554126845,0.1940742554126845,0.02680370285301608,0.02680370285301608,orthogonal_one__m2
pendigits,classification,controlled_mlp,0,condition_le_3_all,all,0.1920876279380284,0.1633560103492732,0.1633560103492732,0.14957557598672955,0.14957557598672955,condition_le_3_all__m6
pendigits,classification,controlled_mlp,0,orthogonal_all,all,0.1920876279380284,0.1641609245300264,0.1641609245300264,0.14538522708506635,0.14538522708506635,orthogonal_all__m6
pendigits,classification,controlled_mlp,0,orthogonal_one,one,0.1920876279380284,0.1822441080575675,0.1924294442169835,0.0512449447480117,-0.00177948097243088,orthogonal_one__m7
pendigits,classification,controlled_mlp,1,condition_le_3_all,all,0.1936937533119066,0.167301107839948,0.207687968135361,0.13625966258941927,-0.07224917987375358,condition_le_3_all__m5
pendigits,classification,controlled_mlp,1,orthogonal_all,all,0.1936937533119066,0.1660851548739024,0.1913341980547156,0.1425373713190732,0.01218188618293432,orthogonal_all__m2
pendigits,classification,controlled_mlp,1,orthogonal_one,one,0.1936937533119066,0.1723362309483632,0.179301770462862,0.11026438384489982,0.0743027723040148,orthogonal_one__m3
pendigits,classification,controlled_mlp,2,condition_le_3_all,all,0.1874404981332604,0.1474223734493748,0.1638645849059153,0.2134977503924195,0.1257781187210881,condition_le_3_all__m6
pendigits,classification,controlled_mlp,2,orthogonal_all,all,0.1874404981332604,0.1639804684859659,0.1849754892294796,0.12515987676588258,0.01315088749939368,orthogonal_all__m6
pendigits,classification,controlled_mlp,2,orthogonal_one,one,0.1874404981332604,0.1760165770338283,0.1851083440304317,0.0609469202931284,0.012442103633178998,orthogonal_one__m2
pendigits,classification,tabicl_v2,0,condition_le_3_all,all,0.0317709272738748,0.0325361680407801,0.0325361680407801,-0.024086195543135853,-0.024086195543135853,condition_le_3_all__m2
pendigits,classification,tabicl_v2,0,orthogonal_all,all,0.0317709272738748,0.0313748017369672,0.0313748017369672,0.012468176754580671,0.012468176754580671,orthogonal_all__m4
pendigits,classification,tabicl_v2,0,orthogonal_one,one,0.0317709272738748,0.0301788729612614,0.0328506743846638,0.05011041380345695,-0.033985382342833596,orthogonal_one__m2
pendigits,classification,tabicl_v2,1,condition_le_3_all,all,0.0317709272738748,0.0325361680407801,0.0325361680407801,-0.024086195543135853,-0.024086195543135853,condition_le_3_all__m2
pendigits,classification,tabicl_v2,1,orthogonal_all,all,0.0317709272738748,0.0313748017369672,0.0313748017369672,0.012468176754580671,0.012468176754580671,orthogonal_all__m4
pendigits,classification,tabicl_v2,1,orthogonal_one,one,0.0317709272738748,0.0301788729612614,0.0328506743846638,0.05011041380345695,-0.033985382342833596,orthogonal_one__m2
pendigits,classification,tabicl_v2,2,condition_le_3_all,all,0.0317709272738748,0.0325361680407801,0.0325361680407801,-0.024086195543135853,-0.024086195543135853,condition_le_3_all__m2
pendigits,classification,tabicl_v2,2,orthogonal_all,all,0.0317709272738748,0.0313748017369672,0.0313748017369672,0.012468176754580671,0.012468176754580671,orthogonal_all__m4
pendigits,classification,tabicl_v2,2,orthogonal_one,one,0.0317709272738748,0.0301788729612614,0.0328506743846638,0.05011041380345695,-0.033985382342833596,orthogonal_one__m2
pendigits,classification,tabm_d,0,condition_le_3_all,all,0.0870644125069854,0.0902292113662736,0.0902292113662736,-0.03635008573720373,-0.03635008573720373,condition_le_3_all__m2
pendigits,classification,tabm_d,0,orthogonal_all,all,0.0870644125069854,0.0916713018985932,0.0916713018985932,-0.05291357581076158,-0.05291357581076158,orthogonal_all__m1
pendigits,classification,tabm_d,0,orthogonal_one,one,0.0870644125069854,0.0596639718464503,0.0596639718464503,0.31471458741350483,0.31471458741350483,orthogonal_one__m6
pendigits,classification,tabm_d,1,condition_le_3_all,all,0.0691728378280993,0.0941978213291821,0.1026029760348876,-0.3617747122544275,-0.48328417998210793,condition_le_3_all__m7
pendigits,classification,tabm_d,1,orthogonal_all,all,0.0691728378280993,0.0979156121065846,0.1032483331131186,-0.41552110887677723,-0.49261381135901866,orthogonal_all__m2
pendigits,classification,tabm_d,1,orthogonal_one,one,0.0691728378280993,0.0627440822777126,0.0627440822777126,0.09293757133924065,0.09293757133924065,orthogonal_one__m0
pendigits,classification,tabm_d,2,condition_le_3_all,all,0.0742771911340229,0.0942674422379849,0.1040813513430533,-0.26913041269819116,-0.4012558869552959,condition_le_3_all__m4
pendigits,classification,tabm_d,2,orthogonal_all,all,0.0742771911340229,0.0902504492890988,0.0930899713222671,-0.21504930263523792,-0.2532780238592914,orthogonal_all__m1
pendigits,classification,tabm_d,2,orthogonal_one,one,0.0742771911340229,0.0613558676660135,0.0613558676660135,0.17396085219074395,0.17396085219074395,orthogonal_one__m0
pendigits,classification,tabpfn_2_6,0,condition_le_3_all,all,0.0507951503393826,0.050310313473543,0.0634384070852865,0.009544944007453779,-0.2489067688830385,condition_le_3_all__m6
pendigits,classification,tabpfn_2_6,0,orthogonal_all,all,0.0507951503393826,0.0584501986892036,0.0705426862755123,-0.15070431524810093,-0.38876813641043595,orthogonal_all__m4
pendigits,classification,tabpfn_2_6,0,orthogonal_one,one,0.0507951503393826,0.0460178230412674,0.0476138445750315,0.09405085458347855,0.06263010825040455,orthogonal_one__m2
pendigits,classification,tabpfn_2_6,1,condition_le_3_all,all,0.0669846267138609,0.0743698241784693,0.082455185091785,-0.1102521254041742,-0.23095684990542492,condition_le_3_all__m6
pendigits,classification,tabpfn_2_6,1,orthogonal_all,all,0.0669846267138609,0.0754197653834267,0.0843411581422539,-0.12592648617119703,-0.2591121616984613,orthogonal_all__m5
pendigits,classification,tabpfn_2_6,1,orthogonal_one,one,0.0669846267138609,0.0594850321753489,0.0620440789133921,0.11195993627833621,0.07375644297569064,orthogonal_one__m0
pendigits,classification,tabpfn_2_6,2,condition_le_3_all,all,0.0587229688643521,0.0703034028624191,0.0703034028624191,-0.19720450484745375,-0.19720450484745375,condition_le_3_all__m7
pendigits,classification,tabpfn_2_6,2,orthogonal_all,all,0.0587229688643521,0.0787786372315857,0.0866447597128014,-0.3415302181598048,-0.4754832970544731,orthogonal_all__m4
pendigits,classification,tabpfn_2_6,2,orthogonal_one,one,0.0587229688643521,0.0558405395729867,0.0558405395729867,0.04908521055915449,0.04908521055915449,orthogonal_one__m7
phoneme,classification,catboost,0,condition_le_3_all,all,0.299418439536789,0.2997844606101511,0.3041284324803255,-0.001222439987090947,-0.015730470544242533,condition_le_3_all__m4
phoneme,classification,catboost,0,orthogonal_all,all,0.299418439536789,0.2983259616832595,0.2983259616832595,0.003648665911223129,0.003648665911223129,orthogonal_all__m1
phoneme,classification,catboost,0,orthogonal_one,one,0.299418439536789,0.2919045705483665,0.2967783285579971,0.02509487725621279,0.008817462888645922,orthogonal_one__m2
phoneme,classification,catboost,1,condition_le_3_all,all,0.299176737420278,0.295831599664877,0.3099158663773227,0.011181142572264331,-0.03589560154190256,condition_le_3_all__m0
phoneme,classification,catboost,1,orthogonal_all,all,0.299176737420278,0.3017409127807597,0.30958572497562,-0.00857077118559387,-0.03479210196987883,orthogonal_all__m2
phoneme,classification,catboost,1,orthogonal_one,one,0.299176737420278,0.2891373845533415,0.3076658226340564,0.03355659585535698,-0.028374817129759256,orthogonal_one__m7
phoneme,classification,catboost,2,condition_le_3_all,all,0.297035459140436,0.3012461289426976,0.3012461289426976,-0.014175646956247132,-0.014175646956247132,condition_le_3_all__m4
phoneme,classification,catboost,2,orthogonal_all,all,0.297035459140436,0.3050793335332863,0.3118656383248921,-0.02708051899301098,-0.049927302374510533,orthogonal_all__m3
phoneme,classification,catboost,2,orthogonal_one,one,0.297035459140436,0.2982049763813864,0.3087539947105807,-0.003937298409875843,-0.039451638548663154,orthogonal_one__m7
phoneme,classification,controlled_mlp,0,condition_le_3_all,all,0.3585542106189193,0.3333958832855502,0.3333958832855502,0.07016603511625753,0.07016603511625753,condition_le_3_all__m2
phoneme,classification,controlled_mlp,0,orthogonal_all,all,0.3585542106189193,0.3446363254460024,0.3583135347315561,0.03881668311436776,0.0006712398857281947,orthogonal_all__m7
phoneme,classification,controlled_mlp,0,orthogonal_one,one,0.3585542106189193,0.3437416278717348,0.3537005139234958,0.041311975451677786,0.013536855938869868,orthogonal_one__m6
phoneme,classification,controlled_mlp,1,condition_le_3_all,all,0.3506957337800562,0.3326451968450385,0.3326451968450385,0.05147064875998272,0.05147064875998272,condition_le_3_all__m2
phoneme,classification,controlled_mlp,1,orthogonal_all,all,0.3506957337800562,0.3424674665280705,0.357751380476272,0.023462695605947107,-0.020118997799502252,orthogonal_all__m6
phoneme,classification,controlled_mlp,1,orthogonal_one,one,0.3506957337800562,0.3474222781554421,0.3525190846149783,0.00933417578061304,-0.005199238711200341,orthogonal_one__m0
phoneme,classification,controlled_mlp,2,condition_le_3_all,all,0.3612658719901438,0.34475514912355,0.34475514912355,0.045702415164874145,0.045702415164874145,condition_le_3_all__m2
phoneme,classification,controlled_mlp,2,orthogonal_all,all,0.3612658719901438,0.3439172256779818,0.3610008710960408,0.04802182452660614,0.0007335342600816136,orthogonal_all__m3
phoneme,classification,controlled_mlp,2,orthogonal_one,one,0.3612658719901438,0.3535103268501514,0.3655131186964631,0.021467693854580392,-0.01175656776800422,orthogonal_one__m7
phoneme,classification,tabicl_v2,0,condition_le_3_all,all,0.2751976286112713,0.2818208772346302,0.2818208772346302,-0.02406724453543355,-0.02406724453543355,condition_le_3_all__m4
phoneme,classification,tabicl_v2,0,orthogonal_all,all,0.2751976286112713,0.2852290378259614,0.2924328923205322,-0.03645165572578351,-0.06262867814753773,orthogonal_all__m2
phoneme,classification,tabicl_v2,0,orthogonal_one,one,0.2751976286112713,0.2783953536599873,0.2817791738024028,-0.011619740565544417,-0.023915704595072085,orthogonal_one__m2
phoneme,classification,tabicl_v2,1,condition_le_3_all,all,0.2751976286112713,0.2818208772346302,0.2818208772346302,-0.02406724453543355,-0.02406724453543355,condition_le_3_all__m4
phoneme,classification,tabicl_v2,1,orthogonal_all,all,0.2751976286112713,0.2852290378259614,0.2924328923205322,-0.03645165572578351,-0.06262867814753773,orthogonal_all__m2
phoneme,classification,tabicl_v2,1,orthogonal_one,one,0.2751976286112713,0.2783953536599873,0.2817791738024028,-0.011619740565544417,-0.023915704595072085,orthogonal_one__m2
phoneme,classification,tabicl_v2,2,condition_le_3_all,all,0.2751976286112713,0.2818208772346302,0.2818208772346302,-0.02406724453543355,-0.02406724453543355,condition_le_3_all__m4
phoneme,classification,tabicl_v2,2,orthogonal_all,all,0.2751976286112713,0.2852290378259614,0.2924328923205322,-0.03645165572578351,-0.06262867814753773,orthogonal_all__m2
phoneme,classification,tabicl_v2,2,orthogonal_one,one,0.2751976286112713,0.2783953536599873,0.2817791738024028,-0.011619740565544417,-0.023915704595072085,orthogonal_one__m2
phoneme,classification,tabm_d,0,condition_le_3_all,all,0.3352074138510377,0.315897874107344,0.3486434482591362,0.05760475140408034,-0.040082748331065565,condition_le_3_all__m2
phoneme,classification,tabm_d,0,orthogonal_all,all,0.3352074138510377,0.3268699692980713,0.3322773274156001,0.024872494486865633,0.00874111464831643,orthogonal_all__m3
phoneme,classification,tabm_d,0,orthogonal_one,one,0.3352074138510377,0.3129886052591027,0.3413327129607764,0.06628376245224922,-0.018273161202993868,orthogonal_one__m4
phoneme,classification,tabm_d,1,condition_le_3_all,all,0.3313458844398028,0.3191573435441728,0.3456606695156752,0.036784947295291776,-0.04320194017219807,condition_le_3_all__m2
phoneme,classification,tabm_d,1,orthogonal_all,all,0.3313458844398028,0.3205823940831847,0.327788438695091,0.03248415285077599,0.010736351081367008,orthogonal_all__m3
phoneme,classification,tabm_d,1,orthogonal_one,one,0.3313458844398028,0.3181226027186379,0.3331487073363604,0.03990778923818871,-0.005440909277040123,orthogonal_one__m4
phoneme,classification,tabm_d,2,condition_le_3_all,all,0.3244702335785402,0.3138805972559004,0.3455901577982782,0.032636695840626395,-0.06509048299071706,condition_le_3_all__m2
phoneme,classification,tabm_d,2,orthogonal_all,all,0.3244702335785402,0.3221441633530132,0.3336746784823896,0.007168824701955159,-0.028367609571869602,orthogonal_all__m3
phoneme,classification,tabm_d,2,orthogonal_one,one,0.3244702335785402,0.3111693282722868,0.3261974238091312,0.04099268262471852,-0.005323108414420709,orthogonal_one__m0
phoneme,classification,tabpfn_2_6,0,condition_le_3_all,all,0.2733860621868599,0.2684668547504603,0.278251843412249,0.017993629218146942,-0.017798205169886602,condition_le_3_all__m4
phoneme,classification,tabpfn_2_6,0,orthogonal_all,all,0.2733860621868599,0.2792478771852292,0.2899207128323009,-0.02144152833352102,-0.060480956904597254,orthogonal_all__m5
phoneme,classification,tabpfn_2_6,0,orthogonal_one,one,0.2733860621868599,0.2726641487192631,0.2746744717299465,0.002640637426144219,-0.004712784305024267,orthogonal_one__m6
phoneme,classification,tabpfn_2_6,1,condition_le_3_all,all,0.2720780444511647,0.2707624810080339,0.2707624810080339,0.0048352429384169015,0.0048352429384169015,condition_le_3_all__m2
phoneme,classification,tabpfn_2_6,1,orthogonal_all,all,0.2720780444511647,0.2783601074095166,0.2868431535808191,-0.023089194760364057,-0.05426791845493651,orthogonal_all__m2
phoneme,classification,tabpfn_2_6,1,orthogonal_one,one,0.2720780444511647,0.2708343468830101,0.2784081300158679,0.004571105951100727,-0.023265697816493243,orthogonal_one__m7
phoneme,classification,tabpfn_2_6,2,condition_le_3_all,all,0.2760179448922226,0.2786648396817399,0.2949300947944426,-0.009589575020388022,-0.06851782738113163,condition_le_3_all__m4
phoneme,classification,tabpfn_2_6,2,orthogonal_all,all,0.2760179448922226,0.2705216329239985,0.2705216329239985,0.019912879107806727,0.019912879107806727,orthogonal_all__m3
phoneme,classification,tabpfn_2_6,2,orthogonal_one,one,0.2760179448922226,0.2749944334170046,0.2749944334170046,0.0037081338157838313,0.0037081338157838313,orthogonal_one__m2
wine-quality-red,regression,catboost,0,condition_le_3_all,all,0.6547961723811623,0.643937617875853,0.6523912015707749,0.01658310626010869,0.0036728541060979526,condition_le_3_all__m0
wine-quality-red,regression,catboost,0,orthogonal_all,all,0.6547961723811623,0.6410114841838814,0.6528634440241636,0.021051876566646553,0.0029516488313764766,orthogonal_all__m3
wine-quality-red,regression,catboost,0,orthogonal_one,one,0.6547961723811623,0.6484267954371914,0.6553733140963303,0.00972726661001802,-0.000881406672047595,orthogonal_one__m6
wine-quality-red,regression,catboost,1,condition_le_3_all,all,0.6434968461287921,0.6392000225470994,0.643126577998969,0.006677303249490543,0.0005754000692475759,condition_le_3_all__m1
wine-quality-red,regression,catboost,1,orthogonal_all,all,0.6434968461287921,0.6443643316473862,0.6514272229889985,-0.0013480804510740921,-0.012323878365394737,orthogonal_all__m3
wine-quality-red,regression,catboost,1,orthogonal_one,one,0.6434968461287921,0.645249049494168,0.6512445265497263,-0.0027229400981790596,-0.012039966423368544,orthogonal_one__m4
wine-quality-red,regression,catboost,2,condition_le_3_all,all,0.6467352901325547,0.6430082386404739,0.6488385710248724,0.0057628701401418216,-0.003252151110984862,condition_le_3_all__m0
wine-quality-red,regression,catboost,2,orthogonal_all,all,0.6467352901325547,0.6409862419606778,0.653240216025716,0.008889337352688164,-0.01005809639957651,orthogonal_all__m2
wine-quality-red,regression,catboost,2,orthogonal_one,one,0.6467352901325547,0.6424691837952939,0.6424691837952939,0.006596371656766072,0.006596371656766072,orthogonal_one__m0
wine-quality-red,regression,controlled_mlp,0,condition_le_3_all,all,0.691096529890026,0.6930787922855733,0.7127188981704221,-0.0028682858469319277,-0.031287045072902996,condition_le_3_all__m7
wine-quality-red,regression,controlled_mlp,0,orthogonal_all,all,0.691096529890026,0.6919644358116711,0.6987170198681026,-0.0012558389227959304,-0.01102666508727699,orthogonal_all__m2
wine-quality-red,regression,controlled_mlp,0,orthogonal_one,one,0.691096529890026,0.689284525467726,0.7133144085577118,0.0026219266686064104,-0.032148734231412346,orthogonal_one__m6
wine-quality-red,regression,controlled_mlp,1,condition_le_3_all,all,0.6897238525837522,0.6936921803848406,0.6977524578766526,-0.005753502341876,-0.011640318459082854,condition_le_3_all__m7
wine-quality-red,regression,controlled_mlp,1,orthogonal_all,all,0.6897238525837522,0.6854414639836207,0.698318400850438,0.006208845154607033,-0.012460854057011294,orthogonal_all__m3
wine-quality-red,regression,controlled_mlp,1,orthogonal_one,one,0.6897238525837522,0.6900079069762133,0.7126156447847752,-0.00041183785568232086,-0.033189793444534064,orthogonal_one__m4
wine-quality-red,regression,controlled_mlp,2,condition_le_3_all,all,0.6962309332751172,0.6895704192799902,0.6955486251030736,0.009566529834857392,0.00098000266784183,condition_le_3_all__m3
wine-quality-red,regression,controlled_mlp,2,orthogonal_all,all,0.6962309332751172,0.6898549392708028,0.7001837389651709,0.009157872337446037,-0.00567743474346863,orthogonal_all__m2
wine-quality-red,regression,controlled_mlp,2,orthogonal_one,one,0.6962309332751172,0.6933356295613224,0.7056019181800409,0.004158539322829363,-0.013459592869340025,orthogonal_one__m1
wine-quality-red,regression,tabicl_v2,0,condition_le_3_all,all,0.6392270357231158,0.6350848986559778,0.6413715522450182,0.006479915328443865,-0.0033548589187509005,condition_le_3_all__m4
wine-quality-red,regression,tabicl_v2,0,orthogonal_all,all,0.6392270357231158,0.6249280459181906,0.638669354892008,0.02236918810661638,0.0008724299817464309,orthogonal_all__m2
wine-quality-red,regression,tabicl_v2,0,orthogonal_one,one,0.6392270357231158,0.6323947000471183,0.6345255617182689,0.010688433520757656,0.007354936105805371,orthogonal_one__m1
wine-quality-red,regression,tabicl_v2,1,condition_le_3_all,all,0.6392270357231158,0.6350848986559778,0.6413715522450182,0.006479915328443865,-0.0033548589187509005,condition_le_3_all__m4
wine-quality-red,regression,tabicl_v2,1,orthogonal_all,all,0.6392270357231158,0.6249280459181906,0.638669354892008,0.02236918810661638,0.0008724299817464309,orthogonal_all__m2
wine-quality-red,regression,tabicl_v2,1,orthogonal_one,one,0.6392270357231158,0.6323947000471183,0.6345255617182689,0.010688433520757656,0.007354936105805371,orthogonal_one__m1
wine-quality-red,regression,tabicl_v2,2,condition_le_3_all,all,0.6392270357231158,0.6350848986559778,0.6413715522450182,0.006479915328443865,-0.0033548589187509005,condition_le_3_all__m4
wine-quality-red,regression,tabicl_v2,2,orthogonal_all,all,0.6392270357231158,0.6249280459181906,0.638669354892008,0.02236918810661638,0.0008724299817464309,orthogonal_all__m2
wine-quality-red,regression,tabicl_v2,2,orthogonal_one,one,0.6392270357231158,0.6323947000471183,0.6345255617182689,0.010688433520757656,0.007354936105805371,orthogonal_one__m1
wine-quality-red,regression,tabm_d,0,condition_le_3_all,all,0.6734519602982222,0.680023486277289,0.6887061364925674,-0.009757972901521894,-0.02265072654564739,condition_le_3_all__m7
wine-quality-red,regression,tabm_d,0,orthogonal_all,all,0.6734519602982222,0.6909416045451459,0.6909416045451459,-0.025970143793447125,-0.025970143793447125,orthogonal_all__m6
wine-quality-red,regression,tabm_d,0,orthogonal_one,one,0.6734519602982222,0.6728503713877548,0.6780900265064487,0.0008932914980319533,-0.006887003797824912,orthogonal_one__m7
wine-quality-red,regression,tabm_d,1,condition_le_3_all,all,0.6722873576048889,0.6796903740240929,0.7057925719734423,-0.01101168471407562,-0.04983763860727657,condition_le_3_all__m0
wine-quality-red,regression,tabm_d,1,orthogonal_all,all,0.6722873576048889,0.6878892631733107,0.6878892631733107,-0.02320719762454793,-0.02320719762454793,orthogonal_all__m6
wine-quality-red,regression,tabm_d,1,orthogonal_one,one,0.6722873576048889,0.6699190132231051,0.6716503142247771,0.0035228155862120154,0.0009475760222256514,orthogonal_one__m0
wine-quality-red,regression,tabm_d,2,condition_le_3_all,all,0.6736118524271372,0.6766495519868059,0.6885085334581046,-0.004509569641216022,-0.022114636162193647,condition_le_3_all__m7
wine-quality-red,regression,tabm_d,2,orthogonal_all,all,0.6736118524271372,0.6920697293679221,0.6920697293679221,-0.02740135416898929,-0.02740135416898929,orthogonal_all__m6
wine-quality-red,regression,tabm_d,2,orthogonal_one,one,0.6736118524271372,0.6722419106928537,0.6724605007521963,0.0020337256972949294,0.0017092212240511116,orthogonal_one__m4
wine-quality-red,regression,tabpfn_2_6,0,condition_le_3_all,all,0.6487749137296394,0.6153303254490207,0.618756811550121,0.05155037220590789,0.046268900884209714,condition_le_3_all__m1
wine-quality-red,regression,tabpfn_2_6,0,orthogonal_all,all,0.6487749137296394,0.6192537538203892,0.6218144790154307,0.045502930653623264,0.041555914298874536,orthogonal_all__m2
wine-quality-red,regression,tabpfn_2_6,0,orthogonal_one,one,0.6487749137296394,0.6355489010266969,0.636136965327476,0.02038613457926341,0.019479711891927307,orthogonal_one__m3
wine-quality-red,regression,tabpfn_2_6,1,condition_le_3_all,all,0.6354549617066447,0.6227871755161504,0.6271758552851951,0.01993498666919276,0.013028628180373852,condition_le_3_all__m4
wine-quality-red,regression,tabpfn_2_6,1,orthogonal_all,all,0.6354549617066447,0.6260320796595211,0.6260320796595211,0.014828560031723602,0.014828560031723602,orthogonal_all__m4
wine-quality-red,regression,tabpfn_2_6,1,orthogonal_one,one,0.6354549617066447,0.6218374863532671,0.632548229859192,0.02142948938002644,0.004574253129830145,orthogonal_one__m5
wine-quality-red,regression,tabpfn_2_6,2,condition_le_3_all,all,0.6308499021905694,0.6201191013597761,0.6314442986022085,0.017010069738509135,-0.0009422152711368843,condition_le_3_all__m3
