dataset,model,seed,method,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
wine-quality-red,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m5,True,1.189548612990581e-15,1.1879655641192203e-15,1.214375584754649e-15
wine-quality-red,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m6,True,1.1171339864829719e-15,1.1120087042013126e-15,1.1339619292781473e-15
wine-quality-red,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m7,True,1.0738515663432919e-15,1.0727528541527857e-15,1.0675019544750663e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m0,True,1.0453332996904961e-15,1.0424025915611378e-15,1.0426575898212448e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m1,True,1.114297442468673e-15,1.1050403182928443e-15,1.1185400811520617e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m2,True,1.016502728776747e-15,1.0163043926543453e-15,1.0251671180402157e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m3,True,1.0486770263950763e-15,1.0416548973100703e-15,1.0473783201870357e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m4,True,1.0342347870520268e-15,1.030369858244333e-15,1.0380799716213025e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m5,True,1.1184371225820532e-15,1.1143409055393057e-15,1.1181165727699487e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m6,True,1.0818707732539083e-15,1.07339995136989e-15,1.0777663946351217e-15
wine-quality-red,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m7,True,1.030946587548982e-15,1.028207513101353e-15,1.024855012614522e-15
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m0,True,2.487081478767287e-15,2.8351046971745485e-15,2.537148178244475e-15
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m1,True,2.471794044774876e-15,2.8097178652100005e-15,2.5198044881458834e-15
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m2,True,1.5710605189658486e-15,1.585441858327927e-15,1.6013799132085912e-15
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m3,True,1.6104930263512376e-14,1.5807355317258677e-14,1.618328624744771e-14
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m4,True,1.4028454550186729e-15,1.3806795148123579e-15,1.4065289836615318e-15
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m5,True,2.0727628812136338e-15,2.086703671298283e-15,2.1408380173558623e-15
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m6,True,1.6077671181717784e-15,1.5833270287285808e-15,1.621028755043967e-15
wine-quality-red,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m7,True,2.5099013379514814e-15,2.880445618611588e-15,2.5563121540563933e-15
