source,task,operator,delta_actual,delta_theory,transferable_signal,noise_cost,gtr,nearest_support_distance,conditional_smoothness,sign_correct
ACS,acs_occupation,knn_5,0.0141361063924831,0.0137418816939204,0.0141361063924831,0.0003942246985627,35.85799277422271,5.613636363636363,1.9994025432802545,True
ACS,acs_occupation,knn_10,0.0123389610688835,0.0121428996475315,0.0123389610688835,0.0001960614213519,62.93416105933253,5.613636363636363,1.9994025432802545,True
ACS,acs_occupation,rbf_half,0.0001792365268571,0.0001735763404755,0.0001792365268571,5.660186381629686e-06,31.666188138054668,5.613636363636363,1.9994025432802545,True
ACS,acs_occupation,rbf,-9.507618562204556e-05,-0.0001006863527792,-9.5076185622045e-05,5.610167157229796e-06,-16.947121709113564,5.613636363636363,1.9994025432802545,True
ACS,acs_occupation,rbf_double,-0.0001538996004716,-0.0001595074804989,-0.0001538996004716,5.607880027345718e-06,-27.44345451777889,5.613636363636363,1.9994025432802545,True
ACS,acs_occupation,kernel_ridge,0.0139308062967374,0.0136977740194291,0.0139308062967374,0.0002330322773083,59.780586868243375,5.613636363636363,1.9994025432802545,True
ACS,acs_occupation,harmonic,3.453806295241745e-05,2.891937228260941e-05,3.453806295241474e-05,5.618690669805332e-06,6.146994910757627,5.613636363636363,1.9994025432802545,True
ACS,acs_industry,knn_1,0.0001632198535856,-0.0010473990598587,0.0001632198535856,0.0012106189134444,0.1348234789437299,4.395833333333333,1.9778846073595284,False
ACS,acs_industry,knn_3,0.0041488657437359,0.0037731826312132,0.0041488657437359,0.0003756831125226,11.043524729864268,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,knn_5,0.0044029888504767,0.0041733869796827,0.0044029888504767,0.0002296018707939,19.176624455413915,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,knn_10,0.0040112330258894,0.0039075727392606,0.0040112330258894,0.0001036602866287,38.69594766078061,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,rbf_half,0.0003589381789128,0.0003516194786055,0.0003589381789127,7.318700307211394e-06,49.04397828110572,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,rbf,7.76672039700122e-06,6.107671906097781e-07,7.766720396998328e-06,7.15595320638855e-06,1.0853509201352112,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,rbf_double,-7.679539947942149e-05,-8.397367361953457e-05,-7.67953994794228e-05,7.17827414011178e-06,-10.69830964664536,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,kernel_ridge,0.0075546194673079,0.0072747931569262,0.0075546194673079,0.0002798263103816,26.9975309219678,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,harmonic,0.0001610778439841,0.0001539295515155,0.0001610778439841,7.148292468579672e-06,22.53375119893193,4.395833333333333,1.9778846073595284,True
ACS,acs_industry,knn_1,-0.00503682862807,-0.0064028008529333,-0.00503682862807,0.0013659722248632,-3.687358012403532,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,knn_3,0.0021741863287929,0.0017352107659401,0.0021741863287929,0.0004389755628527,4.952864151853164,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,knn_5,0.0022659709242677,0.0019928484902058,0.0022659709242677,0.0002731224340619,8.296538993768886,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,knn_10,0.0018939862427396,0.0017626961775739,0.0018939862427396,0.0001312900651656,14.425967725353468,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,rbf_half,0.0004585443240105,0.0004518206672252,0.0004585443240105,6.7236567852851536e-06,68.19865121820203,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,rbf,0.0002143332361716,0.0002078113311557,0.0002143332361716,6.52190501594939e-06,32.86359363522196,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,rbf_double,0.0001676920655834,0.000161168518588,0.0001676920655834,6.523546995443703e-06,25.705657627761354,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,kernel_ridge,0.0054687380563029,0.0051649372893261,0.0054687380563029,0.0003038007669768,18.001067313699057,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,harmonic,0.0003157119979489,0.0003091481953859,0.0003157119979489,6.563802562992115e-06,48.09894796789868,4.458333333333333,1.9931397015581291,True
ACS,acs_industry,knn_1,0.0020348277952688,0.0006957033522643,0.0020348277952688,0.0013391244430045,1.5195210616150148,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,knn_3,0.0025460491956268,0.0021313483432856,0.0025460491956268,0.0004147008523412,6.139483874346702,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,knn_5,0.0027881750432738,0.0025620084122285,0.0027881750432738,0.0002261666310452,12.327968234696234,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,knn_10,0.0046867464611206,0.0045720714952377,0.0046867464611206,0.0001146749658829,40.8698308740183,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,rbf_half,0.0001177638956549,0.0001104126689834,0.0001177638956549,7.351226671425732e-06,16.01962514809592,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,rbf,-0.0002685039484405,-0.0002757760375931,-0.0002685039484405,7.272089152579967e-06,-36.922532549712926,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,rbf_double,-0.0003541691241085,-0.0003614790374909,-0.0003541691241085,7.3099133824210335e-06,-48.45052267790663,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,kernel_ridge,0.0060766217143229,0.0057465799682201,0.0060766217143229,0.0003300417461028,18.411676056367494,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,harmonic,-0.0001315526435094,-0.0001387957700114,-0.0001315526435094,7.243126501913885e-06,-18.162411422019893,4.395833333333333,1.9775596252150636,True
ACS,acs_industry,knn_1,0.0002943607093959,-0.0014061011335779,0.0002943607093959,0.0017004618429738,0.1731063302668256,4.229166666666667,2.008605326766007,False
ACS,acs_industry,knn_3,0.005072490684547,0.0046102298430416,0.005072490684547,0.0004622608415054,10.97322167291453,4.229166666666667,2.008605326766007,True
ACS,acs_industry,knn_5,0.00665035447212,0.006406135502802,0.00665035447212,0.000244218969318,27.231113499050483,4.229166666666667,2.008605326766007,True
ACS,acs_industry,knn_10,0.0068807307241222,0.0067628088050043,0.0068807307241222,0.0001179219191178,58.349887583190025,4.229166666666667,2.008605326766007,True
ACS,acs_industry,rbf_half,0.0003238284352195,0.0003165364091521,0.0003238284352195,7.292026067364607e-06,44.40856796560369,4.229166666666667,2.008605326766007,True
ACS,acs_industry,rbf,-0.0001637724181046,-0.0001706997399498,-0.0001637724181046,6.927321845218443e-06,-23.64152002229945,4.229166666666667,2.008605326766007,True
ACS,acs_industry,rbf_double,-0.0002716707758206,-0.0002785924646105,-0.0002716707758206,6.92168878988004e-06,-39.24920406965957,4.229166666666667,2.008605326766007,True
ACS,acs_industry,kernel_ridge,0.0040572793156315,0.003726347934118,0.0040572793156316,0.0003309313815135,12.260183053885804,4.229166666666667,2.008605326766007,True
ACS,acs_industry,harmonic,-5.27389516877337e-05,-5.970317899990122e-05,-5.2738951687728713e-05,6.964227312172505e-06,-7.572836055415412,4.229166666666667,2.008605326766007,True
ACS,acs_industry,knn_1,0.0025103934465894,0.0014083380331219,0.0025103934465894,0.0011020554134674,2.2779194366377773,4.4375,1.9832770364178371,True
ACS,acs_industry,knn_3,0.0070264997486696,0.0066568759603384,0.0070264997486696,0.0003696237883311,19.009868873413986,4.4375,1.9832770364178371,True
ACS,acs_industry,knn_5,0.005219504896008,0.004981639079918,0.005219504896008,0.0002378658160899,21.94306429484721,4.4375,1.9832770364178371,True
ACS,acs_industry,knn_10,0.0078887886397402,0.0077697368737567,0.0078887886397402,0.0001190517659834,66.26351633317289,4.4375,1.9832770364178371,True
ACS,acs_industry,rbf_half,0.0011179064294679,0.0011104139467643,0.0011179064294679,7.492482703611082e-06,149.20373842560434,4.4375,1.9832770364178371,True
ACS,acs_industry,rbf,0.0007988540954012,0.0007915473808576,0.0007988540954012,7.306714543614021e-06,109.33150469104146,4.4375,1.9832770364178371,True
ACS,acs_industry,rbf_double,0.0007285780933988,0.0007212581307852,0.0007285780933988,7.319962613640624e-06,99.53303477823742,4.4375,1.9832770364178371,True
ACS,acs_industry,kernel_ridge,0.0070962109354348,0.0068045648593273,0.0070962109354348,0.0002916460761075,24.331583781771403,4.4375,1.9832770364178371,True
ACS,acs_industry,harmonic,0.0009133731900231,0.0009060491747708,0.0009133731900231,7.32401525232314e-06,124.7093511627298,4.4375,1.9832770364178371,True
NYC_TLC,tlc_pickup_zone,knn_1,-0.0649747083158011,-0.0711864656374709,-0.0649747083158011,0.0062117573216698,-10.459956007800816,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,knn_3,0.0132482617790121,0.0109538473292486,0.0132482617790121,0.0022944144497635,5.774136307578433,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,knn_5,0.0261824669981244,0.0249734100396373,0.0261824669981244,0.0012090569584871,21.655280021616917,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,knn_10,0.0393400621998841,0.0387489576353642,0.0393400621998841,0.0005911045645199,66.55347388805059,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,rbf_half,0.0280781098035987,0.0278933337424936,0.0280781098035987,0.0001847760611051,151.9575081082382,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,rbf,0.0191124751225591,0.0190236435439888,0.0191124751225591,8.88315785703012e-05,215.1540637931309,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,rbf_double,0.0155615041234951,0.015479229331659,0.0155615041234951,8.227479183607508e-05,189.140607666319,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,kernel_ridge,0.0331657662488599,0.0321707029607104,0.0331657662488599,0.0009950632881495,33.33030837720626,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,harmonic,0.0192510804697876,0.0191624999126545,0.0192510804697875,8.858055713299003e-05,217.328509696378,0.9790509452945308,1.892076754468549,True
NYC_TLC,tlc_pickup_zone,knn_1,0.0288285794333988,0.0200477017654661,0.0288285794333988,0.0087808776679327,3.2831091063572373,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,knn_3,0.0422836189404805,0.039204447360418,0.0422836189404805,0.0030791715800624,13.732141207805729,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,knn_5,0.0329460579887744,0.0310305874833296,0.0329460579887744,0.0019154705054448,17.199981881800607,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,knn_10,0.0178341550857076,0.0168028963607815,0.0178341550857076,0.001031258724926,17.293579830790335,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,rbf_half,0.0034319397163827,0.0029550506534236,0.0034319397163828,0.0004768890629591,7.196515883772646,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,rbf,0.011745500917412,0.011617015688298,0.011745500917412,0.000128485229114,91.41518444107652,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,rbf_double,0.0168343764692782,0.0167424964990112,0.0168343764692782,9.18799702669744e-05,183.2213965716668,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,kernel_ridge,0.0336314221317137,0.0317156832697501,0.0336314221317137,0.0019157388619636,17.55532698086083,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,harmonic,0.0122058946862587,0.0120699823838188,0.0122058946862587,0.0001359123024399,89.80713641913398,1.0531913826340122,1.7975442204817522,True
NYC_TLC,tlc_pickup_zone,knn_1,-0.0670946989039076,-0.0751005931977022,-0.0670946989039077,0.0080058942937945,-8.380662602042246,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,knn_3,-0.0030004979197771,-0.0056329531012379,-0.0030004979197771,0.0026324551814608,-1.1398096882743618,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,knn_5,0.0325617128264208,0.030884684337019,0.0325617128264208,0.0016770284894018,19.416314649511605,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,knn_10,0.0441120786607555,0.0432539457472132,0.0441120786607554,0.0008581329135422,51.40471594157707,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,rbf_half,0.0336300743884436,0.0332257074925619,0.0336300743884436,0.0004043668958816,83.16722939230431,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,rbf,0.0280795936128338,0.0279540567020531,0.0280795936128338,0.0001255369107807,223.67599647150303,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,rbf_double,0.0244607095763333,0.0243841926848343,0.0244607095763333,7.651689149903278e-05,319.6772516123785,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,kernel_ridge,0.0288234987204099,0.0270605135897013,0.0288234987204099,0.0017629851307085,16.349257982014333,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,harmonic,0.0280388322857914,0.0279056700397858,0.0280388322857914,0.0001331622460055,210.56142508002395,1.1952325811511593,1.912125845757227,True
NYC_TLC,tlc_pickup_zone,knn_1,0.0294237445351165,0.02589083863052,0.0294237445351165,0.0035329059045964,8.328482368249535,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,knn_3,0.0274424936097979,0.0256411659559778,0.0274424936097979,0.00180132765382,15.234592969025304,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,knn_5,0.0119179001168498,0.0108099417886067,0.0119179001168498,0.0011079583282431,10.756632098021008,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,knn_10,-0.0014874392036725,-0.0021054506588678,-0.0014874392036725,0.0006180114551952,-2.406814940351803,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,rbf_half,-0.0133004200260933,-0.0135970320601769,-0.0133004200260933,0.0002966120340836,-44.841134201400926,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,rbf,-0.0025725427883628,-0.002688135514617,-0.0025725427883628,0.0001155927262542,-22.255230685578084,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,rbf_double,0.0011233556743322,0.0010246408137563,0.0011233556743322,9.871486057593692e-05,11.379803079072818,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,kernel_ridge,0.0130667541006797,0.0116328038255612,0.0130667541006797,0.0014339502751185,9.112417862327348,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,harmonic,-0.0027311096078631,-0.0028511452386598,-0.0027311096078631,0.0001200356307967,-22.75249098735182,0.8759014120227412,1.8798169107545684,True
NYC_TLC,tlc_pickup_zone,knn_1,-0.0594982790947851,-0.0633166309136139,-0.0594982790947851,0.0038183518188288,-15.582188839014442,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,knn_3,-0.0199838207665236,-0.0213757809230874,-0.0199838207665236,0.0013919601565638,-14.35660401074602,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,knn_5,0.0043112537336737,0.0034541195458108,0.0043112537336738,0.0008571341878629,5.029846895295423,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,knn_10,0.0256915041701646,0.025225654489742,0.0256915041701646,0.0004658496804225,55.149773091742354,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,rbf_half,0.034987308485674,0.0347042095277362,0.034987308485674,0.0002830989579377,123.58685012668587,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,rbf,0.0271229149775928,0.027024719979859,0.0271229149775928,9.819499773381372e-05,276.2148337852959,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,rbf_double,0.0230904933283865,0.0230064913053084,0.0230904933283865,8.400202307814996e-05,274.8802050505936,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,kernel_ridge,-0.0034807830036858,-0.0046588312316341,-0.0034807830036858,0.0011780482279483,-2.9547033144372623,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_pickup_zone,harmonic,0.0272559760705125,0.0271525761404434,0.0272559760705126,0.0001033999300691,263.59762576527686,1.1035300728521849,1.847441142911244,True
NYC_TLC,tlc_dropoff_zone,knn_1,0.1915129738638847,0.1880510419701945,0.1915129738638846,0.00346193189369,55.31968269304964,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,knn_3,0.2077485261742822,0.2066275771216462,0.2077485261742822,0.001120949052636,185.3327104258101,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,knn_5,0.2064576417171887,0.2057705183543754,0.2064576417171886,0.0006871233628132,300.4666307253739,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,knn_10,0.2052694736522343,0.2049082105213199,0.2052694736522343,0.0003612631309144,568.1993430457909,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,rbf_half,0.134945223884677,0.1348918930255786,0.134945223884677,5.333085909840234e-05,2530.3403351460283,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,rbf,0.0894669525055846,0.0894359271090002,0.0894669525055846,3.102539658444493e-05,2883.668296135184,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,rbf_double,0.0771385136230906,0.077107652779932,0.0771385136230906,3.086084315860576e-05,2499.5594976665443,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,kernel_ridge,0.1942401245711421,0.1939868228343453,0.1942401245711421,0.0002533017367967,766.8329756734912,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,harmonic,0.0904442849806016,0.0904139971208458,0.0904442849806016,3.028785975576851e-05,2986.1563580231496,1.24635347636307,1.7598633528675591,True
NYC_TLC,tlc_dropoff_zone,knn_1,0.1331291435849932,0.1288796302268729,0.1331291435849932,0.0042495133581203,31.32809156384877,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,knn_3,0.1865881469314834,0.1850676703022758,0.1865881469314834,0.0015204766292075,122.7168792648458,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,knn_5,0.1907416706639116,0.1898261077653923,0.1907416706639116,0.0009155628985193,208.3326781506572,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,knn_10,0.1882368749969166,0.1877568161926853,0.1882368749969167,0.0004800588042313,392.1121190524057,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,rbf_half,0.1179769144262752,0.1179161761366725,0.1179769144262752,6.0738289602740674e-05,1942.38124250624,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,rbf,0.066462188118967,0.0664284321958697,0.066462188118967,3.375592309730818e-05,1968.904477219496,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,rbf_double,0.053642869280261,0.0536097283348457,0.053642869280261,3.314094541531913e-05,1618.6282137704216,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,kernel_ridge,0.183275172896171,0.1828947661180382,0.183275172896171,0.0003804067781328,481.7873482584528,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,harmonic,0.0671846456131055,0.067151297336845,0.0671846456131055,3.334827626045476e-05,2014.6362315216516,1.3027715332367842,1.7505909963192468,True
NYC_TLC,tlc_dropoff_zone,knn_1,0.1712336521049376,0.1652295026899218,0.1712336521049377,0.0060041494150158,28.51921900489308,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,knn_3,0.224944112681438,0.2229862983953116,0.224944112681438,0.0019578142861263,114.89553134607964,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,knn_5,0.2333439510919995,0.2321746375110879,0.2333439510919996,0.0011693135809116,199.5563507524365,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,knn_10,0.2252939068564699,0.224678147844062,0.22529390685647,0.0006157590124079,365.8799990201337,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,rbf_half,0.1473943539474295,0.1472988944199826,0.1473943539474296,9.545952744701526e-05,1544.050739505711,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,rbf,0.0657370504576685,0.065701529736863,0.0657370504576686,3.5520720805601464e-05,1850.6676938634143,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,rbf_double,0.0401405228713925,0.0401108434197601,0.0401405228713926,2.9679451632551003e-05,1352.4684811685836,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,kernel_ridge,0.2184579813562748,0.2178248063107642,0.2184579813562749,0.0006331750455106,345.01988495153984,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,harmonic,0.0665898832197827,0.066554208787149,0.0665898832197828,3.567443263385345e-05,1866.599643033763,1.5497606782352222,1.7890619529830845,True
NYC_TLC,tlc_dropoff_zone,knn_1,0.1225179843361822,0.1182357056949018,0.1225179843361822,0.0042822786412804,28.61046526845058,1.8996310418142992,1.63423725521342,True
NYC_TLC,tlc_dropoff_zone,knn_3,0.1468531984740767,0.1455170082494486,0.1468531984740768,0.0013361902246281,109.90441014111114,1.8996310418142992,1.63423725521342,True
