backbone,source,task,split,operator,predicted_gain,predicted_se,actual_gain,selected_mean,selected_pointwise,selected_familywise,z_familywise,state_folds
ft_transformer,BTS,airline_origin_airport,0,knn_1,-0.007941355089215972,0.002635034083334526,-0.013577876594959196,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,0,knn_10,0.0023574968443965316,0.0012359596000795212,0.005987357674124434,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,0,knn_3,-0.0008354587504652338,0.001551066781051965,0.0027145745303891224,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,0,knn_5,0.0011831400372087192,0.0013562501844348509,0.0046945900364733445,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,0,rbf,0.0031184932131763385,0.0010850288005230318,0.008347077398611432,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,0,rbf_double,0.0030164124911933573,0.0010463812001272176,0.008361906126668803,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,0,rbf_half,0.0032394114016318595,0.0010996466593544694,0.00811521676119619,True,True,True,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,harmonic,0.00233822496464148,0.0007124925995951066,-0.011486437987206548,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,kernel_ridge,0.0023520261259814606,0.0007821705295139185,-0.012796966329372078,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,knn_1,-0.008723233715584252,0.002874427759773865,-0.02358167379804929,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,knn_10,0.0021065385245135956,0.0008353772438833605,-0.015020957579098404,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,knn_3,-0.0009030936428354692,0.001329907504898998,-0.017265789663404727,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,knn_5,0.00028940102790799515,0.001022801454716155,-0.015877926459779437,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,rbf,0.0023349736252824436,0.0007124055674028392,-0.011528518469722828,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,rbf_double,0.002348740349936299,0.0007264268609941973,-0.01202652123815216,False,False,False,2.7729212946086634,20
ft_transformer,BTS,airline_origin_airport,1,rbf_half,0.0024394708797885506,0.0007562586418463379,-0.01155703462128393,True,True,True,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,harmonic,-0.00034079840777598264,0.0004464024051106485,0.002264562252798354,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,kernel_ridge,0.011323700360099324,0.007080876390125889,0.0471139123511369,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,knn_1,-0.0010622749958750816,0.022170825109356647,0.022515633440962936,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,knn_10,0.012232519576719371,0.0066632412535692865,0.04314497073374243,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,knn_3,0.011151740992237386,0.011560714349136615,0.0365859689950551,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,knn_5,0.012315327710499887,0.009875857193698774,0.03253884260927526,True,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,rbf,-0.0005710409736932231,0.0004191215693119217,0.002035225290048281,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,rbf_double,-0.0007954967329653736,0.0003934296140873067,0.0014371457656544677,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,0,rbf_half,0.0004025978758169244,0.0006179451216876602,0.004726861234919705,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,harmonic,-0.0009515463620924765,0.001064104720643315,0.0035200276348343364,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,kernel_ridge,0.013320217887081385,0.009926460292225037,0.04877197162656585,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,knn_1,-0.00498706379938136,0.01088225807611977,0.031657539973947595,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,knn_10,0.013419368323264357,0.00823380502935237,0.023271279460222262,True,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,knn_3,0.00805310730453473,0.008815230191826513,0.02658656575400504,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,knn_5,0.01098323965741083,0.008519692126870811,0.019678767152667257,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,rbf,-0.0013004883098837214,0.0010519480857192147,0.0033498897710202502,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,rbf_double,-0.0016396752601635454,0.0010044230313929006,0.002885850649540371,False,False,False,2.7729212946086634,20
ft_transformer,STRING_BENCHMARK,medical_charges,1,rbf_half,0.00020304862645084825,0.0013745900754105402,0.00542871441657626,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,harmonic,0.005557350319850234,0.005548544996403142,0.009056884888508858,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,kernel_ridge,0.018272563372942006,0.01730056818639934,0.023738553541279725,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_1,-0.029528483980939012,0.03948066826012584,-0.022195821515857393,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_10,0.021467324548647845,0.011058094903912378,0.02150383414080166,True,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_3,0.0107380986933048,0.025837608600376608,0.013177502783787922,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,knn_5,0.02096986041651173,0.016987365545305645,0.016366915522451935,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,rbf,0.003970531243919664,0.0045100890721558986,0.008902680762366047,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,rbf_double,-0.00041678899184396717,0.002679034513938644,0.005031109463672127,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,0,rbf_half,0.00723291748178628,0.013419051420606384,0.016151639740781234,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,harmonic,0.0018902777332597165,0.007986577985849352,0.009619219821977307,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,kernel_ridge,-0.019911153622418756,0.021276015100035302,0.027701195226182623,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_1,-0.05044756693022647,0.03810416934812639,-0.03715324657269601,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_10,0.005782579904441589,0.015831861239496585,0.020667072777302106,True,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_3,-0.009680199158894297,0.025060767226240788,0.027901699320666072,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,knn_5,-0.0009263480299732176,0.021461748519868654,0.03046402999503855,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,rbf,0.002451212590799953,0.00700942732032604,0.008563919179029862,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,rbf_double,-4.495979996930188e-05,0.00539924720069674,0.005426730696668245,False,False,False,2.7729212946086634,20
ft_transformer,NYC_TLC,tlc_pickup_zone,1,rbf_half,-0.00032616229452862524,0.014846375512115716,0.014211239305603357,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,harmonic,0.0001598857711161935,0.00011530629124192794,0.00047950219347126004,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,kernel_ridge,0.01750688153048479,0.0024753354681359913,0.020368229545583042,True,True,True,2.7729212946086634,20
mlp,ACS,acs_occupation,0,knn_1,-0.00631146218755808,0.005471736283386813,-0.01416941754976342,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,knn_10,0.011924679384603357,0.0023360113573049645,0.015551859368188571,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,knn_3,0.010886129222604053,0.003300490760126266,0.011673695404063093,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,knn_5,0.012436771902855573,0.0029362654843392362,0.017522632099595457,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,rbf,-8.763417941030455e-05,0.00010784461551197442,0.0002507014302654384,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,rbf_double,-0.00017973516331164842,0.00010962338264628018,0.00014372858776989754,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,0,rbf_half,0.0003449934398165751,0.00010622216055060501,0.0007541544167552808,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,harmonic,9.232102148495253e-05,0.00027916159381279927,0.0013525604860362252,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,kernel_ridge,0.017978427823487124,0.0028838723621556588,0.012772771019214911,True,True,True,2.7729212946086634,20
mlp,ACS,acs_occupation,1,knn_1,-0.007160594337661476,0.004567137210685651,-0.015842951431540627,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,knn_10,0.012204383560297885,0.0020983753696640906,0.008548753638379269,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,knn_3,0.011682977310976986,0.00290766707301038,0.0023012707857037328,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,knn_5,0.01330626822677762,0.0028085861256115317,0.006750257294761988,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,rbf,-0.00015127909515581157,0.0002620383769273587,0.0011839559124383525,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,rbf_double,-0.0002476109486337909,0.00025529300450046144,0.0011064801991883194,False,False,False,2.7729212946086634,20
mlp,ACS,acs_occupation,1,rbf_half,0.0003050455417684162,0.00029697813417389594,0.0015442525072903576,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,harmonic,-0.00018174496688106999,8.928125986280939e-05,0.0002889324860327089,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,kernel_ridge,-0.0005468398747223064,0.0004198396229693105,0.0002739723927271162,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,knn_1,-0.012384502440394938,0.0035292448724231463,-0.009699225997278292,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,knn_10,-0.0013532493846436246,0.0006597283167184141,-0.0011197699790342084,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,knn_3,-0.005000635023456677,0.001605257222695742,-0.0018701936561019955,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,knn_5,-0.003132094209300102,0.0011981760854083599,-0.001858071763874156,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,rbf,-0.00018410352286704878,8.933854994945848e-05,0.00027798001648272945,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,rbf_double,-0.00017276121052268485,7.50576980280581e-05,0.0002962757967173822,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,0,rbf_half,-6.147117521752916e-05,0.00012087396693329644,0.00027051600500592194,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,harmonic,-0.00016029718307912296,0.00014735549723228123,-0.000558371757557321,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,kernel_ridge,-0.0021536839079431703,0.000751953842089508,-0.0010701609790164826,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,knn_1,-0.011405450590987295,0.00279026132200806,-0.014931512740112823,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,knn_10,-0.0015312885284975211,0.0008372430779319666,0.0004000620663542236,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,knn_3,-0.004858109133802965,0.0015501014916959946,-0.0013031290657819806,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,knn_5,-0.003573679451991473,0.0012517973652568922,0.00021754449259456574,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,rbf,-0.00015706961103763154,0.00014559878303051446,-0.0005625679442557426,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,rbf_double,-0.00013788201700876368,0.0001235381307568547,-0.00048683965647477594,False,False,False,2.7729212946086634,20
mlp,BTS,airline_origin_airport,1,rbf_half,-0.0005452492054644229,0.00027437975574420533,-0.00044071796444660296,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,harmonic,-0.00046568227144626995,0.0003367931822910947,0.0009606132952023307,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,kernel_ridge,0.010092308111962734,0.006526288021883098,0.045057599927672796,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,knn_1,-0.0011306598587654427,0.020928715420343056,0.02152837035177249,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,knn_10,0.011081418096038822,0.005998838592483931,0.04251406094165761,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,knn_3,0.010239242307007826,0.01066766274242676,0.03569631358048485,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,knn_5,0.01131281426522948,0.009058797490644366,0.03197039818758864,True,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,rbf,-0.0006775276717475605,0.0003390096955565731,0.0007393653189467904,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,rbf_double,-0.0008829445923508056,0.0003178878006706953,0.00014964561685710924,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,0,rbf_half,0.00021523522813167838,0.0005179222421770561,0.003415531466827851,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,harmonic,-0.0014541099117412544,0.0009518844862634341,0.0007108237610825845,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,kernel_ridge,0.012253331961002562,0.008571857386937247,0.042095441794995664,True,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,knn_1,-0.005242656375015916,0.009962330252004159,0.03283715904114194,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,knn_10,0.012201214741025649,0.007103326340744877,0.020105974379734708,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,knn_3,0.007061068582987465,0.0075394817022256125,0.024234490033714275,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,knn_5,0.009792240325553408,0.007364216096559019,0.017771123044970007,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,rbf,-0.001784481518893499,0.0009535992485877184,0.0004525423225155466,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,rbf_double,-0.0021048036767410956,0.0009546293470254559,2.4755804450480136e-05,False,False,False,2.7729212946086634,20
mlp,STRING_BENCHMARK,medical_charges,1,rbf_half,-0.0003616824606526669,0.0010679061295050683,0.0023662550965911793,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,harmonic,0.002191401830841685,0.004136425048217935,0.004624765669166539,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,kernel_ridge,0.014918065492133986,0.00948410785978057,0.015623490721561759,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,knn_1,-0.01634047343501486,0.028916526165081457,-0.019952244653021815,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,knn_10,0.01618231914588878,0.006826586306662008,0.016991405709561914,True,True,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,knn_3,0.013728970131719207,0.014969713048946934,0.012158761076095396,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,knn_5,0.015980063953600514,0.010066353392121516,0.01406435233592757,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,rbf,0.0014936051260585387,0.003764298388136705,0.004409565968141422,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,rbf_double,-0.00044724656695862555,0.0027204529484792504,0.0025175081134213304,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,0,rbf_half,0.0035007436656581564,0.008329276227807884,0.009889774885961928,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,harmonic,-0.0031257301924292754,0.005451392651452871,0.0041792569321558405,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,kernel_ridge,-0.017361330331657095,0.01438501984450129,0.0060084529177455446,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,knn_1,-0.04502751308422664,0.0330890088267902,-0.024138238726785062,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,knn_10,0.0015963558660000681,0.010751732836202826,0.014197743523465204,True,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,knn_3,-0.011994335098218564,0.017570784034370745,0.018476128837211808,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,knn_5,-0.0037449703991200498,0.01442863946877159,0.018983953967294076,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,rbf,-0.0022078911457241667,0.004619515970583559,0.003913298621286372,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,rbf_double,-0.0018969042221607547,0.0025323902957193477,0.0030634687345062737,False,False,False,2.7729212946086634,20
mlp,NYC_TLC,tlc_pickup_zone,1,rbf_half,-0.004342100995353135,0.010191478655228004,0.00549597456527443,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,harmonic,0.00021365913474865076,0.0001900688784210366,0.0004952128432687285,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,kernel_ridge,0.013045244499627334,0.0018973097828075473,0.01756253004546936,True,True,True,2.7729212946086634,20
resnet,ACS,acs_occupation,0,knn_1,-0.01009461099281216,0.005594429138716928,-0.01821470407569044,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,knn_10,0.008911178338606416,0.0016476891002693164,0.01256973982925124,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,knn_3,0.006989739514858375,0.002594308041655436,0.008943382567728773,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,knn_5,0.008879869243675027,0.0022782941453873082,0.01443100024624267,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,rbf,2.4518940584058046e-05,0.00019862745690121266,0.0003081214857751872,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,rbf_double,-4.701220765618761e-05,0.00020069550907250494,0.0002224921109314707,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,0,rbf_half,0.0003610844666760753,0.00019321379003566741,0.000710019668160092,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,harmonic,0.0011258663530951802,0.0008883066497631354,-0.004860865388766663,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,kernel_ridge,0.0193209764923345,0.0032038033947860626,0.004927856358860477,True,True,True,2.7729212946086634,20
resnet,ACS,acs_occupation,1,knn_1,-0.007843713499245624,0.004425950527411498,-0.014953036300060916,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,knn_10,0.013667702748967312,0.0025381127188767237,0.0004876995069037323,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,knn_3,0.012629377322313718,0.0029158748347317036,-0.0035488582791586578,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,knn_5,0.014824251120977783,0.002912908502278634,-0.000834393890930688,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,rbf,0.0008691985287595423,0.0008710420944281455,-0.004996869973887677,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,rbf_double,0.0007673845042698947,0.0008643042166388028,-0.005065687971392019,False,False,False,2.7729212946086634,20
resnet,ACS,acs_occupation,1,rbf_half,0.0013501325961379875,0.0009044133697674997,-0.004680979835710573,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,harmonic,0.0015497535953347093,0.0006493014695452726,-0.002760303376050874,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,kernel_ridge,0.0011099462677045702,0.0007402476070265261,-0.0025866642799424536,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,knn_1,-0.007009790506013041,0.0024036497225955514,-0.02260668722841071,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,knn_10,0.0005397653241757409,0.0006763167223837331,-0.003995968212721325,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,knn_3,-0.0015910737859261143,0.0010683991761371399,-0.0075568031118227715,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,knn_5,-0.00022889430705996756,0.0008230860904823822,-0.005633464634026975,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,rbf,0.0015474707091976772,0.0006464075611105362,-0.0027810801962282966,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,rbf_double,0.0014347104866515705,0.000601456099821312,-0.0024759079632142808,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,0,rbf_half,0.0016116871243485533,0.0007002771099846754,-0.0029022751493302254,True,True,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,harmonic,0.000633918430178703,0.0004493952130214655,-0.0008622416598905907,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,kernel_ridge,2.8886040246953073e-05,0.0008875620345391487,-0.004331885934669426,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,knn_1,-0.016202785958190028,0.0029579717369200647,-0.019641550562823937,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,knn_10,-0.00105888630330764,0.0006924379543470663,-0.005656748441933739,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,knn_3,-0.005215815823573116,0.0009978536083104352,-0.008888404229249145,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,knn_5,-0.0034727778203261705,0.000836518506779832,-0.0060399479180926465,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,rbf,0.0006318100475026393,0.00044435731670487846,-0.0008656290387117752,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,rbf_double,0.0006629017715705912,0.0004050260222925325,-0.0006814908527284007,False,False,False,2.7729212946086634,20
resnet,BTS,airline_origin_airport,1,rbf_half,0.0006901282050705713,0.0005420576862746428,-0.001577228464352789,True,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,harmonic,0.0001379456683207229,0.000907949116519947,0.003360908664287846,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,kernel_ridge,0.0113231257514533,0.006847973918211113,0.03970426631284582,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,knn_1,-0.001344200312364155,0.021024830142380855,0.016737945790603267,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,knn_10,0.012061245547287497,0.006503589436508254,0.03361450835213663,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,knn_3,0.010803993549414253,0.011074876014842626,0.029214185086451534,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,knn_5,0.012078909510842482,0.009532611405715184,0.026032368300380353,True,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,rbf,-7.841928847390195e-05,0.0008845527382124475,0.003173404782603169,False,False,False,2.7729212946086634,20
resnet,STRING_BENCHMARK,medical_charges,0,rbf_double,-0.00029055213860618097,0.0008714089019345662,0.0026854682976685923,False,False,False,2.7729212946086634,20
