dataset,model,pipeline,family,variant,scope,repair,repaired_disagreement,repaired_orbit_mean,raw_disagreement,raw_orbit_mean,disagreement_reduction_fraction,task_error_change
bike-sharing,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,0.0,55.19148738118361,0.0,55.60776798380948,1.0,-0.41628060262586786
bike-sharing,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,55.19148738118361,0.05712657696962103,55.16133900884409,1.0,0.030148372339525054
bike-sharing,catboost,numeric_code,T2,affine,all,standardization,0.0,55.38597315188477,0.0,55.38597315188477,1.0,0.0
bike-sharing,catboost,numeric_code,T2,affine,one,standardization,0.0,55.38597315188477,0.0,55.38597315188477,1.0,0.0
bike-sharing,catboost,numeric_code,T2,scaling,all,standardization,0.0,55.38597315188477,0.0,55.38597315188477,1.0,0.0
bike-sharing,catboost,numeric_code,T2,scaling,one,standardization,0.0,55.38597315188477,0.0,55.38597315188477,1.0,0.0
bike-sharing,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0,55.38597315188477,0.0,55.38597315188477,1.0,0.0
bike-sharing,catboost,numeric_code,T5,cyclic_shift,all,cyclic_frontend,0.0,53.40879390202803,0.0945640423728273,55.78970174222969,1.0,-2.380907840201658
bike-sharing,catboost,numeric_code,T5,cyclic_shift,one,cyclic_frontend,0.0,53.40879390202803,0.06341097842141975,55.61253647942334,1.0,-2.2037425773953103
bike-sharing,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,46.31160086795298,0.04299545190255514,45.72935311203653,1.0,0.5822477559164554
bike-sharing,tabicl_v2,numeric_code,T2,affine,all,standardization,0.0,45.77345016853469,0.00329350259368175,45.776927155914585,1.0,-0.003476987379897878
bike-sharing,tabicl_v2,numeric_code,T2,affine,one,standardization,0.0,45.77345016853469,0.00042678909344068754,45.796489336306365,1.0,-0.023039167771678137
bike-sharing,tabicl_v2,numeric_code,T2,scaling,all,standardization,0.0,45.77345016853469,0.002955764052302188,45.78618120476929,1.0,-0.012731036234605142
bike-sharing,tabicl_v2,numeric_code,T2,scaling,one,standardization,0.0,45.77345016853469,0.00042678909344068754,45.796489336306365,1.0,-0.023039167771678137
bike-sharing,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0,45.58778640338812,0.035596870996921236,45.70754878795899,1.0,-0.11976238457086907
bike-sharing,tabicl_v2,numeric_code,T5,cyclic_shift,all,cyclic_frontend,0.0,46.46965369539964,0.07691859025740418,46.01728362910929,1.0,0.45237006629034937
bike-sharing,tabicl_v2,numeric_code,T5,cyclic_shift,one,cyclic_frontend,0.0,46.46965369539964,0.05816030231449117,46.43171754952425,1.0,0.03793614587539196
bike-sharing,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,0.0,46.91965561543781,0.049624692942652725,46.13915059704001,1.0,0.780505018397804
bike-sharing,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,46.91965561543781,0.04637668440797113,46.10857492190283,1.0,0.8110806935349828
bike-sharing,tabpfn_2_6,numeric_code,T2,affine,all,standardization,0.00043817036227350215,45.78779764736635,0.03687889840552186,45.6816414797946,0.9881186699923798,0.10615616757174706
bike-sharing,tabpfn_2_6,numeric_code,T2,affine,one,standardization,0.00010052957963786772,45.7905815888838,0.018390503246825313,45.62418927947342,0.9945336145352509,0.16639230941038363
bike-sharing,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,0.0003649464343361459,45.788916631786265,0.005016145436612863,45.583363584374545,0.9272456433036409,0.2055530474117191
bike-sharing,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,9.925447897957499e-05,45.79067871778841,0.0014607440238506208,45.586496462629874,0.9320521067627349,0.2041822551585355
bike-sharing,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0,45.65944834251519,0.04479750206088057,45.69092945790047,1.0,-0.03148111538527587
bike-sharing,tabpfn_2_6,numeric_code,T5,cyclic_shift,all,cyclic_frontend,0.005596405771903234,46.43528945595747,0.08206558821110559,47.89635074395159,0.9318056947632297,-1.46106128799412
bike-sharing,tabpfn_2_6,numeric_code,T5,cyclic_shift,one,cyclic_frontend,0.0013991014429758084,46.448326256663826,0.05035404466828608,45.93167737171911,0.9722147157752158,0.5166488849447148
california_housing,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,0.0,59391.08979978072,0.0,59796.82510246613,1.0,-405.7353026854107
california_housing,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,59391.08979978072,0.07974204700866587,59115.05342461262,1.0,276.03637516809977
california_housing,catboost,numeric_code,T2,affine,all,standardization,0.0,59151.901646941646,0.0004751386072708688,59153.45289139948,1.0,-1.5512444578344002
california_housing,catboost,numeric_code,T2,affine,one,standardization,0.0,59151.901646941646,0.00022238137092198446,59154.314786728144,1.0,-2.4131397864985047
california_housing,catboost,numeric_code,T2,scaling,all,standardization,0.0,59151.901646941646,0.0007542825395848098,59156.07708853312,1.0,-4.175441591476556
california_housing,catboost,numeric_code,T2,scaling,one,standardization,0.0,59151.901646941646,0.00011756283478280871,59153.64947653267,1.0,-1.7478295910259476
california_housing,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0007006881958568125,59155.65261132133,0.001098925572065329,59157.15281300433,0.36238794176030154,-1.5002016829967033
california_housing,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,50518.82352412221,0.04171474426675781,50406.49403066503,1.0,112.32949345717498
california_housing,tabicl_v2,numeric_code,T2,affine,all,standardization,0.0,50161.81231534303,0.007010050626404499,50085.806904288365,1.0,76.00541105466255
california_housing,tabicl_v2,numeric_code,T2,affine,one,standardization,0.0,50161.81231534303,0.0028210011873076994,50107.56679960437,1.0,54.24551573865756
california_housing,tabicl_v2,numeric_code,T2,scaling,all,standardization,0.0,50161.81231534303,0.007452802292722262,50093.02038764317,1.0,68.7919276998582
california_housing,tabicl_v2,numeric_code,T2,scaling,one,standardization,0.0,50161.81231534303,0.0020071559537543,50104.35000443835,1.0,57.462310904680635
california_housing,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0002760418436336875,51368.187668733415,0.08429070973152032,51594.249754218275,0.9967251213744323,-226.0620854848603
california_housing,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,0.0,50576.72310616283,0.08130183487175546,51380.878751396296,1.0,-804.1556452334626
california_housing,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,50576.72310616283,0.07478025232269285,50943.32545871323,1.0,-366.6023525503988
california_housing,tabpfn_2_6,numeric_code,T2,affine,all,standardization,0.0025040734787696917,51435.49903717887,0.06468722560379271,51181.04424735516,0.9612895211473891,254.45478982371424
california_housing,tabpfn_2_6,numeric_code,T2,affine,one,standardization,0.0008076681446397876,51449.95015888737,0.028664742847272478,50846.756341123815,0.9718236389231505,603.1938177635529
california_housing,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,0.0025534193833567625,51434.66567485872,0.0011253339330671416,50739.15568838818,-1.2690326029690744,695.5099864705408
california_housing,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,0.0005805321293488999,51447.24519151799,0.00014586073482896668,50732.62708361689,-2.980043909895422,714.6181079011003
california_housing,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0059050193341831205,51082.280792067,0.10289311150061697,51131.83133683478,0.9426101587554021,-49.550544767778774
diamonds,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,0.0,733.0960752414394,0.0,683.7063182652258,1.0,49.38975697621356
diamonds,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,733.0960752414394,0.0996741528299903,833.404412674866,1.0,-100.30833743342657
diamonds,catboost,numeric_code,T2,affine,all,standardization,0.0,735.6091741297722,0.000827736613325428,735.574942040003,1.0,0.03423208976926162
diamonds,catboost,numeric_code,T2,affine,one,standardization,0.0,735.6091741297722,0.00039114431959128747,735.4387269585969,1.0,0.17044717117528307
diamonds,catboost,numeric_code,T2,scaling,all,standardization,0.0,735.6091741297722,0.0005452706592080895,735.4576564012781,1.0,0.15151772849412737
diamonds,catboost,numeric_code,T2,scaling,one,standardization,0.0,735.6091741297722,3.172165388997944e-05,735.3460751852666,1.0,0.26309894450560023
diamonds,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0006629682543440124,735.2322876805032,0.0010689804953414167,735.05200099451,0.3798125810216303,0.18028668599322373
diamonds,catboost,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,0.0,636.7974833713764,0.0,636.7974833713764,1.0,0.0
diamonds,catboost,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,0.0,636.7974833713764,0.0,636.7974833713764,1.0,0.0
diamonds,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,547.1134038792534,0.038172351691819636,543.8917909575845,1.0,3.221612921668907
diamonds,tabicl_v2,numeric_code,T2,affine,all,standardization,0.0,535.6966631524552,0.0033937613685233754,535.5763854433559,1.0,0.12027770909935498
diamonds,tabicl_v2,numeric_code,T2,affine,one,standardization,0.0,535.6966631524552,0.0008396645204424499,535.697248316856,1.0,-0.0005851644007179857
diamonds,tabicl_v2,numeric_code,T2,scaling,all,standardization,0.0,535.6966631524552,0.0033414558192513127,535.3757953173119,1.0,0.32086783514330364
diamonds,tabicl_v2,numeric_code,T2,scaling,one,standardization,0.0,535.6966631524552,0.0012404210128340125,535.2743430928642,1.0,0.4223200595910157
diamonds,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,8.468973416726251e-05,554.9274044552855,0.026090650898175638,544.3078463452966,0.9967540198786997,10.619558109988816
diamonds,tabicl_v2,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,0.0,529.5633908685481,0.03143361142113368,538.8075137365138,1.0,-9.244122867965643
diamonds,tabicl_v2,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,0.0,529.5633908685481,0.015510327572611088,533.5791909472739,1.0,-4.015800078725761
diamonds,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,0.0,622.8723770483307,0.05668944208647995,615.7239553165509,1.0,7.148421731779763
diamonds,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,0.0,622.8723770483307,0.0569825958969292,629.6520287043987,1.0,-6.77965165606804
diamonds,tabpfn_2_6,numeric_code,T2,affine,all,standardization,0.000637506840377198,614.5170134827526,0.02655457116557434,616.0940596160908,0.9759925763288669,-1.5770461333381718
diamonds,tabpfn_2_6,numeric_code,T2,affine,one,standardization,8.823265814465312e-05,614.2343635267363,0.00825431584447048,609.9440445912028,0.9893107242553895,4.290318935533492
diamonds,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,0.0005284505600684042,614.3731542846253,0.0020364142161534084,608.5038091056666,0.7404994740870565,5.869345178958724
diamonds,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,0.00017961320229146493,614.2920467744945,0.0007495828834074792,608.4628669192017,0.7603824656788144,5.82917985529275
diamonds,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,0.0014327867927271876,599.9286713398951,0.038151195073007176,606.2172877375408,0.9624445108472914,-6.288616397645683
diamonds,tabpfn_2_6,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,0.0,557.0424267551438,0.02175363963168595,557.6235375587389,1.0,-0.581110803595152
diamonds,tabpfn_2_6,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,0.0,557.0424267551438,0.007826471650918508,557.1687881106031,1.0,-0.12636135545938032
wine-quality-red,catboost,numeric_code,T2,affine,all,standardization,0.0,0.6552112501171393,0.0009210327672423673,0.6553010200901875,1.0,-8.976997304821488e-05
wine-quality-red,catboost,numeric_code,T2,affine,one,standardization,0.0,0.6552112501171393,3.3712406650075e-05,0.6553063979029022,1.0,-9.514778576291683e-05
wine-quality-red,catboost,numeric_code,T2,scaling,all,standardization,0.0,0.6552112501171393,0.001625161760101977,0.6552871247825522,1.0,-7.587466541292276e-05
wine-quality-red,catboost,numeric_code,T2,scaling,one,standardization,0.0,0.6552112501171393,0.00022305352657005814,0.6553025234923447,1.0,-9.127337520542511e-05
wine-quality-red,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,0.001245043236578175,0.6553177188828322,0.0021867880593739834,0.6553004080932505,0.4306520784027894,1.7310789581670427e-05
wine-quality-red,tabicl_v2,numeric_code,T2,affine,all,standardization,0.0,0.6360973292133928,0.003917067894910238,0.636167796707513,1.0,-7.04674941202077e-05
wine-quality-red,tabicl_v2,numeric_code,T2,affine,one,standardization,0.0,0.6360973292133928,0.0008302559301912905,0.6362619748687899,1.0,-0.00016464565539708875
wine-quality-red,tabicl_v2,numeric_code,T2,scaling,all,standardization,0.0,0.6360973292133928,0.0038483801318623125,0.6360412313303225,1.0,5.609788307026076e-05
wine-quality-red,tabicl_v2,numeric_code,T2,scaling,one,standardization,0.0,0.6360973292133928,0.0004327320590405375,0.6362836771864069,1.0,-0.00018634797301408934
wine-quality-red,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,0.00022174865758053754,0.6366205197154076,0.08205619283141262,0.6344402511786944,0.9972975999747377,0.002180268536713159
wine-quality-red,tabpfn_2_6,numeric_code,T2,affine,all,standardization,0.0049070500711317164,0.6375581578436029,0.08322520606317706,0.6384690006854409,0.9410388955071288,-0.0009108428418379555
wine-quality-red,tabpfn_2_6,numeric_code,T2,affine,one,standardization,0.0005555887146388084,0.6375538732881043,0.02727619339988066,0.6349485644603579,0.9796310025195364,0.0026053088277464553
wine-quality-red,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,0.005136015734583191,0.6377247523048747,0.008328690563680895,0.633078242674238,0.3833345475722284,0.00464650963063673
wine-quality-red,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,0.0007448775749596708,0.6374984184840476,0.00244874420518875,0.6330331986869604,0.6958124195327069,0.00446521979708725
wine-quality-red,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,0.002819285024059525,0.6416544795722964,0.14514432245228714,0.6385170562478649,0.9805759882548193,0.0031374233244314542
