dataset,problem_type,model,pipeline,family,variant,scope,repair,reference_id,pred_disagreement,pred_disagreement_seed_sd,task_metric_original,orbit_mean,orbit_worst,orbit_best,orbit_span,probability_mad,js_divergence,label_flip_rate,prediction_rmse_normalized,prediction_pearson,prediction_spearman,kill_effect_min_across_seeds,kill_effect_seed_passes,seeds
diamonds,regression,tabpfn_2_6,numeric_code,T2,scaling,one,none,original__numeric_code,0.0007495828834074792,0.0005727783556611187,608.5573639884688,608.4628669192017,608.8684277759638,607.6897378031153,1.178689972848512,,,,0.0007495828834074792,0.9999988279298112,0.9999959505939984,0.0001739187906640625,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,zscore_reference,0.00017961320229146493,9.314289323483227e-06,614.221771199827,614.2920467744945,614.7631822715351,614.186139822871,0.5770424486640119,,,,0.00017961320229146493,0.9999999226996455,0.9999993890500605,0.00017083669795346662,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.038151195073007176,0.0015312536373224184,608.5573639884688,606.2172877375408,618.986898145252,597.856511520083,21.130386625169006,,,,0.038151195073007176,0.9992268865157797,0.9989490357183387,0.03641775764492473,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0014327867927271876,0.00010486210268901793,599.5485389452389,599.9286713398951,600.6891739718831,599.4215903043449,1.2675836675381333,,,,0.0014327867927271876,0.9999970954538663,0.9999990388714366,0.0013131965750008876,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T4,ordinal_integer,all,none,ordinal_integer_reference,0.02175363963168595,0.007541792234931203,555.9818768419749,557.6235375587389,567.7148477507345,548.3464167009879,19.36843104974662,,,,0.02175363963168595,0.9997366104152713,0.9998152472481623,0.017120337160130877,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T4,ordinal_integer,all,ordinal_canonicalization,ordinal_rank_reference,0.0,0.0,557.0424267551438,557.0424267551438,557.0424267551438,557.0424267551438,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T4,ordinal_integer,one,none,ordinal_integer_reference,0.007826471650918508,0.0025229338871030466,555.9818768419749,557.1687881106031,573.0139826676194,545.7714735510325,27.242509116586916,,,,0.007826471650918508,0.9999224026042394,0.999939195579798,0.005715118572926288,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T4,ordinal_integer,one,ordinal_canonicalization,ordinal_rank_reference,0.0,0.0,557.0424267551438,557.0424267551438,557.0424267551438,557.0424267551438,0.0,,,,0.0,1.0,1.0,0.0,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T6,cond_le_10,one,none,basis_reference__y,0.03896543891121682,0.006361511116310826,579.8370698032213,622.1732333673291,660.9184729464308,596.7393363586299,64.17913658780098,,,,0.03896543891121682,0.9991540213597053,0.9985940700781635,0.0328800139010784,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T6,cond_le_3,one,none,basis_reference__y,0.03615170378435192,0.002437361964900673,579.8370698032213,609.1691165908563,633.2237353215982,589.4924419692779,43.731293352320144,,,,0.03615170378435192,0.9993021907342282,0.9989101472645655,0.034300552882768814,0,3
diamonds,regression,tabpfn_2_6,numeric_code,T6,orthogonal,one,none,basis_reference__y,0.03838015629418893,0.005237594604071188,579.8370698032213,621.1191746594546,672.6939996853724,594.4611651275258,78.23283455784663,,,,0.03838015629418893,0.9991735078155664,0.9990068971479783,0.032502662887887376,0,3
wine-quality-red,regression,catboost,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.08857306501751643,0.0011092640414083652,0.6553072509191429,0.6571411051503108,0.6609188210037646,0.6531704397611618,0.00774838124260276,,,,0.08857306501751643,0.9890593464254662,0.9842393810469431,0.08734079090422803,3,3
wine-quality-red,regression,catboost,numeric_code,T2,affine,all,none,original__numeric_code,0.0009210327672423673,4.112970113722975e-05,0.6553072509191429,0.6553010200901875,0.6553791012600992,0.6551691839149814,0.00020991734511795665,,,,0.0009210327672423673,0.999998209860161,0.9999962615499035,0.0008925598679760749,0,3
wine-quality-red,regression,catboost,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,catboost,numeric_code,T2,affine,one,none,original__numeric_code,3.3712406650075e-05,5.839160116335279e-05,0.6553072509191429,0.6553063979029022,0.6553072509191429,0.6553037140974465,3.5368216964778063e-06,,,,3.3712406650075e-05,0.9999999807105461,0.9999998474102002,0.0,0,3
wine-quality-red,regression,catboost,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,catboost,numeric_code,T2,scaling,all,none,original__numeric_code,0.001625161760101977,0.000918084439087746,0.6553072509191429,0.6552871247825522,0.6553688343006515,0.6551503593956299,0.00021847490502154474,,,,0.001625161760101977,0.9999950267956866,0.9999933928616661,0.0010733217585631308,0,3
wine-quality-red,regression,catboost,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,catboost,numeric_code,T2,scaling,one,none,original__numeric_code,0.00022305352657005814,0.00022951291923448044,0.6553072509191429,0.6553025234923447,0.6553092892358413,0.6552828144664643,2.6474769377079117e-05,,,,0.00022305352657005814,0.9999994155073718,0.9999987182456812,3.333740051655e-05,0,3
wine-quality-red,regression,catboost,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.6552112501171393,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,catboost,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.0021867880593739834,0.0010872168340265416,0.6553072509191429,0.6553004080932505,0.6553858575653477,0.6552139528118843,0.00017190475346340328,,,,0.0021867880593739834,0.999991673012545,0.9999852445663536,0.00149018654534865,0,3
wine-quality-red,regression,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.001245043236578175,0.0004739598915775728,0.6552915387540547,0.6553177188828322,0.6553858575653477,0.6552670336195017,0.00011882394584602125,,,,0.001245043236578175,0.9999937996590403,0.9999895170807497,0.0008405883285706125,0,3
wine-quality-red,regression,catboost,numeric_code,T6,cond_le_10,one,none,basis_reference__density,0.09448856032312249,0.002990149459781969,0.6538320179179874,0.6501721677706627,0.6581454784552893,0.6435422021931394,0.014603276262149781,,,,0.09448856032312249,0.98728439358851,0.9828533163409333,0.09216992118691775,3,3
wine-quality-red,regression,catboost,numeric_code,T6,cond_le_3,one,none,basis_reference__density,0.09630824369747998,0.0014310972755031783,0.6538320179179874,0.65023438396026,0.6572367611462921,0.6434480813731361,0.013788679773155935,,,,0.09630824369747998,0.9868079020711965,0.9826116751338748,0.09530445499211457,3,3
wine-quality-red,regression,catboost,numeric_code,T6,orthogonal,one,none,basis_reference__density,0.09590160686986204,0.001255957498686745,0.6538320179179874,0.6527742257558476,0.663633898179497,0.6455281575407885,0.018105740638708623,,,,0.09590160686986204,0.98686883071771,0.9832249640574727,0.09505652460035263,3,3
wine-quality-red,regression,tabicl_v2,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.05823317774289757,0.0,0.6363011164257991,0.6375230669476669,0.6390860844016665,0.6362306059861521,0.0028554784155143675,,,,0.05823317774289757,0.996202755910346,0.9947623260779976,0.05823317774289756,3,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,affine,all,none,original__numeric_code,0.003917067894910238,0.0,0.6363011164257991,0.636167796707513,0.6365348332910273,0.6358812304704553,0.0006536028205720301,,,,0.003917067894910238,0.9999822437693823,0.9999361409881674,0.003917067894910238,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,affine,one,none,original__numeric_code,0.0008302559301912905,0.0,0.6363011164257991,0.6362619748687899,0.6363011164257991,0.6360836455530899,0.00021747087270918009,,,,0.0008302559301912905,0.9999969008642342,0.9999891966115091,0.0008302559301912905,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,scaling,all,none,original__numeric_code,0.0038483801318623125,0.0,0.6363011164257991,0.6360412313303225,0.6363720132228342,0.6358273284017854,0.0005446848210488575,,,,0.0038483801318623125,0.9999829111917156,0.9999276607730315,0.0038483801318623125,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,scaling,one,none,original__numeric_code,0.0004327320590405375,0.0,0.6363011164257991,0.6362836771864069,0.6363011164257991,0.6361616025106613,0.0001395139151377789,,,,0.0004327320590405375,0.9999982642766975,0.9999937972058959,0.0004327320590405375,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.6360973292133928,0.0,,,,0.0,1.0,1.0,0.0,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.08205619283141262,0.0,0.6363011164257991,0.6344402511786944,0.6380967498031415,0.6296063225188416,0.008490427284299829,,,,0.08205619283141262,0.9918335450299529,0.9897745820237641,0.08205619283141262,3,3
wine-quality-red,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.00022174865758053754,0.0,0.6366028334608322,0.6366205197154076,0.6366499968063664,0.6366028334608322,4.716334553411805e-05,,,,0.00022174865758053754,0.9999998529595678,0.9999997253380584,0.0002217486575805375,0,3
wine-quality-red,regression,tabicl_v2,numeric_code,T6,cond_le_10,one,none,basis_reference__density,0.0610822619549197,0.0,0.6386036944740048,0.6325422133761718,0.6369147121098153,0.6290890651042286,0.007825647005586744,,,,0.0610822619549197,0.9956726597930247,0.9939934070099103,0.0610822619549197,3,3
wine-quality-red,regression,tabicl_v2,numeric_code,T6,cond_le_3,one,none,basis_reference__density,0.062047200154357496,0.0,0.6386036944740048,0.6318704647082241,0.6373551505135691,0.6268658526395972,0.010489297873971903,,,,0.062047200154357496,0.9955697732604719,0.9938161371404525,0.062047200154357496,3,3
wine-quality-red,regression,tabicl_v2,numeric_code,T6,orthogonal,one,none,basis_reference__density,0.06244234733182294,0.0,0.6386036944740048,0.6322602442263026,0.6352062044392685,0.6290369418591866,0.00616926258008188,,,,0.06244234733182294,0.9955119442796825,0.9938138115505927,0.06244234733182294,3,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.12828607669119355,0.016455314992939528,0.6329860474487444,0.6440274710106043,0.6542857079112174,0.6329777763726612,0.021307931538556295,,,,0.12828607669119355,0.9803576145403529,0.9770020315805955,0.11338564595390017,3,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,affine,all,none,original__numeric_code,0.08322520606317706,0.01428832181624202,0.6329860474487444,0.6384690006854409,0.64539257017159,0.6312936397268367,0.014098930444753336,,,,0.08322520606317706,0.9914654468952627,0.9893729787206674,0.06770008293223188,3,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,affine,all,standardization,zscore_reference,0.0049070500711317164,0.0009526268636260625,0.6375334383755608,0.6375581578436029,0.6379096206104349,0.6372687622220158,0.0006408583884191706,,,,0.0049070500711317164,0.9999706249688746,0.9999189442983143,0.0041225836875937874,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,affine,one,none,original__numeric_code,0.02727619339988066,0.010997323231207544,0.6329860474487444,0.6349485644603579,0.6393273840586496,0.6325425718718842,0.00678481218676541,,,,0.02727619339988066,0.9985819652954829,0.9981125099526698,0.016127967712329612,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,affine,one,standardization,zscore_reference,0.0005555887146388084,0.0001101394546532798,0.6375334383755608,0.6375538732881043,0.6376969176759092,0.6375334383755608,0.00016347930034854574,,,,0.0005555887146388084,0.9999972568168891,0.9999918669636675,0.000434308037673775,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,scaling,all,none,original__numeric_code,0.008328690563680895,0.0024576734666071657,0.6329860474487444,0.633078242674238,0.6335904323144445,0.6326304325232779,0.0009599997911666028,,,,0.008328690563680895,0.9999113256123618,0.9998088660166952,0.005512894076223312,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,zscore_reference,0.005136015734583191,0.000756286996386691,0.6375334383755608,0.6377247523048747,0.6379894638611981,0.6374399569016206,0.0005495069595775615,,,,0.005136015734583191,0.9999679025350035,0.9999112995493414,0.0043518828905715,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,scaling,one,none,original__numeric_code,0.00244874420518875,0.0011977203325016013,0.6329860474487444,0.6330331986869604,0.6334016877275682,0.6326822941081794,0.0007193936193887381,,,,0.00244874420518875,0.99997921304525,0.9999479516192676,0.0011485223155621375,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0007448775749596708,0.000180755171257578,0.6375334383755608,0.6374984184840476,0.6375334383755608,0.6372532792434558,0.00028015913210499566,,,,0.0007448775749596708,0.99999498106403,0.999985778630653,0.0005361754761840625,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.14514432245228714,0.010300239113098755,0.6329860474487444,0.6385170562478649,0.6432199758563505,0.6344070606075067,0.00881291524884372,,,,0.14514432245228714,0.9746008719675995,0.9719000655923348,0.1338024330437809,3,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.002819285024059525,0.0008030323283404047,0.6415496390815473,0.6416544795722964,0.6418584208523885,0.6415204319527036,0.00033798889968494894,,,,0.002819285024059525,0.9999743546793322,0.9999668117185303,0.0020582922556342496,0,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T6,cond_le_10,one,none,basis_reference__density,0.10048763732879823,0.032953115174319224,0.6410921686152323,0.6404927885941006,0.6461534006833012,0.6354389831301358,0.010714417553165342,,,,0.10048763732879823,0.9875997550411032,0.9856621893767592,0.07976938456507215,3,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T6,cond_le_3,one,none,basis_reference__density,0.09657771225284649,0.017611202466406357,0.6410921686152323,0.6402005812617907,0.644455548280458,0.6361582309441026,0.00829731733635534,,,,0.09657771225284649,0.9890823109462338,0.9869449660472437,0.08469256900107044,3,3
wine-quality-red,regression,tabpfn_2_6,numeric_code,T6,orthogonal,one,none,basis_reference__density,0.0984956025656792,0.01940358285714817,0.6410921686152323,0.6409548356418838,0.6479752213595589,0.6365575122649757,0.011417709094583136,,,,0.0984956025656792,0.98875165060014,0.9863922361213588,0.08358255491641169,3,3
