model,alpha,split,n_tasks,n_observations,nrmse_mean,nrmse_std_across_tasks,nrmse_ci95_low,nrmse_ci95_high,residual_usage_mean,gate_mean,training_seconds_mean
PenalizedScalarResidual,0.25,ood,1,1,0.05234111802232536,0.0,0.05234111802232536,0.05234111802232536,0.010277154969628105,0.047151826322078705,0.010125696891918778
PenalizedScalarResidual,0.5,iid,1,1,0.5090412875255517,0.0,0.5090412875255517,0.5090412875255517,0.008180346445131704,0.047417934983968735,0.013937146868556738
PenalizedScalarResidual,0.5,ood,1,1,0.10538659600367167,0.0,0.10538659600367167,0.10538659600367167,0.009728537313082703,0.047417934983968735,0.013937146868556738
PenalizedScalarResidual,1.0,iid,1,1,0.766333999967788,0.0,0.766333999967788,0.766333999967788,0.006502620443982909,0.04756268858909607,0.009738906053826213
PenalizedScalarResidual,1.0,ood,1,1,0.20641822379539485,0.0,0.20641822379539485,0.20641822379539485,0.009871494697187965,0.04756268858909607,0.009738906053826213
PureMLP,0.0,iid,1,1,0.9021013160670922,0.0,0.9021013160670922,0.9021013160670922,-1.0,-1.0,0.016171140829101205
PureMLP,0.0,ood,1,1,0.9094990477246451,0.0,0.9094990477246451,0.9094990477246451,-1.0,-1.0,0.016171140829101205
PureMLP,0.1,iid,1,1,0.9029751166104778,0.0,0.9029751166104778,0.9029751166104778,-1.0,-1.0,0.02525176596827805
PureMLP,0.1,ood,1,1,0.9101024784241315,0.0,0.9101024784241315,0.9101024784241315,-1.0,-1.0,0.02525176596827805
PureMLP,0.25,iid,1,1,0.9075975223594382,0.0,0.9075975223594382,0.9075975223594382,-1.0,-1.0,0.04287334089167416
PureMLP,0.25,ood,1,1,0.9096469975650647,0.0,0.9096469975650647,0.9096469975650647,-1.0,-1.0,0.04287334089167416
PureMLP,0.5,iid,1,1,0.9216518386355439,0.0,0.9216518386355439,0.9216518386355439,-1.0,-1.0,0.04302026308141649
PureMLP,0.5,ood,1,1,0.907279157223843,0.0,0.907279157223843,0.907279157223843,-1.0,-1.0,0.04302026308141649
PureMLP,1.0,iid,1,1,0.950191528327283,0.0,0.950191528327283,0.950191528327283,-1.0,-1.0,0.04291704692877829
PureMLP,1.0,ood,1,1,0.8947271996769494,0.0,0.8947271996769494,0.8947271996769494,-1.0,-1.0,0.04291704692877829
PureProgram,0.0,iid,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PureProgram,0.0,ood,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PureProgram,0.1,iid,1,1,0.11650214548855105,0.0,0.11650214548855105,0.11650214548855105,0.0,0.0,0.0
PureProgram,0.1,ood,1,1,0.02164066183201622,0.0,0.02164066183201622,0.02164066183201622,0.0,0.0,0.0
PureProgram,0.25,iid,1,1,0.28202723896751136,0.0,0.28202723896751136,0.28202723896751136,0.0,0.0,0.0
PureProgram,0.25,ood,1,1,0.05385620446151934,0.0,0.05385620446151934,0.05385620446151934,0.0,0.0,0.0
PureProgram,0.5,iid,1,1,0.508371285241787,0.0,0.508371285241787,0.508371285241787,0.0,0.0,0.0
PureProgram,0.5,ood,1,1,0.1066855036230102,0.0,0.1066855036230102,0.1066855036230102,0.0,0.0,0.0
PureProgram,1.0,iid,1,1,0.7658285620510993,0.0,0.7658285620510993,0.7658285620510993,0.0,0.0,0.0
PureProgram,1.0,ood,1,1,0.2078719518251255,0.0,0.2078719518251255,0.2078719518251255,0.0,0.0,0.0
UnpenalizedResidual,0.0,iid,1,1,0.029105117613972525,0.0,0.029105117613972525,0.029105117613972525,0.029105117613972515,1.0,0.24933376512490213
UnpenalizedResidual,0.0,ood,1,1,0.07476506188508682,0.0,0.07476506188508682,0.07476506188508682,0.07476506188508682,1.0,0.24933376512490213
UnpenalizedResidual,0.1,iid,1,1,0.12981460825143845,0.0,0.12981460825143845,0.12981460825143845,0.04987988096991337,1.0,0.013453960185870528
UnpenalizedResidual,0.1,ood,1,1,0.10462385322853963,0.0,0.10462385322853963,0.10462385322853963,0.10985503181957972,1.0,0.013453960185870528
UnpenalizedResidual,0.25,iid,1,1,0.29293713032128815,0.0,0.29293713032128815,0.29293713032128815,0.07259887148144041,1.0,0.009637293173000216
UnpenalizedResidual,0.25,ood,1,1,0.14806823471432717,0.0,0.14806823471432717,0.14806823471432717,0.15579603585594023,1.0,0.009637293173000216
UnpenalizedResidual,0.5,iid,1,1,0.520701738194885,0.0,0.520701738194885,0.520701738194885,0.09212370974624777,1.0,0.01612148596905172
UnpenalizedResidual,0.5,ood,1,1,0.18429545176941825,0.0,0.18429545176941825,0.18429545176941825,0.1837832936411307,1.0,0.01612148596905172
UnpenalizedResidual,1.0,iid,1,1,0.7769683019946811,0.0,0.7769683019946811,0.7769683019946811,0.0955431519993814,1.0,0.01002628798596561
UnpenalizedResidual,1.0,ood,1,1,0.24774817046542683,0.0,0.24774817046542683,0.24774817046542683,0.19776950600721202,1.0,0.01002628798596561
