git_commit,git_dirty,task_id,task_seed,seed,n_regimes,model,split,training_seconds,regime_accuracy,functional_recovery,operator_accuracy,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,2,1,NeuralMoE,ood,1.3847611309029162,1.0,-1.0,-1.0,3.8503517493963955,4.852839668139618,-12.422073057492144,3.6636147528762004,2.5507903381798176
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,2,1,MLP,ood,0.8984818940516561,-1.0,-1.0,-1.0,1.7581049696359514,2.211938217053826,-1.7885195712091537,1.6698860952799008,1.4784855307281681
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,2,1,RandomForest,ood,0.3818576910998672,-1.0,-1.0,-1.0,0.797666945989485,1.080712375913478,0.33434689501377035,0.8158756676027479,0.5059972336001787
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,OracleRouter,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,HardProgramRouter,iid,0.02201704611070454,1.0,1.0,1.0,0.00046917061399653903,0.00047427039764754277,0.9999999554372306,0.000211098956395061,0.000489827249324309
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,SingleProgram,iid,0.021558515029028058,-1.0,-1.0,-1.0,0.00046917061399653903,0.00047427039764754277,0.9999999554372306,0.000211098956395061,0.000489827249324309
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,NeuralMoE,iid,1.0768278141040355,1.0,-1.0,-1.0,0.4717221886144216,1.1362019705719457,0.744240830921642,0.5057263776770577,0.2017172891893128
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,MLP,iid,0.5163865040522069,-1.0,-1.0,-1.0,0.28963901444330986,0.8678816998570924,0.8507751339027467,0.3862963449183196,0.07093458875640822
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,RandomForest,iid,0.36035146401263773,-1.0,-1.0,-1.0,0.4728507828931188,1.1768287638107673,0.7256236429648208,0.5238094663474298,0.13054551081465632
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,OracleRouter,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,HardProgramRouter,ood,0.02201704611070454,1.0,1.0,1.0,0.0004689887573476881,0.0004706183679090757,0.9999998621479281,0.0003712843544172698,0.00047279418115590626
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,SingleProgram,ood,0.021558515029028058,-1.0,-1.0,-1.0,0.0004689887573476881,0.0004706183679090757,0.9999998621479281,0.0003712843544172698,0.00047279418115590626
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,NeuralMoE,ood,1.0768278141040355,1.0,-1.0,-1.0,2.8280529210960594,3.5797492076936694,-6.9759193556463535,2.8241670197858966,2.395542139242509
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,MLP,ood,0.5163865040522069,-1.0,-1.0,-1.0,1.4993330927459283,2.014288390958756,-1.5253341423935813,1.5891299954357356,1.0526908639860306
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,3,1,RandomForest,ood,0.36035146401263773,-1.0,-1.0,-1.0,1.5725670658703077,1.8139110210174259,-1.047894171379471,1.431046530123836,1.640242854273657
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,OracleRouter,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,HardProgramRouter,iid,0.03155317599885166,1.0,1.0,1.0,0.0007567258094454132,0.0007574626415489129,0.9999998947740074,0.0003243855616034496,0.0007514595484521538
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,SingleProgram,iid,0.029299661051481962,-1.0,-1.0,-1.0,0.0007567258094454132,0.0007574626415489129,0.9999998947740074,0.0003243855616034496,0.0007514595484521538
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,NeuralMoE,iid,1.0344216548837721,1.0,-1.0,-1.0,0.3381137870012836,1.0935540898563625,0.7806785374859413,0.4683176940006203,0.11728473679610293
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,MLP,iid,0.3875665031373501,-1.0,-1.0,-1.0,0.3675247320352,1.1776623866252744,0.7456438729474597,0.5043373147532714,0.10571499891926958
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,RandomForest,iid,0.40388129698112607,-1.0,-1.0,-1.0,0.47771287791032035,1.3537432593075565,0.6638963651674126,0.5797444564914678,0.1409772015828951
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,OracleRouter,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,HardProgramRouter,ood,0.03155317599885166,1.0,1.0,1.0,0.0007567964203190058,0.0007570182587971063,0.9999996508038709,0.0005909281928290464,0.0007646559461874877
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,SingleProgram,ood,0.029299661051481962,-1.0,-1.0,-1.0,0.0007567964203190058,0.0007570182587971063,0.9999996508038709,0.0005909281928290464,0.0007646559461874877
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,NeuralMoE,ood,1.0344216548837721,1.0,-1.0,-1.0,2.749837697185285,3.4803371810755217,-6.3807306074430565,2.716750008271474,2.1223569094814088
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,MLP,ood,0.3875665031373501,-1.0,-1.0,-1.0,2.286597745049221,3.0907948010407016,-4.820992743016376,2.412673360199506,1.588760321637591
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613100-r1,202613100,4,1,RandomForest,ood,0.40388129698112607,-1.0,-1.0,-1.0,1.1347649448216184,1.4415045147060297,-0.26616039711617945,1.1252379291137407,0.7299901613880551
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,OracleRouter,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,HardProgramRouter,iid,0.03332487493753433,1.0,0.0,1.0,0.0017417873623344349,0.0020123650404768995,0.9999985781442038,0.001192415949326072,0.0016036159713357489
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,SingleProgram,iid,0.03299138299189508,-1.0,-1.0,-1.0,0.0017417873623344349,0.0020123650404768995,0.9999985781442038,0.001192415949326072,0.0016036159713357489
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,NeuralMoE,iid,1.071649300865829,1.0,-1.0,-1.0,0.007995795123861171,0.0107034971760697,0.9999597752436312,0.006342298981345573,0.005520844482571357
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,MLP,iid,0.8460430670529604,-1.0,-1.0,-1.0,0.0072133098292397335,0.009235478303224758,0.9999700524837346,0.00547243239020406,0.004976380886944486
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,RandomForest,iid,0.3824377949349582,-1.0,-1.0,-1.0,0.09077221743312175,0.11816840814241458,0.9950971930278507,0.070020046930499,0.06182103209662216
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,OracleRouter,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,HardProgramRouter,ood,0.03332487493753433,1.0,1.0,1.0,0.0041330218862185575,0.0050419752924811285,0.9999995614629557,0.0006622212955711738,0.00077827238288945
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,SingleProgram,ood,0.03299138299189508,-1.0,-1.0,-1.0,0.0041330218862185575,0.0050419752924811285,0.9999995614629557,0.0006622212955711738,0.00077827238288945
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,NeuralMoE,ood,1.071649300865829,1.0,-1.0,-1.0,0.3307851078097883,0.4269995438028879,0.9968547173379372,0.0560828196693324,0.05853509212652498
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,MLP,ood,0.8460430670529604,-1.0,-1.0,-1.0,0.3491711793503782,0.44394681290248056,0.9966000952991928,0.058308701758889976,0.04939939313094694
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,0,1,RandomForest,ood,0.3824377949349582,-1.0,-1.0,-1.0,4.373567613631081,5.375256609499876,0.5015710461531944,0.7059950097888835,0.7708726850632344
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,OracleRouter,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,HardProgramRouter,iid,0.02886129915714264,1.0,1.0,1.0,0.0012180312078271527,0.0014858776320239057,0.9999991281605034,0.0009337234582850919,0.0010287597775924362
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,SingleProgram,iid,0.02834868594072759,-1.0,-1.0,-1.0,0.0012180312078271527,0.0014858776320239057,0.9999991281605034,0.0009337234582850919,0.0010287597775924362
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,NeuralMoE,iid,1.1191163880284876,1.0,-1.0,-1.0,0.008485030190058751,0.01055531473546842,0.9999560040373402,0.006632945247762231,0.00679452517447489
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,MLP,iid,1.1801181179471314,-1.0,-1.0,-1.0,0.00755535417192732,0.009907257496816195,0.9999612405727087,0.006225706971204538,0.006039396613627252
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,RandomForest,iid,0.3888149540871382,-1.0,-1.0,-1.0,0.08370279251383977,0.11419824661469748,0.994850212349101,0.07176202095049344,0.0546588009617991
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,OracleRouter,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,HardProgramRouter,ood,0.02886129915714264,1.0,1.0,1.0,0.0056634352526998555,0.007005737496328881,0.9999991727332886,0.000909542033847915,0.0009298722793616716
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,SingleProgram,ood,0.02834868594072759,-1.0,-1.0,-1.0,0.0056634352526998555,0.007005737496328881,0.9999991727332886,0.000909542033847915,0.0009298722793616716
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,NeuralMoE,ood,1.1191163880284876,1.0,-1.0,-1.0,0.454424733765336,0.6262469000920765,0.993389580718502,0.08130448500235382,0.07395483799731843
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,MLP,ood,1.1801181179471314,-1.0,-1.0,-1.0,0.44638996919820784,0.5851654068243823,0.9942284147297731,0.07597095017325295,0.07348512701327367
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,1,1,RandomForest,ood,0.3888149540871382,-1.0,-1.0,-1.0,4.392225509023336,5.331159581704388,0.5209496146712433,0.6921346583785244,0.7351043059733756
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,OracleRouter,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,HardProgramRouter,iid,0.024163130205124617,1.0,1.0,1.0,0.0011935071272546338,0.00146727723792181,0.9999991656073948,0.000913450932059498,0.0010710103915647835
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,SingleProgram,iid,0.021266784984618425,-1.0,-1.0,-1.0,0.0011935071272546338,0.00146727723792181,0.9999991656073948,0.000913450932059498,0.0010710103915647835
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,NeuralMoE,iid,1.5402334278915077,1.0,-1.0,-1.0,0.008055602935201023,0.010420359853309132,0.9999579165321838,0.006487177183967079,0.00578848674293481
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,MLP,iid,1.2231861560139805,-1.0,-1.0,-1.0,0.007344193982135039,0.00952661883046813,0.9999648258457384,0.0059307802405440205,0.00568281184051002
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,RandomForest,iid,0.3423530750442296,-1.0,-1.0,-1.0,0.07392315199212061,0.10184922291531107,0.9959796716402148,0.06340605933020287,0.04958449480486448
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,OracleRouter,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,HardProgramRouter,ood,0.024163130205124617,1.0,1.0,1.0,0.005082820773850472,0.006459191327924789,0.99999924761768,0.0008673997463810105,0.0009035137484926944
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,SingleProgram,ood,0.021266784984618425,-1.0,-1.0,-1.0,0.005082820773850472,0.006459191327924789,0.99999924761768,0.0008673997463810105,0.0009035137484926944
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,NeuralMoE,ood,1.5402334278915077,1.0,-1.0,-1.0,0.422365485021146,0.5239353744904028,0.9950496292378977,0.07035887123954024,0.07589934539249385
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,MLP,ood,1.2231861560139805,-1.0,-1.0,-1.0,0.38395577207847964,0.4941613552250302,0.9955962785314098,0.06636054150314197,0.07199064548289832
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,2,1,RandomForest,ood,0.3423530750442296,-1.0,-1.0,-1.0,4.136710250532049,5.1604910659974035,0.5197533492832116,0.6929983049883949,0.7524442604145964
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,OracleRouter,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,HardProgramRouter,iid,0.024456742918118834,1.0,1.0,1.0,0.00011487442498037126,0.0001397385298306738,0.9999999928484051,8.456710292298629e-05,9.818807805311744e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,SingleProgram,iid,0.021869923919439316,-1.0,-1.0,-1.0,0.00011487442498037126,0.0001397385298306738,0.9999999928484051,8.456710292298629e-05,9.818807805311744e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,NeuralMoE,iid,1.4001502839382738,1.0,-1.0,-1.0,0.007665920354156697,0.009976814116793154,0.9999635452329259,0.006037778322705293,0.0052186240744281805
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,MLP,iid,1.058601622004062,-1.0,-1.0,-1.0,0.007636728233592294,0.010570613878291744,0.999959076668207,0.006397134654900461,0.004839806193470384
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,RandomForest,iid,0.363290224224329,-1.0,-1.0,-1.0,0.0843385705885547,0.11095221865253332,0.9954913912635289,0.0671461743993734,0.05756295965170496
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,OracleRouter,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,HardProgramRouter,ood,0.024456742918118834,1.0,1.0,1.0,0.0005033033621657523,0.0006273992114623559,0.9999999933367356,8.16288204732935e-05,8.498657323429334e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,SingleProgram,ood,0.021869923919439316,-1.0,-1.0,-1.0,0.0005033033621657523,0.0006273992114623559,0.9999999933367356,8.16288204732935e-05,8.498657323429334e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,NeuralMoE,ood,1.4001502839382738,1.0,-1.0,-1.0,0.34978666276037984,0.45242273652990567,0.996535121983081,0.05886321446301608,0.06352970925113147
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,MLP,ood,1.058601622004062,-1.0,-1.0,-1.0,0.5041511067602187,0.636178503043341,0.993148950824889,0.08277106484219629,0.08101565521889609
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,3,1,RandomForest,ood,0.363290224224329,-1.0,-1.0,-1.0,4.303829915934336,5.276670475171058,0.5286765453798536,0.6865300099923864,0.7354730111599822
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,4,1,OracleRouter,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,4,1,HardProgramRouter,iid,0.023172836983576417,1.0,1.0,1.0,0.0005431655113170564,0.0006623954830202672,0.9999998405586246,0.0003993011086697039,0.00045027963325541413
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-scale-202613101-r1,202613101,4,1,SingleProgram,iid,0.02135253488086164,-1.0,-1.0,-1.0,0.0005431655113170564,0.0006623954830202672,0.9999998405586246,0.0003993011086697039,0.00045027963325541413
