hypothesis,dataset,task,seed,training_seed,arm,budget_per_numeric,input_features,train_rows,val_rows,test_rows,split_fingerprint,failure,parameters,best_epoch,epochs_trained,batches_per_epoch,gradient_updates,forced_epoch_budget,train_seconds,val_proper_loss,val_metric,test_proper_loss,test_metric
external_selective_measure_orbit,openml_credit_43454_external,binclass,202,202,measure_orbit,39,1040,22807,4887,4887,d998f77365c476ba,,125512,22,28,45,1260,,13.221824325853959,0.21250585058973803,0.9300184162062615,0.21507436830133547,0.9304276652342951
external_selective_measure_orbit,openml_credit_43454_external,binclass,202,10202,baseline_seedmate_update_matched,39,1040,22807,4887,4887,d998f77365c476ba,,125512,22,28,45,1260,28,11.214416017988697,0.21209796064634648,0.9304276652342951,0.215895438735847,0.929609167178228
external_selective_measure_orbit,openml_credit_43454_external,binclass,303,303,baseline_anchor,39,1040,22807,4887,4887,d998f77365c476ba,,125512,30,30,45,1350,,12.774806935107335,0.21263887037600637,0.9283814200941273,0.2115954441236744,0.9291999181501944
external_selective_measure_orbit,openml_credit_43454_external,binclass,303,303,measure_orbit,39,1040,22807,4887,4887,d998f77365c476ba,,125512,28,30,45,1350,,15.028088454157114,0.21022109564064073,0.9281767955801105,0.21248469566282077,0.9306322897483118
external_selective_measure_orbit,openml_credit_43454_external,binclass,303,10303,baseline_seedmate_update_matched,39,1040,22807,4887,4887,d998f77365c476ba,,125512,30,30,45,1350,30,14.962941237026826,0.21341748845360337,0.929609167178228,0.2152425711781922,0.9283814200941273
external_selective_measure_orbit,helena_external,multiclass,101,101,baseline_anchor,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,30,30,82,2460,,26.007819389924407,2.5839558731102943,0.3680023006134969,2.5482802947640564,0.3770705521472393
external_selective_measure_orbit,helena_external,multiclass,101,101,measure_orbit,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,30,30,82,2460,,26.674039382021874,2.583628573354931,0.3668519938650307,2.548340757598692,0.37745398773006134
external_selective_measure_orbit,helena_external,multiclass,101,10101,baseline_seedmate_update_matched,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,27,30,82,2460,30,27.428510176949203,2.5835237168623624,0.370590490797546,2.5467233007108026,0.37645705521472395
external_selective_measure_orbit,helena_external,multiclass,202,202,baseline_anchor,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,30,30,82,2460,,27.666452931938693,2.57867784627176,0.3701111963190184,2.5474577842762636,0.37875766871165645
external_selective_measure_orbit,helena_external,multiclass,202,202,measure_orbit,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,30,30,82,2460,,24.79714541998692,2.5818515779631293,0.3677147239263804,2.5513468566896806,0.378680981595092
external_selective_measure_orbit,helena_external,multiclass,202,10202,baseline_seedmate_update_matched,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,29,30,82,2460,30,22.92078401404433,2.5800374273361846,0.37423312883435583,2.545088422845339,0.3802147239263804
external_selective_measure_orbit,helena_external,multiclass,303,303,baseline_anchor,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,29,30,82,2460,,29.598997923079878,2.580932208803292,0.3678105828220859,2.53940852616341,0.38266871165644173
external_selective_measure_orbit,helena_external,multiclass,303,303,measure_orbit,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,29,30,82,2460,,25.364091501105577,2.579222399716092,0.3704946319018405,2.541709774453117,0.3811349693251534
external_selective_measure_orbit,helena_external,multiclass,303,10303,baseline_seedmate_update_matched,37,1026,41724,10432,13040,850573b4ed68b5c9,,277472,27,30,82,2460,30,23.35994115495123,2.579195242604495,0.37317868098159507,2.5424777708268147,0.37783742331288345
external_selective_measure_orbit,sberbank_window2_external,regression,101,101,baseline_anchor,4,1996,10315,4429,4500,f33e073dd8573315,,186696,23,29,21,609,,8.014340546913445,0.41916748881340027,0.24489869803457154,0.4374309778213501,0.2501770498015432
external_selective_measure_orbit,sberbank_window2_external,regression,101,101,measure_orbit,4,1996,10315,4429,4500,f33e073dd8573315,,186696,8,14,21,294,,3.8165168438572437,0.4306524395942688,0.24823106722321953,0.41048043966293335,0.2423477114995478
external_selective_measure_orbit,sberbank_window2_external,regression,101,10101,baseline_seedmate_update_matched,4,1996,10315,4429,4500,f33e073dd8573315,,186696,12,14,21,294,14,3.9729242147877812,0.4248237609863281,0.24654551546787573,0.4713919758796692,0.25970706833972557
external_selective_measure_orbit,sberbank_window2_external,regression,202,202,baseline_anchor,4,1996,10315,4429,4500,f33e073dd8573315,,186696,19,25,21,525,,6.783057661028579,0.41460350155830383,0.24356180026992647,0.4459701180458069,0.2526071212206773
external_selective_measure_orbit,sberbank_window2_external,regression,202,202,measure_orbit,4,1996,10315,4429,4500,f33e073dd8573315,,186696,26,30,21,630,,8.067300803028047,0.41392406821250916,0.2433621539243731,0.45770666003227234,0.2559094363631793
external_selective_measure_orbit,sberbank_window2_external,regression,202,10202,baseline_seedmate_update_matched,4,1996,10315,4429,4500,f33e073dd8573315,,186696,29,30,21,630,30,7.766511328984052,0.4160465896129608,0.24398530754885073,0.4529639184474945,0.25458013665821255
external_selective_measure_orbit,sberbank_window2_external,regression,303,303,baseline_anchor,4,1996,10315,4429,4500,f33e073dd8573315,,186696,17,23,21,483,,6.851945926900953,0.41928282380104065,0.24493240456044418,0.43060070276260376,0.24821616420408787
external_selective_measure_orbit,sberbank_window2_external,regression,303,303,measure_orbit,4,1996,10315,4429,4500,f33e073dd8573315,,186696,17,23,21,483,,7.654096910962835,0.41824325919151306,0.24462857235799618,0.4287629723548889,0.24768592335092876
external_selective_measure_orbit,sberbank_window2_external,regression,303,10303,baseline_seedmate_update_matched,4,1996,10315,4429,4500,f33e073dd8573315,,186696,19,23,21,483,23,7.738029184052721,0.4161017835140228,0.24400149569973806,0.4393230378627777,0.25071752661640545
