git_commit,git_dirty,task_id,task_seed,seed,model,multiplier,training_seconds,mean_node_validation_nrmse,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,3,NeuralPrimitives,2.0,1.1006129370070994,0.37855498492717743,2.2166444928734563,3.1611940621812114,-80.02614578982175,9.001452426682139,3.2601289700471305
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,3,ExactPrimitives,4.0,0.0,0.37855498492717743,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,3,NeuralPrimitives,4.0,1.1006129370070994,0.37855498492717743,5.660570941727201,7.809785156597243,-633.9221496346154,25.197661590604305,17.453485458236965
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,3,ExactPrimitives,8.0,0.0,0.37855498492717743,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,3,NeuralPrimitives,8.0,1.1006129370070994,0.37855498492717743,11.8270386157119,15.6991395335206,-3256.2549880911006,57.07236623875955,62.06182990396793
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,ExactPrimitives,1.0,0.0,0.3693592697381973,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,NeuralPrimitives,1.0,1.1011240649968386,0.3693592697381973,0.6554281728166416,2.173314579087925,0.7424997292492136,0.5074448450332179,0.184654118561127
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,ExactPrimitives,2.0,0.0,0.3693592697381973,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,NeuralPrimitives,2.0,1.1011240649968386,0.3693592697381973,1.1826183413031686,1.473403334277148,-16.602168040914922,4.195493777961651,3.038429739900369
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,ExactPrimitives,4.0,0.0,0.3693592697381973,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,NeuralPrimitives,4.0,1.1011240649968386,0.3693592697381973,3.291096179451415,4.7052565293644815,-229.46708903295584,15.181142547020492,9.448698227155482
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,ExactPrimitives,8.0,0.0,0.3693592697381973,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608500,202608500,4,NeuralPrimitives,8.0,1.1011240649968386,0.3693592697381973,7.389825830991867,10.860171470184047,-1557.739078490231,39.48086977879579,20.50872275121251
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,ExactPrimitives,1.0,0.0,0.1775565737625584,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,NeuralPrimitives,1.0,1.1165394040290266,0.1775565737625584,0.27893179426359893,1.0865157652076691,0.8931570719829524,0.32686836496829674,0.05898030982831011
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,ExactPrimitives,2.0,0.0,0.1775565737625584,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,NeuralPrimitives,2.0,1.1165394040290266,0.1775565737625584,0.957669472827547,1.3098699208122522,0.19771620773904297,0.8957029598371086,0.9318324972271094
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,ExactPrimitives,4.0,0.0,0.1775565737625584,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,NeuralPrimitives,4.0,1.1165394040290266,0.1775565737625584,2.8795160667028767,3.912117930033435,-4.006859549139956,2.2376012936043717,1.8785864026442152
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,ExactPrimitives,8.0,0.0,0.1775565737625584,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,0,NeuralPrimitives,8.0,1.1165394040290266,0.1775565737625584,7.479473935214486,10.456746326202188,-19.925187990674992,4.574405752737179,4.281416168040319
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,ExactPrimitives,1.0,0.0,0.18149523064494133,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,NeuralPrimitives,1.0,1.1700768258888274,0.18149523064494133,0.30726911480644503,1.0917169534905504,0.8921317020711304,0.3284330950572271,0.07690136410980819
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,ExactPrimitives,2.0,0.0,0.18149523064494133,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,NeuralPrimitives,2.0,1.1700768258888274,0.18149523064494133,1.516854003370895,2.0409696951156193,-0.9478019329379865,1.3956367482041976,1.4737483692392574
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,ExactPrimitives,4.0,0.0,0.18149523064494133,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,NeuralPrimitives,4.0,1.1700768258888274,0.18149523064494133,3.3251964465370065,4.47075064803161,-5.538865873932934,2.557120621701866,2.5485314177464593
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,ExactPrimitives,8.0,0.0,0.18149523064494133,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,1,NeuralPrimitives,8.0,1.1700768258888274,0.18149523064494133,7.370906091221201,9.845331590545024,-17.549701225730548,4.3069364083685455,4.888775855807051
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,ExactPrimitives,1.0,0.0,0.1749892047373578,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,NeuralPrimitives,1.0,0.9504887359216809,0.1749892047373578,0.27980317086075956,1.0605283997914958,0.8982069041917227,0.3190503029434032,0.07036733019498011
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,ExactPrimitives,2.0,0.0,0.1749892047373578,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,NeuralPrimitives,2.0,0.9504887359216809,0.1749892047373578,0.9201766040077928,1.056145933854431,0.47842166613019943,0.7222038035553403,1.2426696359430331
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,ExactPrimitives,4.0,0.0,0.1749892047373578,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,NeuralPrimitives,4.0,0.9504887359216809,0.1749892047373578,2.636729725459304,3.2125211339847923,-2.3762416228873238,1.8374552029606936,2.378885729397882
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,ExactPrimitives,8.0,0.0,0.1749892047373578,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,2,NeuralPrimitives,8.0,0.9504887359216809,0.1749892047373578,7.426348533506683,10.612755418011004,-20.55423108292531,4.642653452813952,5.469666729673712
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,ExactPrimitives,1.0,0.0,0.17535297869471833,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,NeuralPrimitives,1.0,1.0694452200550586,0.17535297869471833,0.3065826115636128,1.0566793053782777,0.8989444614589704,0.31789233797156796,0.09999155384704864
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,ExactPrimitives,2.0,0.0,0.17535297869471833,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,NeuralPrimitives,2.0,1.0694452200550586,0.17535297869471833,0.8539410546532622,1.1246448801372024,0.4085711563603317,0.7690441103341656,0.9025476879949069
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,ExactPrimitives,4.0,0.0,0.17535297869471833,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,NeuralPrimitives,4.0,1.0694452200550586,0.17535297869471833,2.7889382499951125,3.62277822504862,-3.2936340880904353,2.072108609144423,2.0252275803213617
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,ExactPrimitives,8.0,0.0,0.17535297869471833,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,3,NeuralPrimitives,8.0,1.0694452200550586,0.17535297869471833,7.192231963363753,9.43611628591122,-16.039733258780473,4.127921178847831,4.737025871069086
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,ExactPrimitives,1.0,0.0,0.17209761717822403,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,NeuralPrimitives,1.0,1.2791556671727449,0.17209761717822403,0.25711032428091585,1.0220385525137794,0.905461594487738,0.3074709832037196,0.06244540939928918
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,ExactPrimitives,2.0,0.0,0.17209761717822403,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,NeuralPrimitives,2.0,1.2791556671727449,0.17209761717822403,0.7724516659802703,0.9701720075063285,0.5598819709342028,0.6634139198613467,0.8911899392636515
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,ExactPrimitives,4.0,0.0,0.17209761717822403,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,NeuralPrimitives,4.0,1.2791556671727449,0.17209761717822403,2.235039537953412,3.1315195911499996,-2.208128821182571,1.7911250155091274,1.802400865909663
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,ExactPrimitives,8.0,0.0,0.17209761717822403,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608501,202608501,4,NeuralPrimitives,8.0,1.2791556671727449,0.17209761717822403,6.416050199393652,10.607084831943983,-20.531203610019197,4.640172799586153,3.5971639020864243
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,ExactPrimitives,1.0,0.0,0.011367833241820335,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,NeuralPrimitives,1.0,1.9099964718334377,0.011367833241820335,0.020015707669982508,0.038844462453171164,0.9996555267332909,0.018559991021253882,0.017411898851876707
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,ExactPrimitives,2.0,0.0,0.011367833241820335,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,NeuralPrimitives,2.0,1.9099964718334377,0.011367833241820335,13.408071313984692,15.577993801043934,0.7877193146972106,0.46073928126738817,0.38922926645208966
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,ExactPrimitives,4.0,0.0,0.011367833241820335,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,NeuralPrimitives,4.0,1.9099964718334377,0.011367833241820335,114.42851851787418,148.80833889114282,0.30696634838014347,0.8324864272886715,0.7377874759344882
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,ExactPrimitives,8.0,0.0,0.011367833241820335,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,0,NeuralPrimitives,8.0,1.9099964718334377,0.011367833241820335,846.530483991839,1169.631471789953,0.08024232643144669,0.9590399749585798,0.9195761817629278
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,ExactPrimitives,1.0,0.0,0.012674239464104176,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,NeuralPrimitives,1.0,2.0310267831664532,0.012674239464104176,0.021071508013564166,0.04261369309992011,0.9995854321307285,0.02036093979342525,0.01822262775089112
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,ExactPrimitives,2.0,0.0,0.012674239464104176,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,NeuralPrimitives,2.0,2.0310267831664532,0.012674239464104176,14.302311998791993,16.5127206877441,0.7614800567298023,0.48838503587865767,0.41814959265763374
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,ExactPrimitives,4.0,0.0,0.012674239464104176,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,NeuralPrimitives,4.0,2.0310267831664532,0.012674239464104176,116.54353410936892,150.9528852763722,0.2868471495126428,0.8444837775158012,0.7549708940179456
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,ExactPrimitives,8.0,0.0,0.012674239464104176,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,1,NeuralPrimitives,8.0,2.0310267831664532,0.012674239464104176,849.8714953335002,1173.1007549277933,0.07477798628272969,0.9618846155944435,0.9242920266859757
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,ExactPrimitives,1.0,0.0,0.010851848404854536,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,NeuralPrimitives,1.0,2.059890727046877,0.010851848404854536,0.018488262617039286,0.03673116322835675,0.999691988695525,0.01755025083795071,0.014882816364952693
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,ExactPrimitives,2.0,0.0,0.010851848404854536,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,NeuralPrimitives,2.0,2.059890727046877,0.010851848404854536,14.77408142387867,17.092756901224543,0.7444289486109795,0.5055403558461189,0.4377267592526315
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,ExactPrimitives,4.0,0.0,0.010851848404854536,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,NeuralPrimitives,4.0,2.059890727046877,0.010851848404854536,118.44334410876036,153.06766660108516,0.26672528617048596,0.8563146114772969,0.7720478677847493
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,ExactPrimitives,8.0,0.0,0.010851848404854536,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,2,NeuralPrimitives,8.0,2.059890727046877,0.010851848404854536,853.3433757824823,1176.916184303089,0.06874975730109056,0.9650130790299734,0.9288249954271792
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,ExactPrimitives,1.0,0.0,0.012922917492687702,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,NeuralPrimitives,1.0,2.117256691912189,0.012922917492687702,0.024512048192570024,0.0427711020071275,0.9995823637649082,0.020436150202320896,0.02465646082661531
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,ExactPrimitives,2.0,0.0,0.012922917492687702,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,NeuralPrimitives,2.0,2.117256691912189,0.012922917492687702,14.062305247411132,16.322025348290705,0.7669572891268488,0.4827449749848788,0.4148360323184954
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,ExactPrimitives,4.0,0.0,0.012922917492687702,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,NeuralPrimitives,4.0,2.117256691912189,0.012922917492687702,116.31014978606254,150.86250111121052,0.2877009050090593,0.8439781365597929,0.7519063866153212
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,ExactPrimitives,8.0,0.0,0.012922917492687702,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,3,NeuralPrimitives,8.0,2.117256691912189,0.012922917492687702,850.0285072401166,1173.3127120062547,0.07444361590478321,0.9620584099186581,0.9244548927065188
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,ExactPrimitives,1.0,0.0,0.009658191818743944,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,NeuralPrimitives,1.0,2.163890211842954,0.009658191818743944,0.015807741232320982,0.03314133796720489,0.9997492520639268,0.015835022452561902,0.013241502783585431
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,ExactPrimitives,2.0,0.0,0.009658191818743944,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,NeuralPrimitives,2.0,2.163890211842954,0.009658191818743944,13.612632573582232,15.853915428674599,0.7801327715442719,0.46890001967981204,0.3971402555775056
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,ExactPrimitives,4.0,0.0,0.009658191818743944,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,NeuralPrimitives,4.0,2.163890211842954,0.009658191818743944,115.45201944559813,149.93981962835224,0.2963871639768605,0.8388163303269311,0.7426854068717985
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,ExactPrimitives,8.0,0.0,0.009658191818743944,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608502,202608502,4,NeuralPrimitives,8.0,2.163890211842954,0.009658191818743944,848.5655802795663,1171.7922056062673,0.0768409350773015,0.9608116698514327,0.9220472639168558
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,ExactPrimitives,1.0,0.0,0.0028620350640267134,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,NeuralPrimitives,1.0,1.0519193410873413,0.0028620350640267134,0.003663563085410715,0.004878914406319391,0.9999908808649712,0.003019790560409275,0.002718826727334585
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,ExactPrimitives,2.0,0.0,0.0028620350640267134,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,NeuralPrimitives,2.0,1.0519193410873413,0.0028620350640267134,0.08595438261272648,0.11327352398900994,0.9993712300627972,0.025075285386268797,0.024882283307434062
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,ExactPrimitives,4.0,0.0,0.0028620350640267134,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,NeuralPrimitives,4.0,1.0519193410873413,0.0028620350640267134,0.2794501727930765,0.35898820534268383,0.9977542065363535,0.04738980337210199,0.041722977972154386
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,ExactPrimitives,8.0,0.0,0.0028620350640267134,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,0,NeuralPrimitives,8.0,1.0519193410873413,0.0028620350640267134,0.6884471041339566,0.8870583844636881,0.9958308940615163,0.06456861419051659,0.05493156212897959
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,1,ExactPrimitives,1.0,0.0,0.0047214883379638195,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,1,NeuralPrimitives,1.0,1.061271479120478,0.0047214883379638195,0.006167330757762102,0.008245563558109471,0.9999739535862232,0.005103568729507173,0.005024368823887737
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,1,ExactPrimitives,2.0,0.0,0.0047214883379638195,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,1,NeuralPrimitives,2.0,1.061271479120478,0.0047214883379638195,0.1526316014233089,0.20779319982938857,0.9978840879729804,0.04599904376201301,0.04348261294353066
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,1,ExactPrimitives,4.0,0.0,0.0047214883379638195,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,1,NeuralPrimitives,4.0,1.061271479120478,0.0047214883379638195,0.49430752204352757,0.6895565355553319,0.9917139182891119,0.09102791720614117,0.07583581760961686
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608503,202608503,1,ExactPrimitives,8.0,0.0,0.0047214883379638195,0.0,0.0,1.0,0.0,0.0
