model,problem_type,transform,transform_value,transform_severity,datasets,mean_matched_normalized_loss_gap,loss_gap_ci_low,loss_gap_ci_high,mean_excess_disagreement,excess_disagreement_ci_low,excess_disagreement_ci_high,median_matched_disagreement,median_mismatch_disagreement
catboost,binary,signed_power,2.0,1.0,4,-1.9981611504293895e-07,-9.363132939990693e-06,8.542792423821277e-06,1.2885865529129852e-07,3.478368969756282e-08,2.2293362088503426e-07,1.1498093468691484e-07,0.04877541847834842
catboost,binary,signed_power,3.0,1.584962500721156,4,2.2869218871864484e-07,-8.07760802870594e-06,8.542792423821277e-06,1.2942928696322453e-07,3.478368969756282e-08,2.2407488422888628e-07,1.1612219803076686e-07,0.04993349643909813
catboost,multiclass,monotone_spline,0.5,0.5,4,-1.8774591333124008e-05,-7.89408904632571e-05,2.281888181165463e-05,3.2948765525118925e-07,8.186096844210919e-10,9.36718896758921e-07,3.44375546549894e-08,0.15857725107352966
catboost,multiclass,monotone_spline,1.0,1.0,4,0.000260969072014503,-4.331495192932041e-05,0.000576377272631041,0.0001483361288325547,1.0583688073934918e-06,0.0003064391307146806,9.27319620965506e-05,0.1591046158678237
catboost,multiclass,monotone_spline,2.0,2.0,4,-0.0012709227760732366,-0.002643089563903296,0.00010124401175682271,0.0004959838788804504,7.024790002602439e-05,0.0011567177326360048,0.0002609860039793217,0.16115641370934464
catboost,multiclass,positive_affine,0.5,0.5,4,-4.1244918688991085e-05,-0.00013502232076673115,1.128756469975789e-05,5.809481722104948e-07,0.0,1.7122698697173628e-06,2.0383097942747937e-08,0.11401534574906819
catboost,multiclass,positive_affine,1.0,1.0,4,8.174920926534482e-05,0.0,0.00023822713283513236,3.5608606951984716e-06,0.0,1.0675257639184016e-05,4.88296427426541e-09,0.1473623124338974
catboost,multiclass,positive_affine,2.0,2.0,4,0.00019536509819500364,-7.891005462154488e-05,0.0006650053492065558,1.597999888256665e-05,0.0,4.700356279531965e-05,6.242892349202025e-07,0.1665503750061406
catboost,multiclass,random_monotone_pwl,0.5,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1590357876578001
catboost,multiclass,random_monotone_pwl,1.0,1.0,4,7.747783600282077e-05,5.468623363165855e-06,0.00020659579310291012,3.73889585552652e-06,3.423666000394901e-08,1.0531704329256457e-05,4.6806771155005175e-07,0.15973473271202432
catboost,multiclass,random_monotone_pwl,2.0,2.0,4,0.0001415979384148426,4.715922408027318e-06,0.0004043466861958511,1.812560671066992e-05,1.9415953748198742e-08,5.370665760094241e-05,4.532470052943015e-07,0.16253041589642858
catboost,multiclass,signed_power,0.5,1.0,4,9.493753606399798e-05,1.1737318749739656e-06,0.0002345212209982333,3.637548277365595e-06,2.1320486503123195e-08,1.0713741010815792e-05,1.3970937635503636e-07,0.16684626060633642
catboost,multiclass,signed_power,2.0,1.0,4,-9.171537460708756e-05,-0.0002804597167687939,5.313592947531198e-06,1.0807785931719715e-06,0.0,3.2350207348713013e-06,4.876696429742058e-09,0.15952709272401297
catboost,multiclass,signed_power,3.0,1.584962500721156,4,-0.00032009927783608076,-0.0006854365442871147,3.7267683850479108e-06,1.485123860700227e-06,5.20224281444166e-09,3.2376194865152606e-06,8.135624919597298e-07,0.16076269697367812
catboost,regression,monotone_spline,0.5,0.5,4,0.0010837120146244027,2.8017132203239166e-05,0.0021394068970455662,0.013705831739687358,0.000294443883777458,0.027117219595597257,0.012504250587769295,0.980503787035641
catboost,regression,monotone_spline,1.0,1.0,4,0.0003879720718108282,-0.0003972756831216825,0.0015863949318801508,0.022733065707344426,0.009808689235928834,0.032309797631255854,0.02635904315688945,0.9813995262891477
catboost,regression,monotone_spline,2.0,2.0,4,0.0002242921098476247,-0.0005965305992629722,0.0013753339030419488,0.03512350212459303,0.01578712981442098,0.056430125206685874,0.03315325135267225,0.9931516419556042
catboost,regression,positive_affine,0.5,0.5,4,-0.0011231619010474096,-0.0033987382070994948,0.00011973452985284243,0.011004420446148962,0.00017576754570482674,0.021833073346593096,0.0074526040478923765,0.6937836422561189
catboost,regression,positive_affine,1.0,1.0,4,-8.378156065416142e-05,-0.0018654332331250493,0.0015702324168739108,0.013109233404637108,0.0001930955605529534,0.026025371248721264,0.01244045309066926,0.8046732423418262
catboost,regression,positive_affine,2.0,2.0,4,-0.0005165302642283142,-0.001724925959398798,0.00019809045489136814,0.007466006750189223,7.914493992636756e-05,0.022015032675569236,0.00027980544083142453,0.8405566292875064
catboost,regression,random_monotone_pwl,0.5,0.5,4,0.001102044734637411,5.79956980493607e-05,0.002146093771225461,0.013652805958517433,0.0001828832140592431,0.02712272870297562,0.012421651227016807,0.9805449268088837
catboost,regression,random_monotone_pwl,1.0,1.0,4,0.0010423701610890697,-5.79666247160986e-05,0.0021427069468942382,0.01363170828910245,0.00013901240746766659,0.027124404170737235,0.012398703913490109,0.9807064737940465
catboost,regression,random_monotone_pwl,2.0,2.0,4,0.0010356596822314117,-7.365619539904559e-05,0.002144975559861869,0.01365870361701343,0.00019722805293748743,0.027120179181089367,0.012419103987761932,0.9804715662569969
catboost,regression,signed_power,0.5,1.0,4,0.0009808199095005128,6.891407684168651e-06,0.0019547484113168574,0.013761681021751388,0.0003070697114142723,0.027216292332088506,0.012470961008576916,0.9827063746657909
catboost,regression,signed_power,2.0,1.0,4,0.001210453848669267,0.0002811285716366094,0.0021397791257019246,0.013771216542070608,0.00041381007048064896,0.02712862301366057,0.012662646909155428,0.9723287726911587
catboost,regression,signed_power,3.0,1.584962500721156,4,0.001212840845934315,0.0002861029049672316,0.0021395787869013987,0.013775202154448588,0.00042158820601750197,0.027128816102879674,0.012662839998374533,0.9776615534517108
mitra_default,binary,monotone_spline,0.5,0.5,4,0.0002355526925048578,5.742415173481258e-05,0.00040967793197406335,-1.678706310379652e-05,-3.231403376117227e-05,-5.188440613916423e-06,1.2064013258060973e-05,0.04606519823716052
mitra_default,binary,monotone_spline,1.0,1.0,4,0.0007428420143176552,0.0001164524477926393,0.00177249451866799,4.429028935381667e-05,4.843143263681377e-06,8.945528000964388e-05,5.0113056080816924e-05,0.04690444721464605
mitra_default,binary,monotone_spline,2.0,2.0,4,-0.000827459014231718,-0.0016390286517227208,-8.697448002790062e-05,0.00027576789896874716,5.5283887706087e-05,0.000671867400170991,0.00010340790160179319,0.0464182207781644
mitra_default,binary,positive_affine,0.5,0.5,4,-9.084411753352077e-05,-0.00017202300447847696,-1.0720993823413554e-05,-6.371099673970045e-06,-1.607034297753807e-05,-4.527173931893313e-07,2.2950013661183786e-05,0.021412979784709615
mitra_default,binary,positive_affine,1.0,1.0,4,-0.0007530380700181172,-0.0018719944753571327,0.00012549732901384844,4.7936482487446856e-05,2.513382290036955e-06,0.00011352376719272831,4.680481926352236e-05,0.027469297475608168
mitra_default,binary,positive_affine,2.0,2.0,4,0.0003751312841082273,-0.00016954736568014497,0.0009198099338965996,1.55033914805717e-05,-2.229212940898455e-05,5.329891237012795e-05,4.669949171539187e-05,0.0334372451074861
mitra_default,binary,random_monotone_pwl,0.5,0.5,4,-0.0001424599764204409,-0.0007645892195956907,0.0003287580799643022,7.607606371977441e-06,-1.6574701500556585e-05,3.616335600691268e-05,4.4379990973829346e-05,0.046200566380546
mitra_default,binary,random_monotone_pwl,1.0,1.0,4,0.00024262639908607245,-0.00013004175230251863,0.0006573975872801568,1.153241041218394e-06,-3.6916587180461685e-06,8.758331585543941e-06,2.1231069476315672e-05,0.04717490715989623
mitra_default,binary,random_monotone_pwl,2.0,2.0,4,-3.1244389281057314e-05,-0.0003094547136000894,0.00022290728353524178,-5.41351150531902e-06,-2.4603914876660535e-05,8.06710145382403e-06,3.0721422630501274e-05,0.0465177560926602
mitra_default,binary,signed_power,0.5,1.0,4,0.0006305048899021363,3.6191928757161686e-05,0.0012758608258473722,7.61054936154052e-05,-1.6770485636327532e-05,0.00023480464424228834,4.408651181532883e-05,0.04461715463197961
mitra_default,binary,signed_power,2.0,1.0,4,-0.0003428299887943154,-0.0005099673717551267,-7.2659218210612e-05,2.3984234317590194e-07,-1.9890149520646736e-05,2.288875028204634e-05,3.7729233479911285e-05,0.04682309278807993
mitra_default,binary,signed_power,3.0,1.584962500721156,4,1.2374889394546614e-05,-0.00045605503026205135,0.00038915929535317717,-8.294438270377742e-06,-3.36465631281953e-05,1.1597453935673458e-05,2.872705805359175e-05,0.04670850975340969
mitra_default,multiclass,monotone_spline,0.5,0.5,4,0.0003716009061401713,-0.0009076431240864567,0.002033805524711623,9.59999436517368e-05,-3.158161490051597e-05,0.00032754530477338247,5.4387498979827054e-05,0.18743116325494658
mitra_default,multiclass,monotone_spline,1.0,1.0,4,-7.370156562640402e-05,-0.0007894389439490374,0.0006531949020693966,2.9771625371104155e-05,-0.00013635261626796937,0.00021905220408527295,4.18167887162936e-05,0.1886687836295775
mitra_default,multiclass,monotone_spline,2.0,2.0,4,-0.0006405954624975566,-0.001261851842076544,4.303028879141098e-05,2.1112534690836234e-05,-9.224283825332776e-05,0.00011154981652407612,0.00012141064873884356,0.18696461503636583
mitra_default,multiclass,positive_affine,0.5,0.5,4,-0.001874909415304059,-0.0038483836447819374,-0.00040562948932498896,0.00024719431655612875,1.1826999748216084e-05,0.0005923787218648798,0.0002318885218607854,0.17352525773836713
mitra_default,multiclass,positive_affine,1.0,1.0,4,-0.00015972506923936602,-0.0007889884723656371,0.0004695383338869051,2.4563390493163008e-05,-9.696516018062086e-05,0.0001284997899212777,9.185838772638419e-05,0.19455138179377124
mitra_default,multiclass,positive_affine,2.0,2.0,4,-0.00018860961379586354,-0.0009651312596059026,0.0005879120320141755,0.00015849527806302872,2.9568500714299476e-05,0.0003283699794820466,0.00024559434157289163,0.22260945788801942
mitra_default,multiclass,random_monotone_pwl,0.5,0.5,4,-0.0004146192120174681,-0.0009989218585792978,1.7082195616482942e-05,4.1784204050586606e-05,-0.00013679472811778848,0.0002610523820357543,3.69207059548891e-05,0.18973212654991578
mitra_default,multiclass,random_monotone_pwl,1.0,1.0,4,-0.00020584303178424433,-0.0008115913695393452,0.0005210127090330459,4.8256554609097105e-05,-0.00010915953654440217,0.00022920355446709114,7.067786397195043e-05,0.18810998699172513
mitra_default,multiclass,random_monotone_pwl,2.0,2.0,4,7.302880451905768e-05,-0.0006511468599859639,0.0012354884656855737,3.038477249618106e-05,-3.1420411269672003e-06,9.414648969461112e-05,0.0001249049464531843,0.18869007264473045
mitra_default,multiclass,signed_power,0.5,1.0,4,0.00025274786321873255,-0.00013761987641005882,0.000643115602847524,-5.6648157174098556e-05,-0.00011327250171750105,-1.4660765066441906e-05,4.273041361873844e-05,0.196853798493895
mitra_default,multiclass,signed_power,2.0,1.0,4,-0.00012571487040692088,-0.0012773474199192654,0.001091948943581038,3.577854856854582e-05,-5.317023348039333e-05,0.00012805522321382868,0.00011443293671888527,0.17671008532001292
mitra_default,multiclass,signed_power,3.0,1.584962500721156,4,0.0004910005450002945,0.00012577815178351168,0.0008961029434520959,-2.5131677958805307e-05,-0.0001283016281562512,4.730927475316068e-05,7.21863121358663e-05,0.18047705401940534
mitra_default,regression,monotone_spline,0.5,0.5,4,-0.00034062429886228657,-0.001234014606791242,0.00040768929587519536,0.0023855418737250113,-0.0012199233130748399,0.006520474173865235,0.008500031304678838,1.5891161092561474
mitra_default,regression,monotone_spline,1.0,1.0,4,0.000412830273401169,-0.0002976481849419167,0.0011233087317442545,0.00019777216162104178,-0.0006421737002601865,0.0010699111941705603,0.008503788358894725,1.5941083926666428
mitra_default,regression,monotone_spline,2.0,2.0,4,0.0005169049269675244,4.202201153324036e-05,0.0010272110968734321,0.002316575884768594,-0.0017316610757097005,0.0052762946945175,0.012272319196052286,1.5377203622197486
mitra_default,regression,positive_affine,0.5,0.5,4,0.00013535768787063208,-0.00019112276928842588,0.0004618381450296901,4.961687861296726e-06,-0.0023777878530243947,0.004641183700549364,0.005850270483304575,1.0537461797022962
mitra_default,regression,positive_affine,1.0,1.0,4,-0.00043372810726854396,-0.0012171232432877273,0.00016052200147853913,0.00478433013767972,0.001638693573118272,0.007929966702241166,0.012864201569079012,1.3855764646748254
mitra_default,regression,positive_affine,2.0,2.0,4,-0.00026160101203829926,-0.0006467347246522301,0.00026266520895212636,0.010860833547353836,0.003164489010469185,0.020965015583408134,0.016232575198381508,1.685889463551039
mitra_default,regression,random_monotone_pwl,0.5,0.5,4,-0.0003014235279344054,-0.0006538995659431954,5.1052510074384624e-05,0.00291047484803399,0.0021469882028521924,0.0037115967474144742,0.010728249689585523,1.5832450558731894
mitra_default,regression,random_monotone_pwl,1.0,1.0,4,-0.0004305196423185823,-0.0008464208491156356,6.076175409198242e-05,0.0021581136668988457,-0.0008998506490533083,0.005216077982851,0.011028275386190414,1.5802419655723066
mitra_default,regression,random_monotone_pwl,2.0,2.0,4,-0.00011984496830103694,-0.0003928017312624095,0.00010771043885260536,0.0008173714241983509,-0.001278790727889163,0.004478478095847284,0.010298101490681718,1.562880658727701
mitra_default,regression,signed_power,0.5,1.0,4,-0.00027431780789225054,-0.0006637833106375693,5.110804478298444e-06,0.0007419372128234386,-0.0008825228530957078,0.002676879191009823,0.009141413233700116,1.5875662742176537
mitra_default,regression,signed_power,2.0,1.0,4,-0.00011712085686109262,-0.0004298091903054034,0.00029898932942713335,0.0028012357191141745,-0.0005464693957175088,0.0048611849936017176,0.011868570709655631,1.586786057982972
mitra_default,regression,signed_power,3.0,1.584962500721156,4,0.0006515242680529582,-9.567213442623719e-05,0.0015698817657132718,0.004924243586401979,0.0012922267355013266,0.007926908271218,0.013333174902683929,1.5065861504867684
tabicl_v2_default,binary,monotone_spline,0.5,0.5,4,0.0015211537091113561,-0.00010663760823027373,0.0038966828805328665,0.0003156638450841293,7.266393155380623e-05,0.000627205050256916,0.00021079467717448352,0.044111046660670325
tabicl_v2_default,binary,monotone_spline,1.0,1.0,4,0.00307678740958636,-6.56355975734435e-05,0.008313515583843942,0.0007018450657885276,0.0002083062258704554,0.0015072969410923748,0.00038993203040275297,0.04580330849085491
tabicl_v2_default,binary,monotone_spline,2.0,2.0,4,0.004397384606680429,-9.206153810994966e-07,0.011207399415695127,0.001058438831021365,0.00040676297491636955,0.002036891250661066,0.0007316622674866597,0.04603293315508651
tabicl_v2_default,binary,positive_affine,0.5,0.5,4,1.5689689156312324e-05,0.0,4.706116218806261e-05,5.197088888253706e-07,0.0,1.5591257886590922e-06,5.852113464612935e-13,0.02956699099039499
tabicl_v2_default,binary,positive_affine,1.0,1.0,4,-1.371813408569909e-05,-8.452783767923938e-05,4.3373435422142115e-05,1.1590003147144296e-06,0.0,3.213221982330342e-06,1.7585264120863123e-07,0.03785969216714677
tabicl_v2_default,binary,positive_affine,2.0,2.0,4,4.430959628854101e-06,-1.0260135754447399e-05,2.9168574759309146e-05,4.385785764809345e-07,1.801376811505208e-08,1.0583011916373005e-06,1.743365692123274e-07,0.04338650518076494
tabicl_v2_default,binary,random_monotone_pwl,0.5,0.5,4,0.0017401867294075473,0.00010635921842171621,0.004104596989063149,0.00033777912321379986,6.945973988517811e-05,0.0006253905356130849,0.00025510384456206326,0.04407369520286589
tabicl_v2_default,binary,random_monotone_pwl,1.0,1.0,4,0.003979697977009275,-4.968987423363086e-05,0.010444625594922097,0.0007090102081009548,0.0001610289724763216,0.0016679499322279933,0.0002980517195985494,0.04570139689873133
tabicl_v2_default,binary,random_monotone_pwl,2.0,2.0,4,0.006329158184479626,0.0002867824957141635,0.01621652022849943,0.001342520825308796,0.0004081000208939012,0.002816598691535773,0.0008028637634967144,0.046295608269567745
tabicl_v2_default,binary,signed_power,0.5,1.0,4,0.002122204799049337,-0.0008374130073697713,0.007698192656621498,0.0008776144483753863,0.00029531241064935387,0.0018393737652445338,0.0004981571692322711,0.044484834923958876
tabicl_v2_default,binary,signed_power,2.0,1.0,4,0.009659470811873475,0.00025618247166439567,0.02568627560220515,0.001996055745842029,0.00039052534475027246,0.005108291822403181,0.0004893500703726337,0.04586780732818892
tabicl_v2_default,binary,signed_power,3.0,1.584962500721156,4,0.014773357957330409,-0.0006423520875039196,0.042192026092742384,0.003442260479635333,0.0007315229231357612,0.008681842050373024,0.0009134164653972151,0.04654973032299063
tabicl_v2_default,multiclass,monotone_spline,0.5,0.5,4,0.0009810924909606695,0.000497025236058458,0.0015600182806506044,0.00017224735908394923,0.00013741775486919949,0.0002284873313156695,0.0001508369910669787,0.15906638731571515
tabicl_v2_default,multiclass,monotone_spline,1.0,1.0,4,0.002003108810662074,0.0008017833804603754,0.0032044342408637724,0.0004390317215635442,0.0003330901231746088,0.0005449733199524797,0.0004144886610702311,0.15747841971829288
tabicl_v2_default,multiclass,monotone_spline,2.0,2.0,4,0.0026513938928375493,-0.0009082773466731814,0.004698114934984357,0.0008880322363323111,0.0006284893261516189,0.0011162100299843694,0.0009670553826199235,0.15770545042583853
tabicl_v2_default,multiclass,positive_affine,0.5,0.5,4,2.6570060406606866e-06,-4.094198178539177e-07,8.380437939835977e-06,1.6526839307638566e-07,0.0,3.726642991848885e-07,8.209392002951232e-08,0.14693442514919042
tabicl_v2_default,multiclass,positive_affine,1.0,1.0,4,-6.697311257916385e-06,-1.339462251583277e-05,0.0,2.3658320982240495e-07,0.0,5.612668395659582e-07,9.898852660083774e-08,0.17267280736415697
tabicl_v2_default,multiclass,positive_affine,2.0,2.0,4,-1.8022607805845647e-05,-4.359814863834702e-05,0.0,2.4861899032944923e-07,0.0,5.973741810870911e-07,9.898852660083774e-08,0.18977751192576553
tabicl_v2_default,multiclass,random_monotone_pwl,0.5,0.5,4,0.0007456438297912636,6.465719617040376e-05,0.0013872923422999113,0.0001615204546047769,0.00012842077073789773,0.00021941934564716166,0.0001358398967255518,0.1596087238779422
tabicl_v2_default,multiclass,random_monotone_pwl,1.0,1.0,4,0.001743589366951587,0.000448655014947447,0.0032265173008410404,0.0004169977313074626,0.00030475988023864303,0.0005525406955719626,0.000382704189969841,0.15893630377679807
tabicl_v2_default,multiclass,random_monotone_pwl,2.0,2.0,4,0.0021374703923311388,-0.0013107332595259508,0.005266847856497571,0.0008636152735768481,0.0006534922546121134,0.0010737382925415828,0.00087786338527159,0.15962343386779201
tabicl_v2_default,multiclass,signed_power,0.5,1.0,4,0.001587537641499399,-0.0006616825022101591,0.003836757785208957,0.0006811332264793569,0.0005099969727417223,0.0008522694802169914,0.0007033977071974817,0.16531724787534544
tabicl_v2_default,multiclass,signed_power,2.0,1.0,4,0.0046766646549713945,0.002304672628681016,0.0071604118185275775,0.000960247543348896,0.0003692685320419224,0.0013745879373637017,0.0011368861606410644,0.1587936962422069
tabicl_v2_default,multiclass,signed_power,3.0,1.584962500721156,4,0.010443604113194975,0.00545901642406245,0.01958677853906792,0.002685223455917912,0.001140915636883755,0.00467373175390947,0.0021475084468535865,0.15996055462717673
tabicl_v2_default,regression,monotone_spline,0.5,0.5,4,-5.810171511800568e-05,-0.0008371165465652907,0.0007209131163292793,0.018694908145967935,0.009528384352196587,0.029994924705949215,0.016561415379758006,1.114403146669391
tabicl_v2_default,regression,monotone_spline,1.0,1.0,4,0.00015494536343279233,-0.0004752889706215297,0.0008331892847366486,0.03182158665250938,0.01569742759510049,0.051169358259204385,0.028597974103223272,1.0611715050728716
tabicl_v2_default,regression,monotone_spline,2.0,2.0,4,0.0012117896245863965,-0.0008251154299068369,0.002362595819695582,0.04630810019198003,0.024074628368007892,0.07301571746106886,0.04183395474686333,0.9711600126223201
tabicl_v2_default,regression,positive_affine,0.5,0.5,4,4.524181979280981e-05,1.6282200203941618e-05,7.25325364805307e-05,0.0006211907773420659,0.000249707731750597,0.0010286660420914906,0.0005851985581841099,0.8449943705772721
tabicl_v2_default,regression,positive_affine,1.0,1.0,4,2.8474148319743144e-05,-9.65942837681914e-07,5.919186256059624e-05,0.0006781927710782507,0.0003930781080768332,0.0010603809592508707,0.0005811192459070479,1.0427357327848306
tabicl_v2_default,regression,positive_affine,2.0,2.0,4,1.4279802360082302e-05,-5.6229749172381364e-05,8.918207721635773e-05,0.0007095642738094955,0.00043112298913178596,0.0010630369220008,0.0006345329102959007,1.174447518917384
tabicl_v2_default,regression,random_monotone_pwl,0.5,0.5,4,-9.054510955076769e-05,-0.001651919372980807,0.001079713836330861,0.017496155600653547,0.010193993801533402,0.026965914977987407,0.01532855802243983,1.1134660684132656
tabicl_v2_default,regression,random_monotone_pwl,1.0,1.0,4,0.0002025543594158882,-0.002544265828232698,0.001708563576836831,0.030467961737883305,0.016581925878688415,0.04886232994166658,0.025959629393294915,1.0667090936934942
tabicl_v2_default,regression,random_monotone_pwl,2.0,2.0,4,0.0008494342411787744,-0.001756229260048408,0.002854969992797226,0.04450188526926094,0.02391754978012985,0.07375786130038957,0.035830244727263386,1.0020250432822855
tabicl_v2_default,regression,signed_power,0.5,1.0,4,-0.0020875641210486755,-0.005195481746675739,0.001020353504578388,0.03779500811316911,0.01871001560392461,0.0654068010643356,0.029268207671247118,1.0546520634466274
tabicl_v2_default,regression,signed_power,2.0,1.0,4,0.0033455579311462906,0.0007745975559724123,0.005916518306320168,0.04176376348447256,0.02089402300888771,0.06676188194715817,0.03763538549737181,1.0803149322442192
tabicl_v2_default,regression,signed_power,3.0,1.584962500721156,4,0.004864640552388616,0.0018997893679929031,0.00916093977823135,0.05600288474629901,0.029622749996502395,0.08489191835262043,0.05349398588977419,1.1020247182804321
tabicl_v2_single,binary,monotone_spline,0.5,0.5,4,0.12065068551574709,0.00033391879481771875,0.35254195073561495,0.020400542067414085,0.0002656141314956916,0.05943249931738796,0.0011324939976220163,0.04482219696644795
tabicl_v2_single,binary,monotone_spline,1.0,1.0,4,0.008604930675831748,0.0011619085114759249,0.01604795284018757,0.0020873728034865834,0.0005399734818764424,0.0036347721250967243,0.001829410578690609,0.046936923889593585
tabicl_v2_single,binary,monotone_spline,2.0,2.0,4,0.24904788138982986,0.0025187992231312517,0.7333043098963172,0.04082526423002376,0.0008698833762683089,0.11841092601304182,0.0026056838299057866,0.04703542612943316
tabicl_v2_single,binary,positive_affine,0.5,0.5,4,-1.0320576093343172e-06,-3.0535654728242045e-06,0.0,1.861719258679527e-07,0.0,5.584931213081989e-07,1.5104197106111428e-11,0.029520755623460203
tabicl_v2_single,binary,positive_affine,1.0,1.0,4,9.522201796283622e-05,-3.0535654728242045e-06,0.00028871961936133284,3.2472374926258625e-06,0.0,9.183219356569389e-06,3.723287475387993e-07,0.037279569510868034
tabicl_v2_single,binary,positive_affine,2.0,2.0,4,7.698032911200466e-05,-2.085333499200759e-05,0.0002524685718325835,5.080338057470573e-06,3.206921421426664e-07,1.2276209849484227e-05,2.0834335959992183e-06,0.04371709993667454
tabicl_v2_single,binary,random_monotone_pwl,0.5,0.5,4,0.004087819909612855,0.0004659440769750426,0.008170176524408468,0.0007470441059477524,0.00022760899359933401,0.0013786553628919015,0.000527934644894177,0.04476762202040715
tabicl_v2_single,binary,random_monotone_pwl,1.0,1.0,4,0.059687208068333775,0.002000927574854381,0.16439583798133622,0.014114499082786829,0.0005621706817617569,0.03960717041045011,0.001664816092650697,0.04635172123666787
tabicl_v2_single,binary,random_monotone_pwl,2.0,2.0,4,0.007389141039719019,0.0004196835599561642,0.018667888446682466,0.0016516483114601657,0.0005554595272007872,0.0033922426587569597,0.0009195255756663274,0.04702536285267493
tabicl_v2_single,binary,signed_power,0.5,1.0,4,0.004642485704702895,-0.0013715979851620652,0.010656569394567855,0.0018762337859967344,0.0005365740659763925,0.0032158935060170764,0.0019082759458008125,0.0455256396040205
tabicl_v2_single,binary,signed_power,2.0,1.0,4,0.008484856124241713,0.0015233663839155642,0.021505279777024863,0.0027202840650599196,0.0006937477515438699,0.0064768213818321655,0.0009043074942347491,0.045053716076315815
tabicl_v2_single,binary,signed_power,3.0,1.584962500721156,4,0.014051728872866008,-0.0004234300019737569,0.036872596281845076,0.0045001092356414816,0.0010769939767179615,0.010448739696246215,0.0019745940339602683,0.04550722626776633
tabicl_v2_single,multiclass,monotone_spline,0.5,0.5,4,0.00239156543876541,0.0010520654763296218,0.003876554316464705,0.00047965908736496976,0.0002612948823065271,0.0007213411873081469,0.0004563411924802353,0.15749868795195354
tabicl_v2_single,multiclass,monotone_spline,1.0,1.0,4,0.004334201723064017,0.0006647350265472918,0.008003668419580742,0.0008761698846942714,0.0004965635903988166,0.0011272315698210896,0.0010408047156980262,0.1558177487919607
tabicl_v2_single,multiclass,monotone_spline,2.0,2.0,4,0.005369039410062862,0.0009221099256808989,0.009815968894444825,0.0015617517045151403,0.0008354885916646834,0.001983317844108665,0.0018876834553053401,0.15755086199520696
tabicl_v2_single,multiclass,positive_affine,0.5,0.5,4,4.8279956307023766e-05,-0.00013864997098483878,0.00028348983990591006,2.5426624269566395e-06,0.0,6.088381680946924e-06,1.0264037332819969e-06,0.14736304213150997
tabicl_v2_single,multiclass,positive_affine,1.0,1.0,4,7.25601813519131e-05,-1.94079067538655e-05,0.0002370884508096048,2.7508916332572657e-06,0.0,6.308561415759055e-06,1.2960756560084946e-06,0.17692581366745555
tabicl_v2_single,multiclass,positive_affine,2.0,2.0,4,7.49289902854516e-05,-1.94079067538655e-05,0.00024419487761022027,2.342940024999791e-06,0.0,5.084706590986631e-06,1.2960756560084946e-06,0.1914082850027246
