run_id,dataset,model,model_family,problem_type,transform,transform_value,transform_severity,seed,wall_clock_seconds,peak_gpu_memory_bytes,result_path,metadata_path,disagreement_metric,clean_loss,clean_loss_gap,clean_normalized_loss_gap,clean_disagreement,matched_loss,matched_loss_gap,matched_normalized_loss_gap,matched_disagreement,context_only_loss,context_only_loss_gap,context_only_normalized_loss_gap,context_only_disagreement,query_only_loss,query_only_loss_gap,query_only_normalized_loss_gap,query_only_disagreement,identity_refit_disagreement,matched_excess_disagreement,mean_mismatch_disagreement
20260831T071711.452923Z__082ddec0aed9__a988261ee9,wine_quality,tabpfn_v25_single,tfm,regression,positive_affine,2.0,2.0,20260832,0.5868338770233095,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/082ddec0aed993cd/20260831T071711.452923Z__082ddec0aed9__a988261ee9.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/082ddec0aed993cd/20260831T071711.452923Z__082ddec0aed9__a988261ee9.json,normalized_absolute_disagreement,0.4799516805126882,0.0,0.0,0.0,0.4783475560262851,-0.0016041244864031245,-0.0021436907836326242,0.017875225121834596,1.953162579507981,1.4732108989952928,1.9687428583579976,1.2619897823688981,0.8302021776391397,0.3502504971264515,0.46806140609216534,0.6030870523937807,0.0,0.017875225121834596,0.9325384173813394
20260831T071712.046976Z__0925e1c4a247__27c488cf43,wine_quality,tabpfn_v25_single,tfm,regression,positive_affine,2.0,2.0,20260833,0.6651802340056747,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/0925e1c4a24764dc/20260831T071712.046976Z__0925e1c4a247__27c488cf43.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/0925e1c4a24764dc/20260831T071712.046976Z__0925e1c4a247__27c488cf43.json,normalized_absolute_disagreement,0.47968489339722176,0.0,0.0,0.0,0.4779107623964769,-0.0017741310007448607,-0.002370881005489447,0.02984048363798861,4.1306148954200355,3.6509300020228137,4.878963611217711,2.1717552703980876,1.0154432235680089,0.5357583301707871,0.7159669990555191,0.7391680903391845,0.0,0.02984048363798861,1.455461680368636
20260831T071712.719453Z__2519c84631e6__74ab8eac78,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,0.5,1.0,20260831,0.5920589161105454,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/2519c84631e6605a/20260831T071712.719453Z__2519c84631e6__74ab8eac78.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/2519c84631e6605a/20260831T071712.719453Z__2519c84631e6__74ab8eac78.json,normalized_absolute_disagreement,0.4803351692914477,0.0,0.0,0.0,0.4740537073137172,-0.006281461977730496,-0.00839430621721441,0.08250051707052712,9.250470016895454,8.770134847604005,11.720073724564644,3.3541732276865086,1.0988894861955736,0.6185543169041259,0.8266123979547062,0.7813743348779455,0.0,0.08250051707052712,2.067773781282227
20260831T071713.318758Z__4d8c0cf83ed3__fc7a915d56,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,0.5,1.0,20260832,0.5766524658538401,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4d8c0cf83ed31d5a/20260831T071713.318758Z__4d8c0cf83ed3__fc7a915d56.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4d8c0cf83ed31d5a/20260831T071713.318758Z__4d8c0cf83ed3__fc7a915d56.json,normalized_absolute_disagreement,0.4799516805126882,0.0,0.0,0.0,0.47339908332782366,-0.0065525971848645614,-0.008756640967153232,0.08379888766401689,8.827946652042996,8.347994971530309,11.155942094249523,3.275393331474455,1.0802561793446568,0.6003044988319686,0.8022240371162168,0.7737773865544743,0.0,0.08379888766401689,2.024585359014465
20260831T071713.902863Z__4156c9bbe8e2__ca7bdf8b11,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,0.5,1.0,20260833,0.6527767560910434,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4156c9bbe8e2b7ee/20260831T071713.902863Z__4156c9bbe8e2__ca7bdf8b11.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4156c9bbe8e2b7ee/20260831T071713.902863Z__4156c9bbe8e2__ca7bdf8b11.json,normalized_absolute_disagreement,0.47968489339722176,0.0,0.0,0.0,0.4757328735630133,-0.003952019834208453,-0.005281328579630546,0.08431804803134259,8.161860847479966,7.682175954082744,10.266166953125605,3.134547091394618,1.0465193187074053,0.5668344253101836,0.7574959073829451,0.7493808817678048,0.0,0.08431804803134259,1.9419639865812115
20260831T071714.563049Z__fc0c1214ea97__792bcb1f5f,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,2.0,1.0,20260831,0.5748991870786995,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/fc0c1214ea97b96d/20260831T071714.563049Z__fc0c1214ea97__792bcb1f5f.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/fc0c1214ea97b96d/20260831T071714.563049Z__fc0c1214ea97__792bcb1f5f.json,normalized_absolute_disagreement,0.4803351692914477,0.0,0.0,0.0,0.48699701691798936,0.00666184762654165,0.008902639090687963,0.10912277779296603,0.7509126319240784,0.2705774626326307,0.36158940145902474,0.5957674460502514,1.0571757779003177,0.57684060860887,0.7708677891156589,0.7692368740633018,0.0,0.10912277779296603,0.6825021600567767
20260831T071715.145387Z__a511d4fccef2__2d2940c7bc,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,2.0,1.0,20260832,0.5596535680815578,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/a511d4fccef2d60c/20260831T071715.145387Z__a511d4fccef2__2d2940c7bc.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/a511d4fccef2d60c/20260831T071715.145387Z__a511d4fccef2__2d2940c7bc.json,normalized_absolute_disagreement,0.4799516805126882,0.0,0.0,0.0,0.48593881314099274,0.005987132628304526,0.008000975700122311,0.11290123894743799,0.749500559672851,0.2695488791601628,0.36021484173575136,0.5955633330244647,1.0400252919128312,0.560073611400143,0.7484610135254823,0.7607747533828906,0.0,0.11290123894743799,0.6781690432036777
20260831T071715.712720Z__3d186e393d80__fff827fbca,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,2.0,1.0,20260833,0.6990600179415196,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/3d186e393d806be6/20260831T071715.712720Z__3d186e393d80__fff827fbca.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/3d186e393d806be6/20260831T071715.712720Z__3d186e393d80__fff827fbca.json,normalized_absolute_disagreement,0.47968489339722176,0.0,0.0,0.0,0.48779279189803937,0.008107898500817612,0.010835086327872185,0.1125397360208315,0.7463387699469739,0.26665387654975214,0.3563460706602314,0.5925331922731238,1.0282137831758642,0.5485288897786424,0.7330330878567537,0.7537759890152004,0.0,0.1125397360208315,0.673154590644162
20260831T071716.419825Z__85a6095bab96__10acdf218c,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,3.0,1.584962500721156,20260831,0.6193810550030321,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/85a6095bab963b37/20260831T071716.419825Z__85a6095bab96__10acdf218c.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/85a6095bab963b37/20260831T071716.419825Z__85a6095bab96__10acdf218c.json,normalized_absolute_disagreement,0.4803351692914477,0.0,0.0,0.0,0.49604867131701447,0.01571350202556676,0.02099892480684623,0.18470125334878543,0.8294679327980923,0.3491327635066446,0.46656770951210186,0.6129605720079988,1.0801097780787638,0.5997746087873161,0.8015159122701164,0.7881956546185538,0.0,0.18470125334878543,0.7005781133132762
20260831T071717.047072Z__4dd375b376d8__3118a02c70,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,3.0,1.584962500721156,20260832,0.5566840041428804,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4dd375b376d8a25d/20260831T071717.047072Z__4dd375b376d8__3118a02c70.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4dd375b376d8a25d/20260831T071717.047072Z__4dd375b376d8__3118a02c70.json,normalized_absolute_disagreement,0.4799516805126882,0.0,0.0,0.0,0.49863401849657585,0.01868233798388763,0.024966363952569865,0.18935464749089354,0.8248500581065932,0.34489837759390496,0.46090903767433367,0.6112612969125771,1.0686635608977575,0.5887118803850693,0.7867321039567711,0.780762495351947,0.0,0.18935464749089354,0.6960118961322621
20260831T071717.611536Z__0e68a2d5bbe1__7d70d78aa9,wine_quality,tabpfn_v25_single,tfm,regression,signed_power,3.0,1.584962500721156,20260833,0.556972990045324,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/0e68a2d5bbe1216b/20260831T071717.611536Z__0e68a2d5bbe1__7d70d78aa9.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/0e68a2d5bbe1216b/20260831T071717.611536Z__0e68a2d5bbe1__7d70d78aa9.json,normalized_absolute_disagreement,0.47968489339722176,0.0,0.0,0.0,0.4942747264126588,0.014589833015437037,0.019497296397526294,0.18508729888926223,0.7713772369616085,0.2916923435643868,0.3898065230319266,0.58221332620899,1.0570435897677122,0.5773586963704904,0.7715601418408448,0.7741870189400258,0.0,0.18508729888926223,0.6782001725745079
20260831T071718.176502Z__1c4f99d0ca14__4f39c28b64,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,0.5,0.5,20260831,0.5622354550287127,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1c4f99d0ca14c800/20260831T071718.176502Z__1c4f99d0ca14__4f39c28b64.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1c4f99d0ca14c800/20260831T071718.176502Z__1c4f99d0ca14__4f39c28b64.json,normalized_absolute_disagreement,0.4803351692914477,0.0,0.0,0.0,0.477483009177716,-0.002852160113731683,-0.0038115179969359747,0.041026405425209224,7.679637433305618,7.19930226401417,9.620872970125744,3.0162650996799747,1.1052409045390337,0.624905735247586,0.835100191191003,0.7950535578834345,0.0,0.041026405425209224,1.9056593287817045
20260831T071718.747005Z__1a3b869bdaea__8d90dcce69,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,0.5,0.5,20260832,0.5847731730900705,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1a3b869bdaeace07/20260831T071718.747005Z__1a3b869bdaea__8d90dcce69.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1a3b869bdaeace07/20260831T071718.747005Z__1a3b869bdaea__8d90dcce69.json,normalized_absolute_disagreement,0.4799516805126882,0.0,0.0,0.0,0.47774988778867855,-0.0022017927240096657,-0.002942391821792028,0.04141896020605539,3.4736945691246994,2.993742888612011,4.000723817434758,1.7945093155797318,1.0717631271486359,0.5918114466359476,0.7908742460795221,0.774084608757688,0.0,0.04141896020605539,1.28429696216871
20260831T071719.340139Z__9bb58ec402a6__94c622c164,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,0.5,0.5,20260833,0.601553947897628,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/9bb58ec402a64157/20260831T071719.340139Z__9bb58ec402a6__94c622c164.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/9bb58ec402a64157/20260831T071719.340139Z__9bb58ec402a6__94c622c164.json,normalized_absolute_disagreement,0.47968489339722176,0.0,0.0,0.0,0.47624254899561635,-0.0034423444016054017,-0.004600217770104159,0.04706259757075168,3.757565933967661,3.2778810405704393,4.380435206915173,1.869314172062637,1.017444649106757,0.5377597557095353,0.7186416278127683,0.7379729341626597,0.0,0.04706259757075168,1.3036435531126482
20260831T071719.950138Z__e9261eaa966d__8734a1bf75,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,1.0,1.0,20260831,0.5803860630840063,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/e9261eaa966dc166/20260831T071719.950138Z__e9261eaa966d__8734a1bf75.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/e9261eaa966dc166/20260831T071719.950138Z__e9261eaa966d__8734a1bf75.json,normalized_absolute_disagreement,0.4803351692914477,0.0,0.0,0.0,0.4773596865707668,-0.002975482720680933,-0.003976321625439542,0.06953333024406595,3.68261305142499,3.2022778821335423,4.2794020294227595,1.9922568269838383,1.1471342395031412,0.6667990702116935,0.8910848462594892,0.8234315666907649,0.0,0.06953333024406595,1.4078441968373017
20260831T071720.539263Z__1835c51a9ff7__461e443b3a,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,1.0,1.0,20260832,0.5686056159902364,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1835c51a9ff7cf47/20260831T071720.539263Z__1835c51a9ff7__461e443b3a.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/1835c51a9ff7cf47/20260831T071720.539263Z__1835c51a9ff7__461e443b3a.json,normalized_absolute_disagreement,0.4799516805126882,0.0,0.0,0.0,0.47600691675672957,-0.003944763755958647,-0.005271631833398397,0.06917189514447622,3.8088664521293643,3.328914771616676,4.448634738700583,1.9219817695533172,1.107213871993884,0.6272621914811958,0.8382492694282848,0.7975935806117407,0.0,0.06917189514447622,1.3597876750825288
20260831T071721.116430Z__f9b19d51a372__d6b83912c1,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,1.0,1.0,20260833,0.5634734709747136,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/f9b19d51a3720ae5/20260831T071721.116430Z__f9b19d51a372__d6b83912c1.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/f9b19d51a3720ae5/20260831T071721.116430Z__f9b19d51a372__d6b83912c1.json,normalized_absolute_disagreement,0.47968489339722176,0.0,0.0,0.0,0.47089980368916806,-0.008785089708053695,-0.011740058829703458,0.0777920699998237,3.988101084184409,3.5084161907871874,4.688513589242673,1.9786933270968081,1.0195105593523,0.5398256659550782,0.7214024314727839,0.7406594686302422,0.0,0.0777920699998237,1.3596763978635251
20260831T071721.688519Z__8ef795d8aa24__f76f31f439,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,2.0,2.0,20260831,0.5659068000968546,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/8ef795d8aa24b0f6/20260831T071721.688519Z__8ef795d8aa24__f76f31f439.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/8ef795d8aa24b0f6/20260831T071721.688519Z__8ef795d8aa24__f76f31f439.json,normalized_absolute_disagreement,0.4803351692914477,0.0,0.0,0.0,0.4738138423530409,-0.006521326938406791,-0.008714852602408703,0.10892255997585558,3.4136332927039765,2.933298123412529,3.9199477385360995,1.9283931594922885,1.192460797295045,0.7121256280035972,0.9516575293747306,0.8538618697599333,0.0,0.10892255997585558,1.3911275146261108
20260831T071722.263266Z__4bc58ff99d83__a1677a9f06,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,2.0,2.0,20260832,0.5628227789420635,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4bc58ff99d8365f9/20260831T071722.263266Z__4bc58ff99d83__a1677a9f06.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/4bc58ff99d8365f9/20260831T071722.263266Z__4bc58ff99d83__a1677a9f06.json,normalized_absolute_disagreement,0.4799516805126882,0.0,0.0,0.0,0.4756777440950213,-0.004273936417666935,-0.00571152562412914,0.11907672948285639,4.409181386467807,3.929229705955119,5.2508727214296504,2.114888903879426,1.1895408650098296,0.7095891844971414,0.9482679230105847,0.851582024469854,0.0,0.11907672948285639,1.4832354641746401
20260831T071722.835045Z__8bb9c341b98f__d8f66943e1,wine_quality,tabpfn_v25_single,tfm,regression,random_monotone_pwl,2.0,2.0,20260833,0.59777223598212,324136448.0,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/8bb9c341b98f6ce6/20260831T071722.835045Z__8bb9c341b98f__d8f66943e1.npz,/home/byunhanjoon/byunhanjoon.github.io/experiments/road-to-iclr-day-08/results/raw/phase1_pilot/8bb9c341b98f6ce6/20260831T071722.835045Z__8bb9c341b98f__d8f66943e1.json,normalized_absolute_disagreement,0.47968489339722176,0.0,0.0,0.0,0.46899844916645317,-0.010686444230768588,-0.014280956497752536,0.11877522170580379,2.7054548906703673,2.2257699972731455,2.974434135307742,1.5740622807469302,1.0325250007145093,0.5528401073172875,0.7387944345490864,0.7454304592084147,0.0,0.11877522170580379,1.1597463699776724
