dataset,backbone,train_mode,seed,design,phases,rmse,mae,quotient_mse
Electricity,moment,canonical_train,20261211,27,0-3-4-7,0.7181856036186218,0.5528820157051086,0.0037600817158818245
Electricity,moment,canonical_train,20261211,28,0-3-5-6,0.7373849749565125,0.5659187436103821,0.002778088441118598
Electricity,moment,canonical_train,20261211,29,0-3-5-7,0.7498447895050049,0.5783389210700989,0.005013491492718458
Electricity,moment,canonical_train,20261211,30,0-3-6-7,0.7777225971221924,0.6002442240715027,0.014179285615682602
Electricity,moment,canonical_train,20261211,31,0-4-5-6,0.7766777276992798,0.5955266952514648,0.009609523229300976
Electricity,moment,canonical_train,20261211,32,0-4-5-7,0.7894705533981323,0.6079889535903931,0.01334966067224741
Electricity,moment,canonical_train,20261211,33,0-4-6-7,0.8170992136001587,0.6300386786460876,0.024317460134625435
Electricity,moment,canonical_train,20261211,34,0-5-6-7,0.8549014329910278,0.6579943895339966,0.04229968786239624
Electricity,moment,canonical_train,20261211,35,1-2-3-4,0.6355980634689331,0.47584405541419983,0.04229968786239624
Electricity,moment,canonical_train,20261211,36,1-2-3-5,0.6566779017448425,0.4959676265716553,0.024317460134625435
Electricity,moment,canonical_train,20261211,37,1-2-3-6,0.6735559105873108,0.5126375555992126,0.01334966067224741
Electricity,moment,canonical_train,20261211,38,1-2-3-7,0.6828123927116394,0.5241950750350952,0.009609523229300976
Electricity,moment,canonical_train,20261211,39,1-2-4-5,0.6882936954498291,0.5224533677101135,0.014179284684360027
Electricity,moment,canonical_train,20261211,40,1-2-4-6,0.7056923508644104,0.5395403504371643,0.005013491492718458
Electricity,moment,canonical_train,20261211,41,1-2-4-7,0.7155848145484924,0.5512675642967224,0.002778088441118598
Electricity,moment,canonical_train,20261211,42,1-2-5-6,0.736187219619751,0.5640351176261902,0.0037600817158818245
Electricity,moment,canonical_train,20261211,43,1-2-5-7,0.7468903064727783,0.5762557983398438,0.0033381658140569925
Electricity,moment,canonical_train,20261211,44,1-2-6-7,0.7738509178161621,0.5978233814239502,0.010919000022113323
Electricity,moment,canonical_train,20261211,45,1-3-4-5,0.7268195748329163,0.5528276562690735,0.012222389690577984
Electricity,moment,canonical_train,20261211,46,1-3-4-6,0.7443175911903381,0.5698516964912415,0.0045450543984770775
Electricity,moment,canonical_train,20261211,47,1-3-4-7,0.7543722987174988,0.5814406275749207,0.003318593604490161
Electricity,moment,canonical_train,20261211,48,1-3-5-6,0.7744593024253845,0.5943588018417358,0.005100245121866465
Electricity,moment,canonical_train,20261211,49,1-3-5-7,0.785283088684082,0.6063774228096008,0.00568727171048522
Electricity,moment,canonical_train,20261211,50,1-3-6-7,0.8118855953216553,0.6276084780693054,0.014756563119590282
Electricity,moment,canonical_train,20261211,51,1-4-5-6,0.8129445910453796,0.6236467361450195,0.013531502336263657
Electricity,moment,canonical_train,20261211,52,1-4-5-7,0.8241759538650513,0.635711669921875,0.015623264014720917
Electricity,moment,canonical_train,20261211,53,1-4-6-7,0.8506212830543518,0.6570526957511902,0.02649456076323986
Electricity,moment,canonical_train,20261211,54,1-5-6-7,0.8876246213912964,0.6844609379768372,0.0455920584499836
Electricity,moment,canonical_train,20261211,55,2-3-4-5,0.7715616822242737,0.5855057835578918,0.019006263464689255
Electricity,moment,canonical_train,20261211,56,2-3-4-6,0.7887000441551208,0.6023169159889221,0.012327085249125957
Electricity,moment,canonical_train,20261211,57,2-3-4-7,0.7980620861053467,0.6136188507080078,0.010887137614190578
Electricity,moment,canonical_train,20261211,58,2-3-5-6,0.8181328177452087,0.6265423893928528,0.014397460967302322
Electricity,moment,canonical_train,20261211,59,2-3-5-7,0.8282573223114014,0.638251006603241,0.014770998619496822
Electricity,moment,canonical_train,20261211,60,2-3-6-7,0.854106068611145,0.6591498255729675,0.02483845315873623
Electricity,moment,canonical_train,20261211,61,2-4-5-6,0.8557263612747192,0.6557082533836365,0.02466326206922531
Electricity,moment,canonical_train,20261211,62,2-4-5-7,0.8662801384925842,0.667432963848114,0.026541536673903465
Electricity,moment,canonical_train,20261211,63,2-4-6-7,0.8920370936393738,0.6884365081787109,0.038410987704992294
Electricity,moment,canonical_train,20261211,64,2-5-6-7,0.9282058477401733,0.7154801487922668,0.05902368202805519
Electricity,moment,canonical_train,20261211,65,3-4-5-6,0.8982329964637756,0.687703549861908,0.042742807418107986
Electricity,moment,canonical_train,20261211,66,3-4-5-7,0.9088482856750488,0.6992971897125244,0.04563002288341522
Electricity,moment,canonical_train,20261211,67,3-4-6-7,0.9342281222343445,0.720101535320282,0.05898793041706085
Electricity,moment,canonical_train,20261211,68,3-5-6-7,0.9697560667991638,0.7470032572746277,0.08140921592712402
Electricity,moment,canonical_train,20261211,69,4-5-6-7,1.0116459131240845,0.7777535319328308,0.11174919456243515
Electricity,moment,canonical_train,20261212,0,0-1-2-3,0.49216389656066895,0.3576553165912628,0.12271922826766968
Electricity,moment,canonical_train,20261212,1,0-1-2-4,0.5145641565322876,0.3792404234409332,0.08978691697120667
Electricity,moment,canonical_train,20261212,2,0-1-2-5,0.5363853573799133,0.3997940123081207,0.06513366848230362
Electricity,moment,canonical_train,20261212,3,0-1-2-6,0.5547835230827332,0.41766664385795593,0.04986660182476044
Electricity,moment,canonical_train,20261212,4,0-1-2-7,0.5665224194526672,0.4305582046508789,0.04568787291646004
Electricity,moment,canonical_train,20261212,5,0-1-3-4,0.5470158457756042,0.4065757989883423,0.06529747694730759
Electricity,moment,canonical_train,20261212,6,0-1-3-5,0.5693967342376709,0.4276740849018097,0.042697515338659286
Electricity,moment,canonical_train,20261212,7,0-1-3-6,0.5883559584617615,0.4455944001674652,0.02930503524839878
Electricity,moment,canonical_train,20261212,8,0-1-3-7,0.600532591342926,0.45840099453926086,0.026440074667334557
Electricity,moment,canonical_train,20261212,9,0-1-4-5,0.6038733720779419,0.4557913541793823,0.027664558961987495
Electricity,moment,canonical_train,20261212,10,0-1-4-6,0.6234204173088074,0.4742845594882965,0.016312021762132645
Electricity,moment,canonical_train,20261212,11,0-1-4-7,0.6363956332206726,0.4873697757720947,0.015316709876060486
Electricity,moment,canonical_train,20261212,12,0-1-5-6,0.6569001078605652,0.5010166764259338,0.01159049291163683
Electricity,moment,canonical_train,20261212,13,0-1-5-7,0.670750081539154,0.5147842764854431,0.01263679563999176
Electricity,moment,canonical_train,20261212,14,0-1-6-7,0.7013214230537415,0.5390059351921082,0.019240297377109528
Electricity,moment,canonical_train,20261212,15,0-2-3-4,0.589013934135437,0.43806564807891846,0.050071801990270615
Electricity,moment,canonical_train,20261212,16,0-2-3-5,0.6114251017570496,0.45921245217323303,0.029388880357146263
Electricity,moment,canonical_train,20261212,17,0-2-3-6,0.6301684379577637,0.47701847553253174,0.017317945137619972
Electricity,moment,canonical_train,20261212,18,0-2-3-7,0.6415647268295288,0.48959341645240784,0.014469304122030735
Electricity,moment,canonical_train,20261212,19,0-2-4-5,0.645267903804779,0.48734092712402344,0.016435539349913597
Electricity,moment,canonical_train,20261212,20,0-2-4-6,0.6645918488502502,0.5057016015052795,0.006404542829841375
Electricity,moment,canonical_train,20261212,21,0-2-4-7,0.676790177822113,0.5185388922691345,0.005425552371889353
Electricity,moment,canonical_train,20261212,22,0-2-5-6,0.6974696516990662,0.5320975184440613,0.0036000555846840143
Electricity,moment,canonical_train,20261212,23,0-2-5-7,0.7105408310890198,0.5455846190452576,0.004662679508328438
Electricity,moment,canonical_train,20261212,24,0-2-6-7,0.7403619289398193,0.5694018006324768,0.012587728910148144
Electricity,moment,canonical_train,20261212,25,0-3-4-5,0.686064600944519,0.5190477967262268,0.011810015887022018
Electricity,moment,canonical_train,20261212,26,0-3-4-6,0.7055996060371399,0.5374020934104919,0.003653612919151783
Electricity,moment,canonical_train,20261212,27,0-3-4-7,0.7180161476135254,0.5501660704612732,0.003988385666161776
Electricity,moment,canonical_train,20261212,28,0-3-5-6,0.738041877746582,0.5637694597244263,0.0029023922979831696
Electricity,moment,canonical_train,20261212,29,0-3-5-7,0.7512814998626709,0.5771391987800598,0.0052787805907428265
Electricity,moment,canonical_train,20261212,30,0-3-6-7,0.78074711561203,0.600635290145874,0.015078420750796795
Electricity,moment,canonical_train,20261212,31,0-4-5-6,0.7792144417762756,0.5949581265449524,0.009888368658721447
Electricity,moment,canonical_train,20261212,32,0-4-5-7,0.7929456233978271,0.6084192395210266,0.014134407043457031
Electricity,moment,canonical_train,20261212,33,0-4-6-7,0.8221587538719177,0.6320093274116516,0.025973984971642494
Electricity,moment,canonical_train,20261212,34,0-5-6-7,0.861800491809845,0.6614966988563538,0.04514281824231148
Electricity,moment,canonical_train,20261212,35,1-2-3-4,0.6320762038230896,0.4691248834133148,0.04514281824231148
Electricity,moment,canonical_train,20261212,36,1-2-3-5,0.654169499874115,0.49006637930870056,0.025973984971642494
Electricity,moment,canonical_train,20261212,37,1-2-3-6,0.6718933582305908,0.5076385140419006,0.014134407043457031
Electricity,moment,canonical_train,20261212,38,1-2-3-7,0.6815690994262695,0.5199985504150391,0.009888369590044022
Electricity,moment,canonical_train,20261212,39,1-2-4-5,0.6874049305915833,0.5179926156997681,0.015078420750796795
Electricity,moment,canonical_train,20261212,40,1-2-4-6,0.7057396769523621,0.5361122488975525,0.005278779659420252
Electricity,moment,canonical_train,20261212,41,1-2-4-7,0.7162637114524841,0.5487238168716431,0.002902392530813813
Electricity,moment,canonical_train,20261212,42,1-2-5-6,0.737810492515564,0.5621320605278015,0.003988386131823063
Electricity,moment,canonical_train,20261212,43,1-2-5-7,0.7492470741271973,0.5753366351127625,0.0036536131519824266
Electricity,moment,canonical_train,20261212,44,1-2-6-7,0.7777339816093445,0.5986226201057434,0.011810015887022018
Electricity,moment,canonical_train,20261212,45,1-3-4-5,0.7273062467575073,0.5496216416358948,0.012587728910148144
Electricity,moment,canonical_train,20261212,46,1-3-4-6,0.7459168434143066,0.5677204132080078,0.004662679508328438
Electricity,moment,canonical_train,20261212,47,1-3-4-7,0.756750226020813,0.5802758932113647,0.0036000555846840143
Electricity,moment,canonical_train,20261212,48,1-3-5-6,0.7776509523391724,0.593715250492096,0.005425552371889353
Electricity,moment,canonical_train,20261212,49,1-3-5-7,0.7893425226211548,0.6068406105041504,0.006404542829841375
Electricity,moment,canonical_train,20261212,50,1-3-6-7,0.8175787925720215,0.629805326461792,0.0164355356246233
Electricity,moment,canonical_train,20261212,51,1-4-5-6,0.8180879950523376,0.6246111989021301,0.014469304122030735
Electricity,moment,canonical_train,20261212,52,1-4-5-7,0.8303362727165222,0.6378430724143982,0.017317945137619972
Electricity,moment,canonical_train,20261212,53,1-4-6-7,0.8584124445915222,0.6609026193618774,0.029388880357146263
Electricity,moment,canonical_train,20261212,54,1-5-6-7,0.8972964286804199,0.6898975372314453,0.05007180944085121
Electricity,moment,canonical_train,20261212,55,2-3-4-5,0.7736689448356628,0.583240270614624,0.019240299239754677
Electricity,moment,canonical_train,20261212,56,2-3-4-6,0.7920244932174683,0.6011963486671448,0.01263679563999176
Electricity,moment,canonical_train,20261212,57,2-3-4-7,0.8022456169128418,0.6135810017585754,0.01159049291163683
Electricity,moment,canonical_train,20261212,58,2-3-5-6,0.8231456279754639,0.62692791223526,0.015316709876060486
Electricity,moment,canonical_train,20261212,59,2-3-5-7,0.834209680557251,0.6398839354515076,0.016312021762132645
Electricity,moment,canonical_train,20261212,60,2-3-6-7,0.8617429137229919,0.6625496745109558,0.027664557099342346
Electricity,moment,canonical_train,20261212,61,2-4-5-6,0.8626561164855957,0.6576645374298096,0.026440074667334557
Electricity,moment,canonical_train,20261212,62,2-4-5-7,0.8742895722389221,0.6707213521003723,0.02930503524839878
Electricity,moment,canonical_train,20261212,63,2-4-6-7,0.9017301201820374,0.6934974193572998,0.042697515338659286
Electricity,moment,canonical_train,20261212,64,2-5-6-7,0.939842164516449,0.7221846580505371,0.06529747694730759
Electricity,moment,canonical_train,20261212,65,3-4-5-6,0.9068421125411987,0.6910006999969482,0.04568787291646004
Electricity,moment,canonical_train,20261212,66,3-4-5-7,0.9186311960220337,0.7039654850959778,0.04986660182476044
Electricity,moment,canonical_train,20261212,67,3-4-6-7,0.9457762837409973,0.7265391945838928,0.06513366848230362
Electricity,moment,canonical_train,20261212,68,3-5-6-7,0.9832255244255066,0.7550895810127258,0.08978691697120667
Electricity,moment,canonical_train,20261212,69,4-5-6-7,1.027203917503357,0.7874016165733337,0.12271922826766968
Electricity,moment,phase_aug_train,20261211,0,0-1-2-3,0.5130993723869324,0.38570061326026917,0.06480240076780319
Electricity,moment,phase_aug_train,20261211,1,0-1-2-4,0.5082786679267883,0.3817403018474579,0.04761726036667824
Electricity,moment,phase_aug_train,20261211,2,0-1-2-5,0.5034347772598267,0.3777964413166046,0.035456571727991104
Electricity,moment,phase_aug_train,20261211,3,0-1-2-6,0.5015840530395508,0.37680283188819885,0.02790231816470623
Electricity,moment,phase_aug_train,20261211,4,0-1-2-7,0.4991329610347748,0.3753310739994049,0.02814619429409504
Electricity,moment,phase_aug_train,20261211,5,0-1-3-4,0.5089027285575867,0.3820047676563263,0.03324946388602257
Electricity,moment,phase_aug_train,20261211,6,0-1-3-5,0.5057677030563354,0.3794369697570801,0.02280847728252411
Electricity,moment,phase_aug_train,20261211,7,0-1-3-6,0.5050496459007263,0.37938442826271057,0.016388360410928726
Electricity,moment,phase_aug_train,20261211,8,0-1-3-7,0.5025365352630615,0.3778351843357086,0.01655287854373455
Electricity,moment,phase_aug_train,20261211,9,0-1-4-5,0.5090864300727844,0.381873220205307,0.013915039598941803
Electricity,moment,phase_aug_train,20261211,10,0-1-4-6,0.5099907517433167,0.3830449879169464,0.009142454713582993
Electricity,moment,phase_aug_train,20261211,11,0-1-4-7,0.5080461502075195,0.3819984495639801,0.009859486483037472
Electricity,moment,phase_aug_train,20261211,12,0-1-5-6,0.5143576264381409,0.3863910436630249,0.0063555422239005566
Electricity,moment,phase_aug_train,20261211,13,0-1-5-7,0.5135468244552612,0.38628414273262024,0.008218820206820965
Electricity,moment,phase_aug_train,20261211,14,0-1-6-7,0.5217238068580627,0.3931530714035034,0.01098997425287962
Electricity,moment,phase_aug_train,20261211,15,0-2-3-4,0.5180465579032898,0.388342022895813,0.02338727004826069
Electricity,moment,phase_aug_train,20261211,16,0-2-3-5,0.5161308646202087,0.38680312037467957,0.014146068133413792
Electricity,moment,phase_aug_train,20261211,17,0-2-3-6,0.5160025954246521,0.38722047209739685,0.008319457061588764
Electricity,moment,phase_aug_train,20261211,18,0-2-3-7,0.5129007697105408,0.3852696716785431,0.007824715226888657
Electricity,moment,phase_aug_train,20261211,19,0-2-4-5,0.5214488506317139,0.3906615674495697,0.007402536924928427
Electricity,moment,phase_aug_train,20261211,20,0-2-4-6,0.5228996872901917,0.39225247502326965,0.003223454812541604
Electricity,moment,phase_aug_train,20261211,21,0-2-4-7,0.5203701853752136,0.3908175528049469,0.0032812298741191626
Electricity,moment,phase_aug_train,20261211,22,0-2-5-6,0.5282963514328003,0.39635154604911804,0.0016363292234018445
Electricity,moment,phase_aug_train,20261211,23,0-2-5-7,0.5268816947937012,0.3958341181278229,0.002840348519384861
Electricity,moment,phase_aug_train,20261211,24,0-2-6-7,0.5354093909263611,0.40297356247901917,0.006205007433891296
Electricity,moment,phase_aug_train,20261211,25,0-3-4-5,0.5327407121658325,0.39891889691352844,0.0043037328869104385
Electricity,moment,phase_aug_train,20261211,26,0-3-4-6,0.5352213978767395,0.40121379494667053,0.001258786884136498
Electricity,moment,phase_aug_train,20261211,27,0-3-4-7,0.5326759219169617,0.39975929260253906,0.0012372027849778533
Electricity,moment,phase_aug_train,20261211,28,0-3-5-6,0.5420835018157959,0.40639424324035645,0.001391360885463655
Electricity,moment,phase_aug_train,20261211,29,0-3-5-7,0.5406315922737122,0.4058181047439575,0.002516021952033043
Electricity,moment,phase_aug_train,20261211,30,0-3-6-7,0.549977719783783,0.4135514199733734,0.007014815229922533
Electricity,moment,phase_aug_train,20261211,31,0-4-5-6,0.5561578869819641,0.41675153374671936,0.004587063565850258
Electricity,moment,phase_aug_train,20261211,32,0-4-5-7,0.5552405714988708,0.4165925681591034,0.006264241877943277
Electricity,moment,phase_aug_train,20261211,33,0-4-6-7,0.5658027529716492,0.42520830035209656,0.012410566210746765
Electricity,moment,phase_aug_train,20261211,34,0-5-6-7,0.5799359083175659,0.4360605776309967,0.02134346030652523
Electricity,moment,phase_aug_train,20261211,35,1-2-3-4,0.5317442417144775,0.3976847231388092,0.02134346030652523
Electricity,moment,phase_aug_train,20261211,36,1-2-3-5,0.530168890953064,0.39644166827201843,0.012410566210746765
Electricity,moment,phase_aug_train,20261211,37,1-2-3-6,0.5297423005104065,0.39663246273994446,0.006264241877943277
Electricity,moment,phase_aug_train,20261211,38,1-2-3-7,0.5255978107452393,0.3938136100769043,0.004587063565850258
Electricity,moment,phase_aug_train,20261211,39,1-2-4-5,0.5366048216819763,0.40104547142982483,0.007014815229922533
Electricity,moment,phase_aug_train,20261211,40,1-2-4-6,0.5377175807952881,0.4023994207382202,0.002516021952033043
Electricity,moment,phase_aug_train,20261211,41,1-2-4-7,0.5341523885726929,0.40008625388145447,0.001391360885463655
Electricity,moment,phase_aug_train,20261211,42,1-2-5-6,0.5432507395744324,0.40664204955101013,0.0012372027849778533
Electricity,moment,phase_aug_train,20261211,43,1-2-5-7,0.5407829880714417,0.4052588641643524,0.0012587870005518198
Electricity,moment,phase_aug_train,20261211,44,1-2-6-7,0.5488036274909973,0.4121173918247223,0.0043037328869104385
Electricity,moment,phase_aug_train,20261211,45,1-3-4-5,0.5496702194213867,0.41050735116004944,0.006205007433891296
Electricity,moment,phase_aug_train,20261211,46,1-3-4-6,0.5517852306365967,0.4125641882419586,0.002840348519384861
Electricity,moment,phase_aug_train,20261211,47,1-3-4-7,0.5482392311096191,0.41031381487846375,0.0016363292234018445
Electricity,moment,phase_aug_train,20261211,48,1-3-5-6,0.5587198734283447,0.41786661744117737,0.0032812294084578753
Electricity,moment,phase_aug_train,20261211,49,1-3-5-7,0.5562494397163391,0.41650471091270447,0.003223454812541604
Electricity,moment,phase_aug_train,20261211,50,1-3-6-7,0.5650546550750732,0.4239409267902374,0.007402536924928427
Electricity,moment,phase_aug_train,20261211,51,1-4-5-6,0.5735614895820618,0.428704172372818,0.007824715226888657
Electricity,moment,phase_aug_train,20261211,52,1-4-5-7,0.5716387629508972,0.4278416633605957,0.008319457061588764
Electricity,moment,phase_aug_train,20261211,53,1-4-6-7,0.5816284418106079,0.436124324798584,0.014146068133413792
Electricity,moment,phase_aug_train,20261211,54,1-5-6-7,0.595645010471344,0.4469211995601654,0.02338727004826069
Electricity,moment,phase_aug_train,20261211,55,2-3-4-5,0.5711171627044678,0.42583903670310974,0.01098997425287962
Electricity,moment,phase_aug_train,20261211,56,2-3-4-6,0.5736705660820007,0.42828789353370667,0.00821881927549839
Electricity,moment,phase_aug_train,20261211,57,2-3-4-7,0.5696823596954346,0.42575159668922424,0.0063555422239005566
Electricity,moment,phase_aug_train,20261211,58,2-3-5-6,0.5813764929771423,0.43418338894844055,0.009859486483037472
Electricity,moment,phase_aug_train,20261211,59,2-3-5-7,0.578433096408844,0.4325360059738159,0.009142453782260418
Electricity,moment,phase_aug_train,20261211,60,2-3-6-7,0.5874110460281372,0.4401130974292755,0.013915040530264378
Electricity,moment,phase_aug_train,20261211,61,2-4-5-6,0.5974557399749756,0.44590866565704346,0.01655287854373455
Electricity,moment,phase_aug_train,20261211,62,2-4-5-7,0.5950564742088318,0.4447445869445801,0.016388360410928726
Electricity,moment,phase_aug_train,20261211,63,2-4-6-7,0.605150043964386,0.453188419342041,0.02280847728252411
Electricity,moment,phase_aug_train,20261211,64,2-5-6-7,0.6196027994155884,0.46435895562171936,0.03324946388602257
Electricity,moment,phase_aug_train,20261211,65,3-4-5-6,0.6193135380744934,0.46195128560066223,0.02814619429409504
Electricity,moment,phase_aug_train,20261211,66,3-4-5-7,0.6169348955154419,0.4608222246170044,0.02790231816470623
Electricity,moment,phase_aug_train,20261211,67,3-4-6-7,0.6275803446769714,0.46975472569465637,0.035456571727991104
Electricity,moment,phase_aug_train,20261211,68,3-5-6-7,0.6428669095039368,0.4816368520259857,0.04761726036667824
Electricity,moment,phase_aug_train,20261211,69,4-5-6-7,0.6653754115104675,0.498548299074173,0.06480240076780319
Electricity,moment,phase_aug_train,20261212,0,0-1-2-3,0.5102362632751465,0.37784481048583984,0.09409067034721375
Electricity,moment,phase_aug_train,20261212,1,0-1-2-4,0.5126204490661621,0.3793346583843231,0.06913229078054428
Electricity,moment,phase_aug_train,20261212,2,0-1-2-5,0.511867880821228,0.3787202835083008,0.05147175490856171
Electricity,moment,phase_aug_train,20261212,3,0-1-2-6,0.509135901927948,0.37684571743011475,0.040647950023412704
Electricity,moment,phase_aug_train,20261212,4,0-1-2-7,0.5058899521827698,0.3748697340488434,0.03712468221783638
Electricity,moment,phase_aug_train,20261212,5,0-1-3-4,0.5245206356048584,0.3883174955844879,0.04789609834551811
Electricity,moment,phase_aug_train,20261212,6,0-1-3-5,0.5264133810997009,0.38994458317756653,0.03299569711089134
Electricity,moment,phase_aug_train,20261212,7,0-1-3-6,0.525421142578125,0.3896048963069916,0.023917613551020622
Electricity,moment,phase_aug_train,20261212,8,0-1-3-7,0.5229207277297974,0.3884526193141937,0.021067773923277855
Electricity,moment,phase_aug_train,20261212,9,0-1-4-5,0.5399373173713684,0.40068069100379944,0.02001982554793358
Electricity,moment,phase_aug_train,20261212,10,0-1-4-6,0.541225254535675,0.4023398160934448,0.013377837836742401
Electricity,moment,phase_aug_train,20261212,11,0-1-4-7,0.5399926900863647,0.4024335443973541,0.011816632933914661
Electricity,moment,phase_aug_train,20261212,12,0-1-5-6,0.5525360703468323,0.41209936141967773,0.008859648369252682
Electricity,moment,phase_aug_train,20261212,13,0-1-5-7,0.5531477332115173,0.4137517213821411,0.009307443164288998
Electricity,moment,phase_aug_train,20261212,14,0-1-6-7,0.5630937218666077,0.4225355088710785,0.012375027872622013
Electricity,moment,phase_aug_train,20261212,15,0-2-3-4,0.54332435131073,0.402111679315567,0.0333595834672451
Electricity,moment,phase_aug_train,20261212,16,0-2-3-5,0.5468780994415283,0.40510356426239014,0.020344363525509834
Electricity,moment,phase_aug_train,20261212,17,0-2-3-6,0.5468161702156067,0.40551766753196716,0.012242193333804607
Electricity,moment,phase_aug_train,20261212,18,0-2-3-7,0.5446793437004089,0.4047064483165741,0.009681250900030136
Electricity,moment,phase_aug_train,20261212,19,0-2-4-5,0.5626776814460754,0.4176863729953766,0.010477780364453793
Electricity,moment,phase_aug_train,20261212,20,0-2-4-6,0.5647783279418945,0.41998422145843506,0.004811702761799097
Electricity,moment,phase_aug_train,20261212,21,0-2-4-7,0.5638535618782043,0.42029163241386414,0.0035393971484154463
Electricity,moment,phase_aug_train,20261212,22,0-2-5-6,0.577261745929718,0.4306783676147461,0.002178689232096076
Electricity,moment,phase_aug_train,20261212,23,0-2-5-7,0.5780972242355347,0.43244466185569763,0.0029153849463909864
Electricity,moment,phase_aug_train,20261212,24,0-2-6-7,0.5884507298469543,0.44151172041893005,0.006958880927413702
Electricity,moment,phase_aug_train,20261212,25,0-3-4-5,0.5875409841537476,0.4371059238910675,0.005497673060745001
Electricity,moment,phase_aug_train,20261212,26,0-3-4-6,0.5910317301750183,0.4405688941478729,0.0015773206250742078
Electricity,moment,phase_aug_train,20261212,27,0-3-4-7,0.5907183289527893,0.4413503408432007,0.00097843783441931
Electricity,moment,phase_aug_train,20261212,28,0-3-5-6,0.6052563190460205,0.4527169167995453,0.0017044557025656104
Electricity,moment,phase_aug_train,20261212,29,0-3-5-7,0.6066084504127502,0.45485052466392517,0.003114572959020734
Electricity,moment,phase_aug_train,20261212,30,0-3-6-7,0.6178976893424988,0.46460750699043274,0.008903793059289455
Electricity,moment,phase_aug_train,20261212,31,0-4-5-6,0.6310977339744568,0.47363850474357605,0.00625646160915494
Electricity,moment,phase_aug_train,20261212,32,0-4-5-7,0.6334127187728882,0.4764691889286041,0.0089552141726017
Electricity,moment,phase_aug_train,20261212,33,0-4-6-7,0.6461203098297119,0.48722341656684875,0.01718052849173546
Electricity,moment,phase_aug_train,20261212,34,0-5-6-7,0.6684902906417847,0.5055235028266907,0.029698872938752174
Electricity,moment,phase_aug_train,20261212,35,1-2-3-4,0.5629294514656067,0.41519883275032043,0.029698872938752174
Electricity,moment,phase_aug_train,20261212,36,1-2-3-5,0.5667986869812012,0.4183659851551056,0.01718052849173546
Electricity,moment,phase_aug_train,20261212,37,1-2-3-6,0.5666303038597107,0.41854894161224365,0.0089552141726017
Electricity,moment,phase_aug_train,20261212,38,1-2-3-7,0.5644463300704956,0.4175940752029419,0.006256462540477514
